Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd
,,418,N/A,N/A,N/A,0.008,0.036
,,419,N/A,N/A,N/A,0.009,0.041
,,420,N/A,N/A,N/A,0.010,0.048
,,421,N/A,N/A,N/A,0.012,0.055
,,422,N/A,N/A,N/A,0.014,0.064
,,423,N/A,N/A,N/A,0.016,0.075
,,424,N/A,N/A,N/A,0.018,0.087
,,425,N/A,N/A,N/A,0.021,0.101
,,426,N/A,N/A,N/A,0.025,0.118
,,427,N/A,N/A,N/A,0.029,0.138
,,428,N/A,N/A,N/A,0.034,0.162
,,429,N/A,N/A,N/A,0.040,0.190
,,430,N/A,N/A,N/A,0.046,0.223
,,431,N/A,N/A,N/A,0.054,0.260
,,432,N/A,N/A,N/A,0.063,0.304
,,433,N/A,N/A,N/A,0.073,0.353
,,434,N/A,N/A,N/A,0.084,0.409
,,435,N/A,N/A,N/A,0.097,0.472
,,436,N/A,N/A,N/A,0.111,0.543
,,437,N/A,N/A,N/A,0.128,0.625
,,438,N/A,N/A,N/A,0.146,0.716
,,439,N/A,N/A,N/A,0.166,0.818
,,440,N/A,N/A,N/A,0.189,0.930
,,441,N/A,N/A,N/A,0.214,1.057
,,442,N/A,N/A,N/A,0.242,1.197
,,443,N/A,N/A,N/A,0.271,1.346
,,444,N/A,N/A,N/A,0.303,1.506
,,445,N/A,N/A,N/A,0.336,1.675
,,446,N/A,N/A,N/A,0.369,1.842
,,447,N/A,N/A,N/A,0.400,2.003
,,448,N/A,N/A,N/A,0.429,2.151
,,449,N/A,N/A,N/A,0.454,2.283
,,450,N/A,N/A,N/A,0.474,2.390
,,451,N/A,N/A,N/A,0.489,2.469
,,452,N/A,N/A,N/A,0.497,2.515
,,453,N/A,N/A,N/A,0.497,2.523
,,454,N/A,N/A,N/A,0.491,2.496
,,455,N/A,N/A,N/A,0.478,2.437
,,456,N/A,N/A,N/A,0.459,2.344
,,457,N/A,N/A,N/A,0.436,2.229
,,458,N/A,N/A,N/A,0.409,2.098
,,459,N/A,N/A,N/A,0.380,1.955
,,460,N/A,N/A,N/A,0.351,1.806
,,461,N/A,N/A,N/A,0.321,1.657
,,462,N/A,N/A,N/A,0.293,1.514
,,463,N/A,N/A,N/A,0.266,1.379
,,464,N/A,N/A,N/A,0.242,1.255
,,465,N/A,N/A,N/A,0.219,1.143
,,466,N/A,N/A,N/A,0.200,1.041
,,467,N/A,N/A,N/A,0.181,0.949
,,468,N/A,N/A,N/A,0.165,0.866
,,469,N/A,N/A,N/A,0.151,0.791
,,470,N/A,N/A,N/A,0.137,0.724
,,471,N/A,N/A,N/A,0.125,0.662
,,472,N/A,N/A,N/A,0.114,0.604
,,473,N/A,N/A,N/A,0.104,0.549
,,474,N/A,N/A,N/A,0.094,0.498
,,475,N/A,N/A,N/A,0.085,0.451
,,476,N/A,N/A,N/A,0.077,0.408
,,477,N/A,N/A,N/A,0.069,0.369
,,478,N/A,N/A,N/A,0.062,0.334
,,479,N/A,N/A,N/A,0.056,0.302
,,480,N/A,N/A,N/A,0.051,0.273
,,481,N/A,N/A,N/A,0.046,0.247
,,482,N/A,N/A,N/A,0.042,0.225
,,483,N/A,N/A,N/A,0.038,0.206
,,484,N/A,N/A,N/A,0.035,0.189
,,485,N/A,N/A,N/A,0.032,0.174
,,486,N/A,N/A,N/A,0.030,0.161
,,487,N/A,N/A,N/A,0.027,0.149
,,488,N/A,N/A,N/A,0.025,0.139
,,489,N/A,N/A,N/A,0.024,0.129
,,490,N/A,N/A,N/A,0.022,0.121
,,491,N/A,N/A,N/A,0.021,0.114
,,492,N/A,N/A,N/A,0.020,0.108
,,493,N/A,N/A,N/A,0.019,0.102
,,494,N/A,N/A,N/A,0.018,0.098
,,495,N/A,N/A,N/A,0.017,0.094
,,496,N/A,N/A,N/A,0.016,0.091
,,497,N/A,N/A,N/A,0.016,0.089
,,498,N/A,N/A,N/A,0.016,0.088
,,499,N/A,N/A,N/A,0.016,0.087
,,500,N/A,N/A,N/A,0.016,0.087
,,501,N/A,N/A,N/A,0.016,0.087
,,502,N/A,N/A,N/A,0.016,0.088
,,503,N/A,N/A,N/A,0.016,0.089
,,504,N/A,N/A,N/A,0.016,0.090
,,505,N/A,N/A,N/A,0.016,0.091
,,506,N/A,N/A,N/A,0.017,0.094
,,507,N/A,N/A,N/A,0.017,0.096
,,508,N/A,N/A,N/A,0.017,0.098
,,509,N/A,N/A,N/A,0.018,0.100
,,510,N/A,N/A,N/A,0.018,0.103
,,511,N/A,N/A,N/A,0.019,0.106
,,512,N/A,N/A,N/A,0.019,0.110
,,513,N/A,N/A,N/A,0.020,0.113
,,514,N/A,N/A,N/A,0.020,0.117
,,515,N/A,N/A,N/A,0.021,0.121
,,516,N/A,N/A,N/A,0.022,0.125
,,517,N/A,N/A,N/A,0.022,0.129
,,518,N/A,N/A,N/A,0.023,0.133
,,519,N/A,N/A,N/A,0.024,0.137
,,520,N/A,N/A,N/A,0.024,0.141
,,521,N/A,N/A,N/A,0.025,0.144
,,522,N/A,N/A,N/A,0.025,0.148
,,523,N/A,N/A,N/A,0.026,0.151
,,524,N/A,N/A,N/A,0.026,0.154
,,525,N/A,N/A,N/A,0.027,0.156
,,526,N/A,N/A,N/A,0.027,0.159
,,527,N/A,N/A,N/A,0.028,0.163
,,528,N/A,N/A,N/A,0.028,0.166
,,529,N/A,N/A,N/A,0.028,0.168
,,530,N/A,N/A,N/A,0.029,0.170
,,531,N/A,N/A,N/A,0.029,0.172
,,532,N/A,N/A,N/A,0.029,0.175
,,533,N/A,N/A,N/A,0.030,0.178
,,534,N/A,N/A,N/A,0.030,0.181
,,535,N/A,N/A,N/A,0.031,0.185
,,536,N/A,N/A,N/A,0.031,0.189
,,537,N/A,N/A,N/A,0.032,0.193
,,538,N/A,N/A,N/A,0.033,0.197
,,539,N/A,N/A,N/A,0.033,0.201
,,540,N/A,N/A,N/A,0.034,0.205
,,541,N/A,N/A,N/A,0.034,0.209
,,542,N/A,N/A,N/A,0.035,0.213
,,543,N/A,N/A,N/A,0.036,0.217
,,544,N/A,N/A,N/A,0.036,0.220
,,545,N/A,N/A,N/A,0.036,0.222
,,546,N/A,N/A,N/A,0.037,0.224
,,547,N/A,N/A,N/A,0.037,0.225
,,548,N/A,N/A,N/A,0.037,0.226
,,549,N/A,N/A,N/A,0.037,0.226
,,550,N/A,N/A,N/A,0.037,0.226
,,551,N/A,N/A,N/A,0.037,0.226
,,552,N/A,N/A,N/A,0.036,0.225
,,553,N/A,N/A,N/A,0.036,0.224
,,554,N/A,N/A,N/A,0.036,0.224
,,555,N/A,N/A,N/A,0.036,0.224
,,556,N/A,N/A,N/A,0.036,0.225
,,557,N/A,N/A,N/A,0.036,0.226
,,558,N/A,N/A,N/A,0.036,0.227
,,559,N/A,N/A,N/A,0.036,0.228
,,560,N/A,N/A,N/A,0.037,0.230
,,561,N/A,N/A,N/A,0.037,0.231
,,562,N/A,N/A,N/A,0.037,0.233
,,563,N/A,N/A,N/A,0.037,0.236
,,564,N/A,N/A,N/A,0.038,0.238
,,565,N/A,N/A,N/A,0.038,0.240
,,566,N/A,N/A,N/A,0.038,0.242
,,567,N/A,N/A,N/A,0.038,0.243
,,568,N/A,N/A,N/A,0.038,0.244
,,569,N/A,N/A,N/A,0.039,0.246
,,570,N/A,N/A,N/A,0.039,0.247
,,571,N/A,N/A,N/A,0.039,0.249
,,572,N/A,N/A,N/A,0.039,0.251
,,573,N/A,N/A,N/A,0.039,0.252
,,574,N/A,N/A,N/A,0.039,0.254
,,575,N/A,N/A,N/A,0.040,0.256
,,576,N/A,N/A,N/A,0.040,0.257
,,577,N/A,N/A,N/A,0.040,0.259
,,578,N/A,N/A,N/A,0.040,0.261
,,579,N/A,N/A,N/A,0.041,0.263
,,580,N/A,N/A,N/A,0.041,0.266
,,581,N/A,N/A,N/A,0.041,0.268
,,582,N/A,N/A,N/A,0.042,0.271
,,583,N/A,N/A,N/A,0.042,0.273
,,584,N/A,N/A,N/A,0.042,0.275
,,585,N/A,N/A,N/A,0.042,0.277
,,586,N/A,N/A,N/A,0.043,0.279
,,587,N/A,N/A,N/A,0.043,0.281
,,588,N/A,N/A,N/A,0.043,0.282
,,589,N/A,N/A,N/A,0.043,0.283
,,590,N/A,N/A,N/A,0.043,0.285
,,591,N/A,N/A,N/A,0.043,0.286
,,592,N/A,N/A,N/A,0.043,0.287
,,593,N/A,N/A,N/A,0.043,0.288
,,594,N/A,N/A,N/A,0.043,0.289
,,595,N/A,N/A,N/A,0.043,0.290
,,596,N/A,N/A,N/A,0.044,0.291
,,597,N/A,N/A,N/A,0.044,0.292
,,598,N/A,N/A,N/A,0.044,0.294
,,599,N/A,N/A,N/A,0.044,0.296
,,600,N/A,N/A,N/A,0.044,0.299
,,601,N/A,N/A,N/A,0.045,0.301
,,602,N/A,N/A,N/A,0.045,0.304
,,603,N/A,N/A,N/A,0.045,0.307
,,604,N/A,N/A,N/A,0.046,0.312
,,605,N/A,N/A,N/A,0.047,0.319
,,606,N/A,N/A,N/A,0.048,0.327
,,607,N/A,N/A,N/A,0.049,0.335
,,608,N/A,N/A,N/A,0.050,0.343
,,609,N/A,N/A,N/A,0.052,0.352
,,610,N/A,N/A,N/A,0.053,0.363
,,611,N/A,N/A,N/A,0.055,0.375
,,612,N/A,N/A,N/A,0.057,0.388
,,613,N/A,N/A,N/A,0.059,0.403
,,614,N/A,N/A,N/A,0.061,0.420
,,615,N/A,N/A,N/A,0.063,0.437
,,616,N/A,N/A,N/A,0.066,0.454
,,617,N/A,N/A,N/A,0.068,0.473
,,618,N/A,N/A,N/A,0.071,0.493
,,619,N/A,N/A,N/A,0.074,0.515
,,620,N/A,N/A,N/A,0.078,0.539
,,621,N/A,N/A,N/A,0.081,0.564
,,622,N/A,N/A,N/A,0.085,0.589
,,623,N/A,N/A,N/A,0.088,0.616
,,624,N/A,N/A,N/A,0.092,0.644
,,625,N/A,N/A,N/A,0.097,0.676
,,626,N/A,N/A,N/A,0.101,0.711
,,627,N/A,N/A,N/A,0.107,0.750
,,628,N/A,N/A,N/A,0.113,0.792
,,629,N/A,N/A,N/A,0.119,0.839
,,630,N/A,N/A,N/A,0.126,0.891
,,631,N/A,N/A,N/A,0.134,0.949
,,632,N/A,N/A,N/A,0.143,1.014
,,633,N/A,N/A,N/A,0.154,1.088
,,634,N/A,N/A,N/A,0.165,1.174
,,635,N/A,N/A,N/A,0.179,1.272
,,636,N/A,N/A,N/A,0.194,1.382
,,637,N/A,N/A,N/A,0.211,1.507
,,638,N/A,N/A,N/A,0.231,1.649
,,639,N/A,N/A,N/A,0.253,1.810
,,640,N/A,N/A,N/A,0.278,1.990
,,641,N/A,N/A,N/A,0.305,2.189
,,642,N/A,N/A,N/A,0.335,2.408
,,643,N/A,N/A,N/A,0.368,2.648
,,644,N/A,N/A,N/A,0.403,2.908
,,645,N/A,N/A,N/A,0.441,3.188
,,646,N/A,N/A,N/A,0.482,3.488
,,647,N/A,N/A,N/A,0.525,3.808
,,648,N/A,N/A,N/A,0.572,4.149
,,649,N/A,N/A,N/A,0.620,4.509
,,650,N/A,N/A,N/A,0.671,4.885
,,651,N/A,N/A,N/A,0.723,5.271
,,652,N/A,N/A,N/A,0.775,5.661
,,653,N/A,N/A,N/A,0.826,6.042
,,654,N/A,N/A,N/A,0.874,6.405
,,655,N/A,N/A,N/A,0.917,6.730
,,656,N/A,N/A,N/A,0.953,7.001
,,657,N/A,N/A,N/A,0.980,7.208
,,658,N/A,N/A,N/A,0.996,7.338
,,659,N/A,N/A,N/A,1.000,7.381
,,660,N/A,N/A,N/A,0.992,7.333
,,661,N/A,N/A,N/A,0.972,7.193
,,662,N/A,N/A,N/A,0.940,6.968
,,663,N/A,N/A,N/A,0.898,6.668
,,664,N/A,N/A,N/A,0.847,6.302
,,665,N/A,N/A,N/A,0.790,5.881
,,666,N/A,N/A,N/A,0.727,5.426
,,667,N/A,N/A,N/A,0.663,4.954
,,668,N/A,N/A,N/A,0.599,4.478
,,669,N/A,N/A,N/A,0.536,4.013
,,670,N/A,N/A,N/A,0.476,3.569
,,671,N/A,N/A,N/A,0.420,3.153
,,672,N/A,N/A,N/A,0.368,2.769
,,673,N/A,N/A,N/A,0.321,2.417
,,674,N/A,N/A,N/A,0.278,2.099
,,675,N/A,N/A,N/A,0.240,1.815
,,676,N/A,N/A,N/A,0.207,1.564
,,677,N/A,N/A,N/A,0.177,1.346
,,678,N/A,N/A,N/A,0.152,1.158
,,679,N/A,N/A,N/A,0.131,0.998
,,680,N/A,N/A,N/A,0.113,0.862
,,681,N/A,N/A,N/A,0.098,0.748
,,682,N/A,N/A,N/A,0.085,0.652
,,683,N/A,N/A,N/A,0.075,0.574
,,684,N/A,N/A,N/A,0.066,0.508
,,685,N/A,N/A,N/A,0.059,0.454
,,686,N/A,N/A,N/A,0.053,0.410
,,687,N/A,N/A,N/A,0.049,0.375
,,688,N/A,N/A,N/A,0.045,0.346
,,689,N/A,N/A,N/A,0.042,0.322
,,690,N/A,N/A,N/A,0.039,0.302
,,691,N/A,N/A,N/A,0.037,0.286
,,692,N/A,N/A,N/A,0.035,0.272
,,693,N/A,N/A,N/A,0.033,0.259
,,694,N/A,N/A,N/A,0.032,0.248
,,695,N/A,N/A,N/A,0.031,0.238
,,696,N/A,N/A,N/A,0.029,0.229
,,697,N/A,N/A,N/A,0.028,0.221
,,698,N/A,N/A,N/A,0.027,0.213
,,699,N/A,N/A,N/A,0.026,0.206
,,700,N/A,N/A,N/A,0.025,0.199
,,701,N/A,N/A,N/A,0.024,0.190
,,702,N/A,N/A,N/A,0.023,0.181
,,703,N/A,N/A,N/A,0.022,0.173
,,704,N/A,N/A,N/A,0.021,0.165
,,705,N/A,N/A,N/A,0.020,0.157
,,706,N/A,N/A,N/A,0.019,0.150
,,707,N/A,N/A,N/A,0.018,0.143
,,708,N/A,N/A,N/A,0.017,0.137
,,709,N/A,N/A,N/A,0.016,0.130
,,710,N/A,N/A,N/A,0.016,0.124
,,711,N/A,N/A,N/A,0.015,0.118
,,712,N/A,N/A,N/A,0.014,0.112
,,713,N/A,N/A,N/A,0.013,0.107
,,714,N/A,N/A,N/A,0.013,0.102
,,715,N/A,N/A,N/A,0.012,0.098
,,716,N/A,N/A,N/A,0.012,0.094
,,717,N/A,N/A,N/A,0.011,0.089
,,718,N/A,N/A,N/A,0.011,0.085
,,719,N/A,N/A,N/A,0.010,0.081
,,720,N/A,N/A,N/A,0.010,0.078
,,721,N/A,N/A,N/A,0.009,0.074
,,722,N/A,N/A,N/A,0.009,0.072
,,723,N/A,N/A,N/A,0.009,0.070
,,724,N/A,N/A,N/A,0.008,0.068
,,725,N/A,N/A,N/A,0.008,0.066
,,726,N/A,N/A,N/A,0.008,0.065
,,727,N/A,N/A,N/A,0.008,0.064
,,728,N/A,N/A,N/A,0.008,0.063
,,729,N/A,N/A,N/A,0.008,0.062
,,730,N/A,N/A,N/A,0.007,0.061
,,731,N/A,N/A,N/A,0.007,0.061
,,732,N/A,N/A,N/A,0.007,0.060
,,733,N/A,N/A,N/A,0.007,0.060
,,734,N/A,N/A,N/A,0.007,0.059
,,735,N/A,N/A,N/A,0.007,0.059
,,736,N/A,N/A,N/A,0.007,0.059
,,737,N/A,N/A,N/A,0.007,0.059
,,738,N/A,N/A,N/A,0.007,0.057
,,739,N/A,N/A,N/A,0.007,0.056
,,740,N/A,N/A,N/A,0.007,0.055
,,741,N/A,N/A,N/A,0.007,0.055
,,742,N/A,N/A,N/A,0.007,0.054
,,743,N/A,N/A,N/A,0.007,0.054
,,744,N/A,N/A,N/A,0.006,0.054
,,745,N/A,N/A,N/A,0.006,0.053
,,746,N/A,N/A,N/A,0.006,0.051
,,747,N/A,N/A,N/A,0.006,0.050
,,748,N/A,N/A,N/A,0.006,0.049
,,749,N/A,N/A,N/A,0.006,0.050
,,750,N/A,N/A,N/A,0.006,0.050
,,751,N/A,N/A,N/A,0.006,0.050
,,752,N/A,N/A,N/A,0.006,0.049
,,753,N/A,N/A,N/A,0.006,0.048
,,754,N/A,N/A,N/A,0.006,0.047
,,755,N/A,N/A,N/A,0.006,0.047
,,756,N/A,N/A,N/A,0.005,0.046
,,757,N/A,N/A,N/A,0.005,0.046
,,758,N/A,N/A,N/A,0.005,0.045
,,759,N/A,N/A,N/A,0.005,0.044
,,760,N/A,N/A,N/A,0.005,0.043
,,761,N/A,N/A,N/A,0.005,0.042
,,762,N/A,N/A,N/A,0.005,0.042
,,763,N/A,N/A,N/A,0.005,0.041
,,764,N/A,N/A,N/A,0.005,0.039
,,765,N/A,N/A,N/A,0.004,0.038
,,766,N/A,N/A,N/A,0.004,0.037
,,767,N/A,N/A,N/A,0.004,0.037
,,768,N/A,N/A,N/A,0.004,0.036
,,769,N/A,N/A,N/A,0.004,0.036
,,770,N/A,N/A,N/A,0.004,0.036
,,771,N/A,N/A,N/A,0.004,0.036
,,772,N/A,N/A,N/A,0.004,0.035
,,773,N/A,N/A,N/A,0.004,0.035
,,774,N/A,N/A,N/A,0.004,0.035
,,775,N/A,N/A,N/A,0.004,0.035
,,776,N/A,N/A,N/A,0.004,0.035
,,777,N/A,N/A,N/A,0.004,0.033
,,778,N/A,N/A,N/A,0.004,0.032
,,779,N/A,N/A,N/A,0.004,0.033
,,780,N/A,N/A,N/A,0.004,0.033
,,PPFD (400 - 700 nm),N/A,N/A,N/A,N/A,296.45
,,PPFD FR (701 - 780 nm),N/A,N/A,N/A,N/A,5.5581
,,PPFD R (600 - 700 nm),N/A,N/A,N/A,N/A,209.97
,,PPFD G (500 - 599 nm),N/A,N/A,N/A,N/A,20.634
,,PPFD B (400 - 499 nm),N/A,N/A,N/A,N/A,65.856
,,PPFD UV (380 - 399 nm),N/A,N/A,N/A,N/A,0.2207
,,YPFD (400 - 700 nm),N/A,N/A,N/A,N/A,261.83
,,YPFD (380 - 780 nm),N/A,N/A,N/A,N/A,263.11
,,YPFD FR (701 - 780 nm),N/A,N/A,N/A,N/A,1.1569
,,YPFD R (600 - 700 nm),N/A,N/A,N/A,N/A,195.32
,,YPFD G (500 - 599 nm),N/A,N/A,N/A,N/A,18.266
,,YPFD B (400 - 499 nm),N/A,N/A,N/A,N/A,48.265
,,YPFD UV (380 - 399 nm),N/A,N/A,N/A,N/A,0.1299
,,R/B,N/A,N/A,N/A,N/A,3.19
,,R/FR,N/A,N/A,N/A,N/A,37.78
,,DLI,N/A,N/A,N/A,N/A,25.613
,,Illuminance,N/A,N/A,N/A,N/A,5954
,,λp (380~780 nm),N/A,N/A,N/A,N/A,659
,,λD (380~780 nm),N/A,N/A,N/A,N/A,0
,,CCT,N/A,N/A,N/A,N/A,4627
,,CRI (Ra),N/A,N/A,N/A,N/A,-45
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM
