Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd
,,457,N/A,N/A,N/A,0.432,2.036
,,458,N/A,N/A,N/A,0.405,1.916
,,459,N/A,N/A,N/A,0.377,1.784
,,460,N/A,N/A,N/A,0.347,1.647
,,461,N/A,N/A,N/A,0.318,1.511
,,462,N/A,N/A,N/A,0.290,1.382
,,463,N/A,N/A,N/A,0.264,1.259
,,464,N/A,N/A,N/A,0.240,1.148
,,465,N/A,N/A,N/A,0.218,1.047
,,466,N/A,N/A,N/A,0.198,0.954
,,467,N/A,N/A,N/A,0.181,0.870
,,468,N/A,N/A,N/A,0.165,0.794
,,469,N/A,N/A,N/A,0.150,0.726
,,470,N/A,N/A,N/A,0.137,0.664
,,471,N/A,N/A,N/A,0.125,0.607
,,472,N/A,N/A,N/A,0.114,0.554
,,473,N/A,N/A,N/A,0.103,0.504
,,474,N/A,N/A,N/A,0.093,0.457
,,475,N/A,N/A,N/A,0.084,0.413
,,476,N/A,N/A,N/A,0.076,0.374
,,477,N/A,N/A,N/A,0.069,0.337
,,478,N/A,N/A,N/A,0.062,0.305
,,479,N/A,N/A,N/A,0.056,0.276
,,480,N/A,N/A,N/A,0.050,0.250
,,481,N/A,N/A,N/A,0.046,0.227
,,482,N/A,N/A,N/A,0.042,0.207
,,483,N/A,N/A,N/A,0.038,0.189
,,484,N/A,N/A,N/A,0.035,0.173
,,485,N/A,N/A,N/A,0.032,0.160
,,486,N/A,N/A,N/A,0.029,0.148
,,487,N/A,N/A,N/A,0.027,0.137
,,488,N/A,N/A,N/A,0.025,0.128
,,489,N/A,N/A,N/A,0.024,0.120
,,490,N/A,N/A,N/A,0.022,0.113
,,491,N/A,N/A,N/A,0.021,0.106
,,492,N/A,N/A,N/A,0.020,0.100
,,493,N/A,N/A,N/A,0.019,0.095
,,494,N/A,N/A,N/A,0.018,0.092
,,495,N/A,N/A,N/A,0.017,0.089
,,496,N/A,N/A,N/A,0.017,0.087
,,497,N/A,N/A,N/A,0.017,0.085
,,498,N/A,N/A,N/A,0.016,0.084
,,499,N/A,N/A,N/A,0.016,0.083
,,500,N/A,N/A,N/A,0.016,0.082
,,501,N/A,N/A,N/A,0.016,0.082
,,502,N/A,N/A,N/A,0.016,0.083
,,503,N/A,N/A,N/A,0.016,0.085
,,504,N/A,N/A,N/A,0.017,0.086
,,505,N/A,N/A,N/A,0.017,0.087
,,506,N/A,N/A,N/A,0.017,0.089
,,507,N/A,N/A,N/A,0.017,0.090
,,508,N/A,N/A,N/A,0.018,0.092
,,509,N/A,N/A,N/A,0.018,0.095
,,510,N/A,N/A,N/A,0.019,0.098
,,511,N/A,N/A,N/A,0.019,0.101
,,512,N/A,N/A,N/A,0.020,0.104
,,513,N/A,N/A,N/A,0.020,0.107
,,514,N/A,N/A,N/A,0.021,0.110
,,515,N/A,N/A,N/A,0.022,0.114
,,516,N/A,N/A,N/A,0.022,0.118
,,517,N/A,N/A,N/A,0.023,0.123
,,518,N/A,N/A,N/A,0.024,0.127
,,519,N/A,N/A,N/A,0.025,0.131
,,520,N/A,N/A,N/A,0.025,0.135
,,521,N/A,N/A,N/A,0.026,0.139
,,522,N/A,N/A,N/A,0.026,0.142
,,523,N/A,N/A,N/A,0.027,0.145
,,524,N/A,N/A,N/A,0.027,0.148
,,525,N/A,N/A,N/A,0.028,0.150
,,526,N/A,N/A,N/A,0.028,0.152
,,527,N/A,N/A,N/A,0.028,0.154
,,528,N/A,N/A,N/A,0.029,0.155
,,529,N/A,N/A,N/A,0.029,0.157
,,530,N/A,N/A,N/A,0.029,0.160
,,531,N/A,N/A,N/A,0.030,0.162
,,532,N/A,N/A,N/A,0.030,0.165
,,533,N/A,N/A,N/A,0.031,0.169
,,534,N/A,N/A,N/A,0.031,0.172
,,535,N/A,N/A,N/A,0.032,0.176
,,536,N/A,N/A,N/A,0.033,0.181
,,537,N/A,N/A,N/A,0.033,0.186
,,538,N/A,N/A,N/A,0.034,0.190
,,539,N/A,N/A,N/A,0.035,0.195
,,540,N/A,N/A,N/A,0.036,0.199
,,541,N/A,N/A,N/A,0.036,0.203
,,542,N/A,N/A,N/A,0.037,0.206
,,543,N/A,N/A,N/A,0.037,0.209
,,544,N/A,N/A,N/A,0.038,0.212
,,545,N/A,N/A,N/A,0.038,0.214
,,546,N/A,N/A,N/A,0.038,0.215
,,547,N/A,N/A,N/A,0.038,0.216
,,548,N/A,N/A,N/A,0.038,0.217
,,549,N/A,N/A,N/A,0.038,0.217
,,550,N/A,N/A,N/A,0.038,0.217
,,551,N/A,N/A,N/A,0.038,0.217
,,552,N/A,N/A,N/A,0.038,0.216
,,553,N/A,N/A,N/A,0.038,0.216
,,554,N/A,N/A,N/A,0.038,0.216
,,555,N/A,N/A,N/A,0.038,0.216
,,556,N/A,N/A,N/A,0.038,0.217
,,557,N/A,N/A,N/A,0.038,0.218
,,558,N/A,N/A,N/A,0.038,0.220
,,559,N/A,N/A,N/A,0.038,0.220
,,560,N/A,N/A,N/A,0.038,0.221
,,561,N/A,N/A,N/A,0.038,0.223
,,562,N/A,N/A,N/A,0.039,0.224
,,563,N/A,N/A,N/A,0.039,0.225
,,564,N/A,N/A,N/A,0.039,0.227
,,565,N/A,N/A,N/A,0.039,0.228
,,566,N/A,N/A,N/A,0.039,0.230
,,567,N/A,N/A,N/A,0.039,0.230
,,568,N/A,N/A,N/A,0.039,0.231
,,569,N/A,N/A,N/A,0.039,0.232
,,570,N/A,N/A,N/A,0.040,0.233
,,571,N/A,N/A,N/A,0.040,0.234
,,572,N/A,N/A,N/A,0.040,0.236
,,573,N/A,N/A,N/A,0.040,0.237
,,574,N/A,N/A,N/A,0.040,0.238
,,575,N/A,N/A,N/A,0.040,0.240
,,576,N/A,N/A,N/A,0.041,0.241
,,577,N/A,N/A,N/A,0.041,0.243
,,578,N/A,N/A,N/A,0.041,0.244
,,579,N/A,N/A,N/A,0.041,0.246
,,580,N/A,N/A,N/A,0.041,0.248
,,581,N/A,N/A,N/A,0.042,0.250
,,582,N/A,N/A,N/A,0.042,0.253
,,583,N/A,N/A,N/A,0.042,0.255
,,584,N/A,N/A,N/A,0.043,0.258
,,585,N/A,N/A,N/A,0.043,0.260
,,586,N/A,N/A,N/A,0.043,0.263
,,587,N/A,N/A,N/A,0.044,0.264
,,588,N/A,N/A,N/A,0.044,0.266
,,589,N/A,N/A,N/A,0.044,0.268
,,590,N/A,N/A,N/A,0.045,0.271
,,591,N/A,N/A,N/A,0.045,0.273
,,592,N/A,N/A,N/A,0.045,0.275
,,593,N/A,N/A,N/A,0.045,0.276
,,594,N/A,N/A,N/A,0.045,0.277
,,595,N/A,N/A,N/A,0.045,0.277
,,596,N/A,N/A,N/A,0.045,0.278
,,597,N/A,N/A,N/A,0.045,0.279
,,598,N/A,N/A,N/A,0.046,0.281
,,599,N/A,N/A,N/A,0.046,0.283
,,600,N/A,N/A,N/A,0.046,0.285
,,601,N/A,N/A,N/A,0.046,0.286
,,602,N/A,N/A,N/A,0.046,0.289
,,603,N/A,N/A,N/A,0.047,0.292
,,604,N/A,N/A,N/A,0.048,0.297
,,605,N/A,N/A,N/A,0.049,0.303
,,606,N/A,N/A,N/A,0.050,0.310
,,607,N/A,N/A,N/A,0.051,0.317
,,608,N/A,N/A,N/A,0.052,0.326
,,609,N/A,N/A,N/A,0.053,0.335
,,610,N/A,N/A,N/A,0.055,0.345
,,611,N/A,N/A,N/A,0.056,0.355
,,612,N/A,N/A,N/A,0.058,0.366
,,613,N/A,N/A,N/A,0.060,0.378
,,614,N/A,N/A,N/A,0.062,0.390
,,615,N/A,N/A,N/A,0.064,0.404
,,616,N/A,N/A,N/A,0.066,0.419
,,617,N/A,N/A,N/A,0.069,0.436
,,618,N/A,N/A,N/A,0.071,0.456
,,619,N/A,N/A,N/A,0.075,0.476
,,620,N/A,N/A,N/A,0.078,0.498
,,621,N/A,N/A,N/A,0.081,0.521
,,622,N/A,N/A,N/A,0.085,0.548
,,623,N/A,N/A,N/A,0.089,0.575
,,624,N/A,N/A,N/A,0.094,0.605
,,625,N/A,N/A,N/A,0.099,0.638
,,626,N/A,N/A,N/A,0.104,0.673
,,627,N/A,N/A,N/A,0.110,0.710
,,628,N/A,N/A,N/A,0.116,0.750
,,629,N/A,N/A,N/A,0.122,0.793
,,630,N/A,N/A,N/A,0.129,0.840
,,631,N/A,N/A,N/A,0.137,0.894
,,632,N/A,N/A,N/A,0.146,0.954
,,633,N/A,N/A,N/A,0.156,1.021
,,634,N/A,N/A,N/A,0.168,1.097
,,635,N/A,N/A,N/A,0.181,1.183
,,636,N/A,N/A,N/A,0.195,1.277
,,637,N/A,N/A,N/A,0.210,1.383
,,638,N/A,N/A,N/A,0.229,1.505
,,639,N/A,N/A,N/A,0.249,1.643
,,640,N/A,N/A,N/A,0.272,1.798
,,641,N/A,N/A,N/A,0.298,1.971
,,642,N/A,N/A,N/A,0.326,2.162
,,643,N/A,N/A,N/A,0.357,2.371
,,644,N/A,N/A,N/A,0.391,2.600
,,645,N/A,N/A,N/A,0.428,2.847
,,646,N/A,N/A,N/A,0.467,3.114
,,647,N/A,N/A,N/A,0.510,3.403
,,648,N/A,N/A,N/A,0.555,3.711
,,649,N/A,N/A,N/A,0.603,4.038
,,650,N/A,N/A,N/A,0.653,4.380
,,651,N/A,N/A,N/A,0.705,4.733
,,652,N/A,N/A,N/A,0.757,5.092
,,653,N/A,N/A,N/A,0.808,5.444
,,654,N/A,N/A,N/A,0.857,5.783
,,655,N/A,N/A,N/A,0.902,6.095
,,656,N/A,N/A,N/A,0.940,6.366
,,657,N/A,N/A,N/A,0.971,6.582
,,658,N/A,N/A,N/A,0.991,6.730
,,659,N/A,N/A,N/A,1.000,6.800
,,660,N/A,N/A,N/A,0.997,6.790
,,661,N/A,N/A,N/A,0.982,6.697
,,662,N/A,N/A,N/A,0.955,6.525
,,663,N/A,N/A,N/A,0.918,6.278
,,664,N/A,N/A,N/A,0.871,5.967
,,665,N/A,N/A,N/A,0.816,5.603
,,666,N/A,N/A,N/A,0.756,5.199
,,667,N/A,N/A,N/A,0.693,4.769
,,668,N/A,N/A,N/A,0.628,4.329
,,669,N/A,N/A,N/A,0.564,3.895
,,670,N/A,N/A,N/A,0.503,3.475
,,671,N/A,N/A,N/A,0.445,3.079
,,672,N/A,N/A,N/A,0.391,2.710
,,673,N/A,N/A,N/A,0.342,2.372
,,674,N/A,N/A,N/A,0.297,2.065
,,675,N/A,N/A,N/A,0.257,1.788
,,676,N/A,N/A,N/A,0.221,1.541
,,677,N/A,N/A,N/A,0.190,1.324
,,678,N/A,N/A,N/A,0.163,1.138
,,679,N/A,N/A,N/A,0.140,0.979
,,680,N/A,N/A,N/A,0.120,0.845
,,681,N/A,N/A,N/A,0.104,0.734
,,682,N/A,N/A,N/A,0.091,0.640
,,683,N/A,N/A,N/A,0.080,0.560
,,684,N/A,N/A,N/A,0.070,0.494
,,685,N/A,N/A,N/A,0.062,0.440
,,686,N/A,N/A,N/A,0.056,0.397
,,687,N/A,N/A,N/A,0.051,0.362
,,688,N/A,N/A,N/A,0.047,0.334
,,689,N/A,N/A,N/A,0.044,0.311
,,690,N/A,N/A,N/A,0.041,0.292
,,691,N/A,N/A,N/A,0.039,0.277
,,692,N/A,N/A,N/A,0.037,0.264
,,693,N/A,N/A,N/A,0.035,0.253
,,694,N/A,N/A,N/A,0.034,0.243
,,695,N/A,N/A,N/A,0.033,0.234
,,696,N/A,N/A,N/A,0.031,0.225
,,697,N/A,N/A,N/A,0.030,0.216
,,698,N/A,N/A,N/A,0.029,0.208
,,699,N/A,N/A,N/A,0.028,0.200
,,700,N/A,N/A,N/A,0.027,0.192
,,701,N/A,N/A,N/A,0.025,0.183
,,702,N/A,N/A,N/A,0.024,0.173
,,703,N/A,N/A,N/A,0.023,0.164
,,704,N/A,N/A,N/A,0.021,0.156
,,705,N/A,N/A,N/A,0.020,0.148
,,706,N/A,N/A,N/A,0.019,0.140
,,707,N/A,N/A,N/A,0.018,0.133
,,708,N/A,N/A,N/A,0.017,0.127
,,709,N/A,N/A,N/A,0.016,0.120
,,710,N/A,N/A,N/A,0.016,0.114
,,711,N/A,N/A,N/A,0.015,0.108
,,712,N/A,N/A,N/A,0.014,0.103
,,713,N/A,N/A,N/A,0.013,0.098
,,714,N/A,N/A,N/A,0.013,0.093
,,715,N/A,N/A,N/A,0.012,0.089
,,716,N/A,N/A,N/A,0.011,0.085
,,717,N/A,N/A,N/A,0.011,0.080
,,718,N/A,N/A,N/A,0.010,0.076
,,719,N/A,N/A,N/A,0.010,0.072
,,720,N/A,N/A,N/A,0.009,0.069
,,721,N/A,N/A,N/A,0.009,0.067
,,722,N/A,N/A,N/A,0.009,0.065
,,723,N/A,N/A,N/A,0.008,0.062
,,724,N/A,N/A,N/A,0.008,0.061
,,725,N/A,N/A,N/A,0.008,0.060
,,726,N/A,N/A,N/A,0.008,0.058
,,727,N/A,N/A,N/A,0.008,0.057
,,728,N/A,N/A,N/A,0.008,0.056
,,729,N/A,N/A,N/A,0.008,0.057
,,730,N/A,N/A,N/A,0.008,0.057
,,731,N/A,N/A,N/A,0.007,0.056
,,732,N/A,N/A,N/A,0.007,0.056
,,733,N/A,N/A,N/A,0.007,0.055
,,734,N/A,N/A,N/A,0.007,0.054
,,735,N/A,N/A,N/A,0.007,0.053
,,736,N/A,N/A,N/A,0.007,0.052
,,737,N/A,N/A,N/A,0.007,0.051
,,738,N/A,N/A,N/A,0.007,0.051
,,739,N/A,N/A,N/A,0.007,0.051
,,740,N/A,N/A,N/A,0.007,0.050
,,741,N/A,N/A,N/A,0.006,0.049
,,742,N/A,N/A,N/A,0.006,0.048
,,743,N/A,N/A,N/A,0.006,0.047
,,744,N/A,N/A,N/A,0.006,0.046
,,745,N/A,N/A,N/A,0.006,0.046
,,746,N/A,N/A,N/A,0.006,0.045
,,747,N/A,N/A,N/A,0.006,0.044
,,748,N/A,N/A,N/A,0.006,0.044
,,749,N/A,N/A,N/A,0.006,0.044
,,750,N/A,N/A,N/A,0.006,0.044
,,751,N/A,N/A,N/A,0.005,0.042
,,752,N/A,N/A,N/A,0.005,0.041
,,753,N/A,N/A,N/A,0.005,0.041
,,754,N/A,N/A,N/A,0.005,0.040
,,755,N/A,N/A,N/A,0.005,0.039
,,756,N/A,N/A,N/A,0.005,0.039
,,757,N/A,N/A,N/A,0.005,0.038
,,758,N/A,N/A,N/A,0.005,0.037
,,759,N/A,N/A,N/A,0.005,0.037
,,760,N/A,N/A,N/A,0.005,0.035
,,761,N/A,N/A,N/A,0.004,0.035
,,762,N/A,N/A,N/A,0.004,0.034
,,763,N/A,N/A,N/A,0.004,0.035
,,764,N/A,N/A,N/A,0.004,0.035
,,765,N/A,N/A,N/A,0.004,0.035
,,766,N/A,N/A,N/A,0.004,0.034
,,767,N/A,N/A,N/A,0.004,0.033
,,768,N/A,N/A,N/A,0.004,0.032
,,769,N/A,N/A,N/A,0.004,0.031
,,770,N/A,N/A,N/A,0.004,0.029
,,771,N/A,N/A,N/A,0.003,0.027
,,772,N/A,N/A,N/A,0.003,0.026
,,773,N/A,N/A,N/A,0.003,0.025
,,774,N/A,N/A,N/A,0.003,0.023
,,775,N/A,N/A,N/A,0.003,0.021
,,776,N/A,N/A,N/A,0.002,0.018
,,777,N/A,N/A,N/A,0.002,0.018
,,778,N/A,N/A,N/A,0.002,0.016
,,779,N/A,N/A,N/A,0.001,0.012
,,780,N/A,N/A,N/A,0.001,0.009
,,PPFD (400 - 700 nm),N/A,N/A,N/A,N/A,275.06
,,PPFD FR (701 - 780 nm),N/A,N/A,N/A,N/A,4.9331
,,PPFD R (600 - 700 nm),N/A,N/A,N/A,N/A,195.21
,,PPFD G (500 - 599 nm),N/A,N/A,N/A,N/A,19.641
,,PPFD B (400 - 499 nm),N/A,N/A,N/A,N/A,60.212
,,PPFD UV (380 - 399 nm),N/A,N/A,N/A,N/A,0.1629
,,YPFD (400 - 700 nm),N/A,N/A,N/A,N/A,242.96
,,YPFD (380 - 780 nm),N/A,N/A,N/A,N/A,244.12
,,YPFD FR (701 - 780 nm),N/A,N/A,N/A,N/A,1.0681
,,YPFD R (600 - 700 nm),N/A,N/A,N/A,N/A,181.47
,,YPFD G (500 - 599 nm),N/A,N/A,N/A,N/A,17.381
,,YPFD B (400 - 499 nm),N/A,N/A,N/A,N/A,44.128
,,YPFD UV (380 - 399 nm),N/A,N/A,N/A,N/A,0.0956
,,R/B,N/A,N/A,N/A,N/A,3.24
,,R/FR,N/A,N/A,N/A,N/A,39.57
,,DLI,N/A,N/A,N/A,N/A,23.765
,,Illuminance,N/A,N/A,N/A,N/A,5567
,,λp (380~780 nm),N/A,N/A,N/A,N/A,659
,,λD (380~780 nm),N/A,N/A,N/A,N/A,0
,,CCT,N/A,N/A,N/A,N/A,4750
,,CRI (Ra),N/A,N/A,N/A,N/A,-42
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM
