Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd
,,537,N/A,N/A,N/A,0.033,0.189
,,538,N/A,N/A,N/A,0.033,0.193
,,539,N/A,N/A,N/A,0.034,0.198
,,540,N/A,N/A,N/A,0.035,0.203
,,541,N/A,N/A,N/A,0.036,0.207
,,542,N/A,N/A,N/A,0.036,0.211
,,543,N/A,N/A,N/A,0.037,0.215
,,544,N/A,N/A,N/A,0.037,0.219
,,545,N/A,N/A,N/A,0.038,0.221
,,546,N/A,N/A,N/A,0.038,0.223
,,547,N/A,N/A,N/A,0.038,0.224
,,548,N/A,N/A,N/A,0.038,0.224
,,549,N/A,N/A,N/A,0.038,0.224
,,550,N/A,N/A,N/A,0.038,0.225
,,551,N/A,N/A,N/A,0.038,0.224
,,552,N/A,N/A,N/A,0.038,0.224
,,553,N/A,N/A,N/A,0.038,0.224
,,554,N/A,N/A,N/A,0.038,0.223
,,555,N/A,N/A,N/A,0.038,0.224
,,556,N/A,N/A,N/A,0.038,0.224
,,557,N/A,N/A,N/A,0.038,0.225
,,558,N/A,N/A,N/A,0.038,0.226
,,559,N/A,N/A,N/A,0.038,0.227
,,560,N/A,N/A,N/A,0.038,0.228
,,561,N/A,N/A,N/A,0.038,0.229
,,562,N/A,N/A,N/A,0.038,0.230
,,563,N/A,N/A,N/A,0.038,0.232
,,564,N/A,N/A,N/A,0.038,0.233
,,565,N/A,N/A,N/A,0.039,0.235
,,566,N/A,N/A,N/A,0.039,0.236
,,567,N/A,N/A,N/A,0.039,0.237
,,568,N/A,N/A,N/A,0.039,0.238
,,569,N/A,N/A,N/A,0.039,0.240
,,570,N/A,N/A,N/A,0.039,0.241
,,571,N/A,N/A,N/A,0.040,0.243
,,572,N/A,N/A,N/A,0.040,0.246
,,573,N/A,N/A,N/A,0.040,0.247
,,574,N/A,N/A,N/A,0.040,0.248
,,575,N/A,N/A,N/A,0.041,0.250
,,576,N/A,N/A,N/A,0.041,0.251
,,577,N/A,N/A,N/A,0.041,0.253
,,578,N/A,N/A,N/A,0.041,0.254
,,579,N/A,N/A,N/A,0.041,0.256
,,580,N/A,N/A,N/A,0.042,0.259
,,581,N/A,N/A,N/A,0.042,0.262
,,582,N/A,N/A,N/A,0.042,0.264
,,583,N/A,N/A,N/A,0.043,0.266
,,584,N/A,N/A,N/A,0.043,0.269
,,585,N/A,N/A,N/A,0.043,0.271
,,586,N/A,N/A,N/A,0.043,0.273
,,587,N/A,N/A,N/A,0.044,0.275
,,588,N/A,N/A,N/A,0.044,0.277
,,589,N/A,N/A,N/A,0.044,0.279
,,590,N/A,N/A,N/A,0.044,0.280
,,591,N/A,N/A,N/A,0.044,0.281
,,592,N/A,N/A,N/A,0.044,0.282
,,593,N/A,N/A,N/A,0.044,0.282
,,594,N/A,N/A,N/A,0.044,0.283
,,595,N/A,N/A,N/A,0.044,0.283
,,596,N/A,N/A,N/A,0.044,0.284
,,597,N/A,N/A,N/A,0.045,0.286
,,598,N/A,N/A,N/A,0.045,0.288
,,599,N/A,N/A,N/A,0.045,0.290
,,600,N/A,N/A,N/A,0.045,0.292
,,601,N/A,N/A,N/A,0.046,0.295
,,602,N/A,N/A,N/A,0.046,0.299
,,603,N/A,N/A,N/A,0.047,0.304
,,604,N/A,N/A,N/A,0.048,0.310
,,605,N/A,N/A,N/A,0.049,0.317
,,606,N/A,N/A,N/A,0.050,0.324
,,607,N/A,N/A,N/A,0.051,0.332
,,608,N/A,N/A,N/A,0.052,0.341
,,609,N/A,N/A,N/A,0.054,0.350
,,610,N/A,N/A,N/A,0.055,0.360
,,611,N/A,N/A,N/A,0.057,0.371
,,612,N/A,N/A,N/A,0.058,0.382
,,613,N/A,N/A,N/A,0.060,0.395
,,614,N/A,N/A,N/A,0.062,0.408
,,615,N/A,N/A,N/A,0.064,0.422
,,616,N/A,N/A,N/A,0.066,0.438
,,617,N/A,N/A,N/A,0.069,0.455
,,618,N/A,N/A,N/A,0.071,0.474
,,619,N/A,N/A,N/A,0.074,0.494
,,620,N/A,N/A,N/A,0.077,0.516
,,621,N/A,N/A,N/A,0.081,0.539
,,622,N/A,N/A,N/A,0.084,0.564
,,623,N/A,N/A,N/A,0.088,0.590
,,624,N/A,N/A,N/A,0.092,0.616
,,625,N/A,N/A,N/A,0.096,0.645
,,626,N/A,N/A,N/A,0.100,0.675
,,627,N/A,N/A,N/A,0.105,0.709
,,628,N/A,N/A,N/A,0.111,0.746
,,629,N/A,N/A,N/A,0.116,0.785
,,630,N/A,N/A,N/A,0.122,0.828
,,631,N/A,N/A,N/A,0.129,0.876
,,632,N/A,N/A,N/A,0.137,0.930
,,633,N/A,N/A,N/A,0.146,0.991
,,634,N/A,N/A,N/A,0.156,1.060
,,635,N/A,N/A,N/A,0.167,1.137
,,636,N/A,N/A,N/A,0.179,1.224
,,637,N/A,N/A,N/A,0.193,1.323
,,638,N/A,N/A,N/A,0.209,1.433
,,639,N/A,N/A,N/A,0.227,1.557
,,640,N/A,N/A,N/A,0.247,1.697
,,641,N/A,N/A,N/A,0.270,1.855
,,642,N/A,N/A,N/A,0.295,2.030
,,643,N/A,N/A,N/A,0.322,2.223
,,644,N/A,N/A,N/A,0.352,2.433
,,645,N/A,N/A,N/A,0.384,2.658
,,646,N/A,N/A,N/A,0.418,2.901
,,647,N/A,N/A,N/A,0.455,3.162
,,648,N/A,N/A,N/A,0.495,3.442
,,649,N/A,N/A,N/A,0.537,3.740
,,650,N/A,N/A,N/A,0.581,4.054
,,651,N/A,N/A,N/A,0.627,4.382
,,652,N/A,N/A,N/A,0.674,4.720
,,653,N/A,N/A,N/A,0.723,5.065
,,654,N/A,N/A,N/A,0.772,5.418
,,655,N/A,N/A,N/A,0.820,5.768
,,656,N/A,N/A,N/A,0.866,6.102
,,657,N/A,N/A,N/A,0.909,6.408
,,658,N/A,N/A,N/A,0.945,6.674
,,659,N/A,N/A,N/A,0.973,6.884
,,660,N/A,N/A,N/A,0.992,7.028
,,661,N/A,N/A,N/A,1.000,7.096
,,662,N/A,N/A,N/A,0.997,7.084
,,663,N/A,N/A,N/A,0.983,6.994
,,664,N/A,N/A,N/A,0.957,6.822
,,665,N/A,N/A,N/A,0.920,6.570
,,666,N/A,N/A,N/A,0.874,6.249
,,667,N/A,N/A,N/A,0.820,5.873
,,668,N/A,N/A,N/A,0.761,5.457
,,669,N/A,N/A,N/A,0.698,5.013
,,670,N/A,N/A,N/A,0.634,4.558
,,671,N/A,N/A,N/A,0.570,4.104
,,672,N/A,N/A,N/A,0.508,3.664
,,673,N/A,N/A,N/A,0.449,3.247
,,674,N/A,N/A,N/A,0.395,2.857
,,675,N/A,N/A,N/A,0.345,2.500
,,676,N/A,N/A,N/A,0.300,2.177
,,677,N/A,N/A,N/A,0.260,1.887
,,678,N/A,N/A,N/A,0.224,1.632
,,679,N/A,N/A,N/A,0.193,1.410
,,680,N/A,N/A,N/A,0.167,1.218
,,681,N/A,N/A,N/A,0.144,1.054
,,682,N/A,N/A,N/A,0.125,0.914
,,683,N/A,N/A,N/A,0.109,0.798
,,684,N/A,N/A,N/A,0.096,0.702
,,685,N/A,N/A,N/A,0.084,0.621
,,686,N/A,N/A,N/A,0.075,0.555
,,687,N/A,N/A,N/A,0.068,0.501
,,688,N/A,N/A,N/A,0.062,0.457
,,689,N/A,N/A,N/A,0.057,0.419
,,690,N/A,N/A,N/A,0.052,0.388
,,691,N/A,N/A,N/A,0.049,0.360
,,692,N/A,N/A,N/A,0.046,0.338
,,693,N/A,N/A,N/A,0.043,0.319
,,694,N/A,N/A,N/A,0.041,0.302
,,695,N/A,N/A,N/A,0.038,0.287
,,696,N/A,N/A,N/A,0.037,0.274
,,697,N/A,N/A,N/A,0.035,0.261
,,698,N/A,N/A,N/A,0.033,0.249
,,699,N/A,N/A,N/A,0.032,0.237
,,700,N/A,N/A,N/A,0.030,0.226
,,701,N/A,N/A,N/A,0.029,0.215
,,702,N/A,N/A,N/A,0.027,0.205
,,703,N/A,N/A,N/A,0.026,0.194
,,704,N/A,N/A,N/A,0.024,0.184
,,705,N/A,N/A,N/A,0.023,0.175
,,706,N/A,N/A,N/A,0.022,0.165
,,707,N/A,N/A,N/A,0.020,0.155
,,708,N/A,N/A,N/A,0.019,0.146
,,709,N/A,N/A,N/A,0.018,0.138
,,710,N/A,N/A,N/A,0.017,0.130
,,711,N/A,N/A,N/A,0.016,0.123
,,712,N/A,N/A,N/A,0.015,0.117
,,713,N/A,N/A,N/A,0.015,0.112
,,714,N/A,N/A,N/A,0.014,0.107
,,715,N/A,N/A,N/A,0.013,0.103
,,716,N/A,N/A,N/A,0.013,0.099
,,717,N/A,N/A,N/A,0.012,0.095
,,718,N/A,N/A,N/A,0.012,0.091
,,719,N/A,N/A,N/A,0.011,0.088
,,720,N/A,N/A,N/A,0.011,0.085
,,721,N/A,N/A,N/A,0.011,0.083
,,722,N/A,N/A,N/A,0.010,0.080
,,723,N/A,N/A,N/A,0.010,0.078
,,724,N/A,N/A,N/A,0.010,0.075
,,725,N/A,N/A,N/A,0.009,0.072
,,726,N/A,N/A,N/A,0.009,0.070
,,727,N/A,N/A,N/A,0.009,0.068
,,728,N/A,N/A,N/A,0.009,0.067
,,729,N/A,N/A,N/A,0.008,0.065
,,730,N/A,N/A,N/A,0.008,0.064
,,731,N/A,N/A,N/A,0.008,0.063
,,732,N/A,N/A,N/A,0.008,0.061
,,733,N/A,N/A,N/A,0.008,0.060
,,734,N/A,N/A,N/A,0.008,0.060
,,735,N/A,N/A,N/A,0.008,0.060
,,736,N/A,N/A,N/A,0.008,0.060
,,737,N/A,N/A,N/A,0.007,0.059
,,738,N/A,N/A,N/A,0.007,0.059
,,739,N/A,N/A,N/A,0.007,0.058
,,740,N/A,N/A,N/A,0.007,0.058
,,741,N/A,N/A,N/A,0.007,0.057
,,742,N/A,N/A,N/A,0.007,0.057
,,743,N/A,N/A,N/A,0.007,0.057
,,744,N/A,N/A,N/A,0.007,0.057
,,745,N/A,N/A,N/A,0.007,0.056
,,746,N/A,N/A,N/A,0.007,0.054
,,747,N/A,N/A,N/A,0.007,0.053
,,748,N/A,N/A,N/A,0.006,0.052
,,749,N/A,N/A,N/A,0.006,0.050
,,750,N/A,N/A,N/A,0.006,0.049
,,751,N/A,N/A,N/A,0.006,0.048
,,752,N/A,N/A,N/A,0.006,0.046
,,753,N/A,N/A,N/A,0.005,0.044
,,754,N/A,N/A,N/A,0.005,0.044
,,755,N/A,N/A,N/A,0.005,0.043
,,756,N/A,N/A,N/A,0.005,0.043
,,757,N/A,N/A,N/A,0.005,0.044
,,758,N/A,N/A,N/A,0.005,0.044
,,759,N/A,N/A,N/A,0.006,0.045
,,760,N/A,N/A,N/A,0.006,0.046
,,761,N/A,N/A,N/A,0.006,0.046
,,762,N/A,N/A,N/A,0.005,0.045
,,763,N/A,N/A,N/A,0.005,0.045
,,764,N/A,N/A,N/A,0.006,0.045
,,765,N/A,N/A,N/A,0.005,0.044
,,766,N/A,N/A,N/A,0.005,0.043
,,767,N/A,N/A,N/A,0.005,0.042
,,768,N/A,N/A,N/A,0.005,0.041
,,769,N/A,N/A,N/A,0.005,0.040
,,770,N/A,N/A,N/A,0.005,0.040
,,771,N/A,N/A,N/A,0.005,0.039
,,772,N/A,N/A,N/A,0.005,0.039
,,773,N/A,N/A,N/A,0.005,0.040
,,774,N/A,N/A,N/A,0.005,0.039
,,775,N/A,N/A,N/A,0.005,0.039
,,776,N/A,N/A,N/A,0.005,0.038
,,777,N/A,N/A,N/A,0.004,0.037
,,778,N/A,N/A,N/A,0.004,0.036
,,779,N/A,N/A,N/A,0.004,0.035
,,780,N/A,N/A,N/A,0.004,0.036
,,PPFD (400 - 700 nm),N/A,N/A,N/A,N/A,320.81
,,PPFD FR (701 - 780 nm),N/A,N/A,N/A,N/A,5.9401
,,PPFD R (600 - 700 nm),N/A,N/A,N/A,N/A,209.18
,,PPFD G (500 - 599 nm),N/A,N/A,N/A,N/A,20.430
,,PPFD B (400 - 499 nm),N/A,N/A,N/A,N/A,91.205
,,PPFD UV (380 - 399 nm),N/A,N/A,N/A,N/A,0.2550
,,YPFD (400 - 700 nm),N/A,N/A,N/A,N/A,278.53
,,YPFD (380 - 780 nm),N/A,N/A,N/A,N/A,279.93
,,YPFD FR (701 - 780 nm),N/A,N/A,N/A,N/A,1.2539
,,YPFD R (600 - 700 nm),N/A,N/A,N/A,N/A,193.70
,,YPFD G (500 - 599 nm),N/A,N/A,N/A,N/A,18.056
,,YPFD B (400 - 499 nm),N/A,N/A,N/A,N/A,66.798
,,YPFD UV (380 - 399 nm),N/A,N/A,N/A,N/A,0.1508
,,R/B,N/A,N/A,N/A,N/A,2.29
,,R/FR,N/A,N/A,N/A,N/A,35.21
,,DLI,N/A,N/A,N/A,N/A,27.718
,,Illuminance,N/A,N/A,N/A,N/A,5986
,,λp (380~780 nm),N/A,N/A,N/A,N/A,661
,,λD (380~780 nm),N/A,N/A,N/A,N/A,0
,,CCT,N/A,N/A,N/A,N/A,0
,,CRI (Ra),N/A,N/A,N/A,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM
