Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,402,N/A,N/A,N/A,0.004,0.005,0.003,0.004,0.004,0.005
,,403,N/A,N/A,N/A,0.004,0.005,0.003,0.004,0.004,0.005
,,404,N/A,N/A,N/A,0.004,0.005,0.003,0.004,0.004,0.005
,,405,N/A,N/A,N/A,0.004,0.005,0.003,0.004,0.004,0.005
,,406,N/A,N/A,N/A,0.004,0.006,0.003,0.005,0.004,0.006
,,407,N/A,N/A,N/A,0.004,0.006,0.004,0.005,0.004,0.006
,,408,N/A,N/A,N/A,0.005,0.006,0.004,0.005,0.005,0.006
,,409,N/A,N/A,N/A,0.005,0.006,0.004,0.006,0.005,0.007
,,410,N/A,N/A,N/A,0.005,0.007,0.004,0.006,0.005,0.007
,,411,N/A,N/A,N/A,0.005,0.007,0.005,0.006,0.005,0.008
,,412,N/A,N/A,N/A,0.006,0.008,0.005,0.007,0.006,0.008
,,413,N/A,N/A,N/A,0.006,0.008,0.006,0.008,0.006,0.009
,,414,N/A,N/A,N/A,0.007,0.009,0.006,0.008,0.007,0.010
,,415,N/A,N/A,N/A,0.008,0.010,0.007,0.010,0.008,0.012
,,416,N/A,N/A,N/A,0.009,0.012,0.008,0.011,0.009,0.013
,,417,N/A,N/A,N/A,0.010,0.013,0.009,0.012,0.010,0.015
,,418,N/A,N/A,N/A,0.011,0.015,0.010,0.014,0.012,0.017
,,419,N/A,N/A,N/A,0.013,0.017,0.012,0.017,0.013,0.020
,,420,N/A,N/A,N/A,0.015,0.020,0.014,0.019,0.015,0.023
,,421,N/A,N/A,N/A,0.017,0.023,0.016,0.023,0.018,0.026
,,422,N/A,N/A,N/A,0.020,0.027,0.019,0.026,0.020,0.030
,,423,N/A,N/A,N/A,0.023,0.031,0.022,0.031,0.023,0.035
,,424,N/A,N/A,N/A,0.026,0.036,0.025,0.036,0.027,0.040
,,425,N/A,N/A,N/A,0.030,0.042,0.030,0.042,0.031,0.047
,,426,N/A,N/A,N/A,0.035,0.049,0.035,0.049,0.036,0.054
,,427,N/A,N/A,N/A,0.041,0.057,0.041,0.057,0.042,0.064
,,428,N/A,N/A,N/A,0.048,0.067,0.047,0.067,0.049,0.074
,,429,N/A,N/A,N/A,0.056,0.079,0.055,0.078,0.057,0.086
,,430,N/A,N/A,N/A,0.065,0.092,0.064,0.091,0.066,0.100
,,431,N/A,N/A,N/A,0.076,0.107,0.075,0.106,0.077,0.117
,,432,N/A,N/A,N/A,0.088,0.124,0.086,0.123,0.089,0.135
,,433,N/A,N/A,N/A,0.102,0.144,0.100,0.142,0.103,0.157
,,434,N/A,N/A,N/A,0.117,0.166,0.115,0.165,0.119,0.181
,,435,N/A,N/A,N/A,0.135,0.191,0.133,0.190,0.136,0.209
,,436,N/A,N/A,N/A,0.154,0.219,0.152,0.218,0.156,0.239
,,437,N/A,N/A,N/A,0.175,0.250,0.173,0.249,0.178,0.274
,,438,N/A,N/A,N/A,0.198,0.284,0.197,0.284,0.202,0.311
,,439,N/A,N/A,N/A,0.224,0.322,0.223,0.323,0.229,0.353
,,440,N/A,N/A,N/A,0.253,0.364,0.252,0.365,0.258,0.399
,,441,N/A,N/A,N/A,0.285,0.411,0.284,0.412,0.290,0.449
,,442,N/A,N/A,N/A,0.319,0.462,0.319,0.464,0.325,0.505
,,443,N/A,N/A,N/A,0.356,0.516,0.356,0.519,0.362,0.564
,,444,N/A,N/A,N/A,0.395,0.574,0.395,0.577,0.402,0.627
,,445,N/A,N/A,N/A,0.437,0.635,0.437,0.639,0.443,0.693
,,446,N/A,N/A,N/A,0.478,0.697,0.478,0.702,0.485,0.760
,,447,N/A,N/A,N/A,0.519,0.758,0.519,0.763,0.526,0.826
,,448,N/A,N/A,N/A,0.557,0.816,0.557,0.822,0.564,0.888
,,449,N/A,N/A,N/A,0.592,0.869,0.592,0.875,0.598,0.944
,,450,N/A,N/A,N/A,0.622,0.915,0.621,0.920,0.628,0.993
,,451,N/A,N/A,N/A,0.644,0.949,0.644,0.956,0.651,1.031
,,452,N/A,N/A,N/A,0.658,0.972,0.658,0.979,0.665,1.057
,,453,N/A,N/A,N/A,0.664,0.983,0.664,0.990,0.672,1.069
,,454,N/A,N/A,N/A,0.661,0.981,0.661,0.988,0.669,1.067
,,455,N/A,N/A,N/A,0.650,0.966,0.650,0.974,0.658,1.052
,,456,N/A,N/A,N/A,0.629,0.938,0.630,0.946,0.638,1.022
,,457,N/A,N/A,N/A,0.602,0.900,0.604,0.909,0.611,0.982
,,458,N/A,N/A,N/A,0.570,0.854,0.573,0.863,0.579,0.932
,,459,N/A,N/A,N/A,0.535,0.802,0.537,0.811,0.544,0.877
,,460,N/A,N/A,N/A,0.497,0.747,0.499,0.755,0.505,0.817
,,461,N/A,N/A,N/A,0.458,0.689,0.460,0.697,0.466,0.754
,,462,N/A,N/A,N/A,0.420,0.634,0.422,0.641,0.427,0.694
,,463,N/A,N/A,N/A,0.384,0.581,0.386,0.588,0.391,0.635
,,464,N/A,N/A,N/A,0.350,0.531,0.352,0.537,0.356,0.581
,,465,N/A,N/A,N/A,0.319,0.485,0.321,0.491,0.325,0.530
,,466,N/A,N/A,N/A,0.291,0.443,0.292,0.448,0.296,0.484
,,467,N/A,N/A,N/A,0.265,0.405,0.267,0.410,0.270,0.443
,,468,N/A,N/A,N/A,0.242,0.371,0.244,0.375,0.246,0.405
,,469,N/A,N/A,N/A,0.222,0.340,0.223,0.344,0.225,0.371
,,470,N/A,N/A,N/A,0.203,0.311,0.204,0.315,0.206,0.340
,,471,N/A,N/A,N/A,0.185,0.285,0.186,0.289,0.189,0.312
,,472,N/A,N/A,N/A,0.169,0.261,0.170,0.265,0.173,0.286
,,473,N/A,N/A,N/A,0.154,0.238,0.155,0.242,0.157,0.262
,,474,N/A,N/A,N/A,0.140,0.217,0.141,0.220,0.143,0.238
,,475,N/A,N/A,N/A,0.127,0.197,0.128,0.200,0.130,0.216
,,476,N/A,N/A,N/A,0.115,0.178,0.116,0.182,0.117,0.196
,,477,N/A,N/A,N/A,0.104,0.162,0.105,0.164,0.106,0.177
,,478,N/A,N/A,N/A,0.093,0.146,0.094,0.149,0.095,0.160
,,479,N/A,N/A,N/A,0.084,0.132,0.085,0.134,0.086,0.144
,,480,N/A,N/A,N/A,0.075,0.118,0.076,0.121,0.077,0.130
,,481,N/A,N/A,N/A,0.068,0.107,0.069,0.109,0.069,0.117
,,482,N/A,N/A,N/A,0.061,0.097,0.062,0.098,0.063,0.106
,,483,N/A,N/A,N/A,0.055,0.088,0.056,0.089,0.057,0.096
,,484,N/A,N/A,N/A,0.050,0.080,0.051,0.081,0.052,0.088
,,485,N/A,N/A,N/A,0.046,0.073,0.046,0.074,0.047,0.080
,,486,N/A,N/A,N/A,0.042,0.067,0.042,0.068,0.043,0.074
,,487,N/A,N/A,N/A,0.039,0.062,0.039,0.062,0.040,0.068
,,488,N/A,N/A,N/A,0.035,0.057,0.035,0.057,0.037,0.063
,,489,N/A,N/A,N/A,0.033,0.052,0.033,0.053,0.034,0.059
,,490,N/A,N/A,N/A,0.030,0.048,0.030,0.049,0.032,0.054
,,491,N/A,N/A,N/A,0.028,0.045,0.028,0.045,0.029,0.051
,,492,N/A,N/A,N/A,0.026,0.042,0.026,0.042,0.027,0.047
,,493,N/A,N/A,N/A,0.024,0.039,0.024,0.040,0.026,0.045
,,494,N/A,N/A,N/A,0.023,0.037,0.023,0.037,0.024,0.042
,,495,N/A,N/A,N/A,0.021,0.035,0.022,0.035,0.023,0.040
,,496,N/A,N/A,N/A,0.020,0.033,0.020,0.033,0.022,0.038
,,497,N/A,N/A,N/A,0.019,0.031,0.019,0.032,0.021,0.036
,,498,N/A,N/A,N/A,0.018,0.030,0.019,0.031,0.020,0.035
,,499,N/A,N/A,N/A,0.018,0.029,0.018,0.030,0.019,0.034
,,500,N/A,N/A,N/A,0.018,0.029,0.018,0.029,0.019,0.034
,,501,N/A,N/A,N/A,0.017,0.028,0.017,0.029,0.019,0.033
,,502,N/A,N/A,N/A,0.017,0.028,0.017,0.028,0.019,0.033
,,503,N/A,N/A,N/A,0.017,0.028,0.017,0.028,0.019,0.033
,,504,N/A,N/A,N/A,0.017,0.028,0.017,0.028,0.019,0.033
,,505,N/A,N/A,N/A,0.017,0.028,0.017,0.028,0.019,0.033
,,506,N/A,N/A,N/A,0.017,0.028,0.017,0.029,0.019,0.034
,,507,N/A,N/A,N/A,0.017,0.029,0.017,0.029,0.019,0.034
,,508,N/A,N/A,N/A,0.018,0.029,0.018,0.029,0.020,0.035
,,509,N/A,N/A,N/A,0.018,0.030,0.018,0.030,0.020,0.036
,,510,N/A,N/A,N/A,0.018,0.030,0.018,0.030,0.020,0.037
,,511,N/A,N/A,N/A,0.019,0.031,0.018,0.031,0.021,0.037
,,512,N/A,N/A,N/A,0.019,0.032,0.019,0.032,0.021,0.038
,,513,N/A,N/A,N/A,0.020,0.033,0.019,0.033,0.022,0.040
,,514,N/A,N/A,N/A,0.020,0.034,0.020,0.034,0.023,0.041
,,515,N/A,N/A,N/A,0.021,0.035,0.021,0.035,0.023,0.043
,,516,N/A,N/A,N/A,0.021,0.036,0.021,0.036,0.024,0.044
,,517,N/A,N/A,N/A,0.022,0.037,0.022,0.037,0.025,0.046
,,518,N/A,N/A,N/A,0.022,0.038,0.022,0.038,0.026,0.047
,,519,N/A,N/A,N/A,0.023,0.039,0.023,0.040,0.027,0.049
,,520,N/A,N/A,N/A,0.024,0.040,0.024,0.041,0.028,0.051
,,521,N/A,N/A,N/A,0.024,0.041,0.024,0.042,0.028,0.052
,,522,N/A,N/A,N/A,0.025,0.043,0.025,0.043,0.029,0.053
,,523,N/A,N/A,N/A,0.025,0.043,0.026,0.044,0.030,0.054
,,524,N/A,N/A,N/A,0.026,0.044,0.026,0.045,0.030,0.055
,,525,N/A,N/A,N/A,0.026,0.045,0.027,0.046,0.031,0.056
,,526,N/A,N/A,N/A,0.027,0.046,0.027,0.047,0.031,0.057
,,527,N/A,N/A,N/A,0.027,0.047,0.027,0.047,0.031,0.058
,,528,N/A,N/A,N/A,0.028,0.048,0.027,0.048,0.031,0.058
,,529,N/A,N/A,N/A,0.028,0.048,0.028,0.048,0.032,0.059
,,530,N/A,N/A,N/A,0.028,0.049,0.028,0.049,0.032,0.060
,,531,N/A,N/A,N/A,0.028,0.049,0.028,0.049,0.032,0.060
,,532,N/A,N/A,N/A,0.029,0.050,0.029,0.050,0.033,0.061
,,533,N/A,N/A,N/A,0.029,0.051,0.029,0.051,0.033,0.062
,,534,N/A,N/A,N/A,0.030,0.051,0.029,0.052,0.034,0.063
,,535,N/A,N/A,N/A,0.030,0.052,0.030,0.052,0.034,0.064
,,536,N/A,N/A,N/A,0.030,0.053,0.030,0.053,0.035,0.065
,,537,N/A,N/A,N/A,0.031,0.054,0.031,0.054,0.035,0.066
,,538,N/A,N/A,N/A,0.031,0.054,0.031,0.055,0.035,0.067
,,539,N/A,N/A,N/A,0.031,0.055,0.032,0.056,0.036,0.068
,,540,N/A,N/A,N/A,0.032,0.056,0.032,0.057,0.036,0.069
,,541,N/A,N/A,N/A,0.032,0.057,0.033,0.058,0.037,0.070
,,542,N/A,N/A,N/A,0.033,0.058,0.033,0.059,0.037,0.071
,,543,N/A,N/A,N/A,0.033,0.059,0.033,0.060,0.038,0.072
,,544,N/A,N/A,N/A,0.034,0.060,0.034,0.061,0.038,0.073
,,545,N/A,N/A,N/A,0.034,0.061,0.034,0.062,0.039,0.074
,,546,N/A,N/A,N/A,0.034,0.061,0.035,0.062,0.039,0.075
,,547,N/A,N/A,N/A,0.035,0.062,0.035,0.063,0.039,0.076
,,548,N/A,N/A,N/A,0.035,0.062,0.035,0.063,0.040,0.076
,,549,N/A,N/A,N/A,0.035,0.063,0.035,0.064,0.040,0.077
,,550,N/A,N/A,N/A,0.035,0.063,0.035,0.064,0.040,0.078
,,551,N/A,N/A,N/A,0.035,0.063,0.036,0.065,0.041,0.079
,,552,N/A,N/A,N/A,0.035,0.063,0.036,0.065,0.041,0.079
,,553,N/A,N/A,N/A,0.035,0.064,0.036,0.066,0.041,0.080
,,554,N/A,N/A,N/A,0.035,0.064,0.036,0.066,0.041,0.080
,,555,N/A,N/A,N/A,0.035,0.064,0.036,0.066,0.041,0.081
,,556,N/A,N/A,N/A,0.036,0.065,0.036,0.066,0.042,0.081
,,557,N/A,N/A,N/A,0.036,0.065,0.036,0.067,0.042,0.082
,,558,N/A,N/A,N/A,0.036,0.066,0.037,0.067,0.042,0.082
,,559,N/A,N/A,N/A,0.036,0.066,0.037,0.068,0.042,0.083
,,560,N/A,N/A,N/A,0.037,0.067,0.037,0.068,0.043,0.084
,,561,N/A,N/A,N/A,0.037,0.068,0.037,0.069,0.043,0.084
,,562,N/A,N/A,N/A,0.037,0.068,0.038,0.070,0.043,0.085
,,563,N/A,N/A,N/A,0.037,0.069,0.038,0.070,0.043,0.086
,,564,N/A,N/A,N/A,0.038,0.069,0.038,0.071,0.043,0.086
,,565,N/A,N/A,N/A,0.038,0.070,0.038,0.071,0.044,0.087
,,566,N/A,N/A,N/A,0.038,0.070,0.039,0.072,0.044,0.087
,,567,N/A,N/A,N/A,0.038,0.070,0.039,0.072,0.044,0.087
,,568,N/A,N/A,N/A,0.038,0.071,0.039,0.072,0.044,0.088
,,569,N/A,N/A,N/A,0.038,0.071,0.039,0.073,0.044,0.088
,,570,N/A,N/A,N/A,0.038,0.071,0.039,0.073,0.044,0.088
,,571,N/A,N/A,N/A,0.038,0.072,0.039,0.073,0.044,0.088
,,572,N/A,N/A,N/A,0.039,0.072,0.039,0.073,0.044,0.089
,,573,N/A,N/A,N/A,0.039,0.072,0.039,0.073,0.044,0.089
,,574,N/A,N/A,N/A,0.039,0.072,0.039,0.073,0.044,0.089
,,575,N/A,N/A,N/A,0.039,0.072,0.039,0.073,0.044,0.089
,,576,N/A,N/A,N/A,0.039,0.073,0.039,0.073,0.044,0.089
,,577,N/A,N/A,N/A,0.039,0.073,0.039,0.073,0.044,0.089
,,578,N/A,N/A,N/A,0.039,0.073,0.039,0.074,0.044,0.090
,,579,N/A,N/A,N/A,0.039,0.074,0.039,0.074,0.044,0.091
,,580,N/A,N/A,N/A,0.039,0.074,0.039,0.075,0.045,0.091
,,581,N/A,N/A,N/A,0.039,0.075,0.039,0.075,0.045,0.092
,,582,N/A,N/A,N/A,0.040,0.075,0.040,0.076,0.045,0.093
,,583,N/A,N/A,N/A,0.040,0.076,0.040,0.077,0.046,0.094
,,584,N/A,N/A,N/A,0.040,0.077,0.040,0.077,0.046,0.094
,,585,N/A,N/A,N/A,0.041,0.077,0.041,0.078,0.047,0.096
,,586,N/A,N/A,N/A,0.041,0.079,0.041,0.079,0.047,0.097
,,587,N/A,N/A,N/A,0.041,0.080,0.041,0.080,0.047,0.097
,,588,N/A,N/A,N/A,0.042,0.080,0.042,0.081,0.048,0.098
,,589,N/A,N/A,N/A,0.042,0.081,0.042,0.081,0.048,0.099
,,590,N/A,N/A,N/A,0.042,0.081,0.042,0.082,0.048,0.100
,,591,N/A,N/A,N/A,0.042,0.082,0.042,0.082,0.048,0.100
,,592,N/A,N/A,N/A,0.042,0.082,0.042,0.083,0.048,0.101
,,593,N/A,N/A,N/A,0.043,0.082,0.043,0.083,0.049,0.101
,,594,N/A,N/A,N/A,0.043,0.083,0.043,0.083,0.049,0.102
,,595,N/A,N/A,N/A,0.043,0.083,0.043,0.084,0.049,0.102
,,596,N/A,N/A,N/A,0.043,0.084,0.043,0.084,0.049,0.102
,,597,N/A,N/A,N/A,0.043,0.084,0.043,0.084,0.049,0.102
,,598,N/A,N/A,N/A,0.043,0.084,0.043,0.084,0.049,0.102
,,599,N/A,N/A,N/A,0.043,0.084,0.043,0.085,0.049,0.103
,,600,N/A,N/A,N/A,0.043,0.085,0.043,0.085,0.049,0.103
,,601,N/A,N/A,N/A,0.044,0.086,0.043,0.086,0.049,0.103
,,602,N/A,N/A,N/A,0.044,0.086,0.044,0.086,0.049,0.104
,,603,N/A,N/A,N/A,0.044,0.087,0.044,0.087,0.050,0.105
,,604,N/A,N/A,N/A,0.045,0.088,0.044,0.088,0.050,0.106
,,605,N/A,N/A,N/A,0.045,0.090,0.045,0.090,0.051,0.108
,,606,N/A,N/A,N/A,0.046,0.091,0.046,0.092,0.051,0.110
,,607,N/A,N/A,N/A,0.047,0.093,0.047,0.094,0.052,0.111
,,608,N/A,N/A,N/A,0.048,0.096,0.048,0.096,0.053,0.114
,,609,N/A,N/A,N/A,0.049,0.098,0.049,0.099,0.054,0.116
,,610,N/A,N/A,N/A,0.051,0.101,0.051,0.102,0.056,0.120
,,611,N/A,N/A,N/A,0.053,0.105,0.053,0.106,0.058,0.124
,,612,N/A,N/A,N/A,0.054,0.109,0.055,0.110,0.059,0.127
,,613,N/A,N/A,N/A,0.057,0.113,0.057,0.114,0.061,0.132
,,614,N/A,N/A,N/A,0.059,0.118,0.059,0.119,0.063,0.136
,,615,N/A,N/A,N/A,0.061,0.123,0.061,0.124,0.065,0.141
,,616,N/A,N/A,N/A,0.064,0.128,0.064,0.130,0.068,0.147
,,617,N/A,N/A,N/A,0.066,0.134,0.067,0.135,0.071,0.154
,,618,N/A,N/A,N/A,0.069,0.140,0.069,0.141,0.074,0.161
,,619,N/A,N/A,N/A,0.072,0.146,0.072,0.147,0.077,0.168
,,620,N/A,N/A,N/A,0.075,0.153,0.075,0.154,0.081,0.175
,,621,N/A,N/A,N/A,0.078,0.159,0.079,0.161,0.084,0.183
,,622,N/A,N/A,N/A,0.082,0.166,0.082,0.168,0.087,0.191
,,623,N/A,N/A,N/A,0.085,0.173,0.085,0.175,0.091,0.199
,,624,N/A,N/A,N/A,0.089,0.181,0.089,0.183,0.094,0.207
,,625,N/A,N/A,N/A,0.093,0.189,0.093,0.191,0.098,0.216
,,626,N/A,N/A,N/A,0.097,0.198,0.097,0.200,0.102,0.225
,,627,N/A,N/A,N/A,0.101,0.207,0.101,0.209,0.107,0.235
,,628,N/A,N/A,N/A,0.106,0.218,0.106,0.220,0.111,0.246
,,629,N/A,N/A,N/A,0.111,0.229,0.112,0.231,0.116,0.257
,,630,N/A,N/A,N/A,0.117,0.241,0.117,0.243,0.122,0.270
,,631,N/A,N/A,N/A,0.123,0.254,0.124,0.257,0.128,0.284
,,632,N/A,N/A,N/A,0.130,0.269,0.131,0.272,0.135,0.300
,,633,N/A,N/A,N/A,0.138,0.286,0.139,0.289,0.143,0.318
,,634,N/A,N/A,N/A,0.147,0.305,0.148,0.309,0.152,0.338
,,635,N/A,N/A,N/A,0.157,0.326,0.158,0.331,0.162,0.361
,,636,N/A,N/A,N/A,0.169,0.351,0.170,0.356,0.174,0.388
,,637,N/A,N/A,N/A,0.182,0.378,0.183,0.384,0.187,0.418
,,638,N/A,N/A,N/A,0.196,0.409,0.198,0.416,0.201,0.451
,,639,N/A,N/A,N/A,0.213,0.444,0.215,0.452,0.218,0.489
,,640,N/A,N/A,N/A,0.231,0.484,0.234,0.492,0.236,0.531
,,641,N/A,N/A,N/A,0.252,0.528,0.255,0.537,0.257,0.579
,,642,N/A,N/A,N/A,0.275,0.578,0.278,0.588,0.281,0.633
,,643,N/A,N/A,N/A,0.301,0.632,0.304,0.644,0.306,0.692
,,644,N/A,N/A,N/A,0.329,0.692,0.332,0.705,0.334,0.756
,,645,N/A,N/A,N/A,0.359,0.758,0.363,0.771,0.364,0.826
,,646,N/A,N/A,N/A,0.392,0.828,0.396,0.842,0.397,0.901
,,647,N/A,N/A,N/A,0.427,0.904,0.431,0.918,0.432,0.981
,,648,N/A,N/A,N/A,0.465,0.985,0.469,1.000,0.469,1.067
,,649,N/A,N/A,N/A,0.505,1.071,0.509,1.087,0.508,1.159
,,650,N/A,N/A,N/A,0.547,1.162,0.551,1.180,0.550,1.257
,,651,N/A,N/A,N/A,0.592,1.259,0.596,1.277,0.594,1.360
,,652,N/A,N/A,N/A,0.638,1.360,0.643,1.379,0.641,1.468
,,653,N/A,N/A,N/A,0.686,1.465,0.691,1.484,0.689,1.581
,,654,N/A,N/A,N/A,0.736,1.572,0.740,1.593,0.738,1.697
,,655,N/A,N/A,N/A,0.785,1.680,0.790,1.702,0.788,1.813
,,656,N/A,N/A,N/A,0.833,1.786,0.838,1.808,0.836,1.927
,,657,N/A,N/A,N/A,0.878,1.886,0.883,1.909,0.882,2.035
,,658,N/A,N/A,N/A,0.919,1.977,0.923,1.999,0.922,2.131
,,659,N/A,N/A,N/A,0.953,2.053,0.957,2.075,0.955,2.212
,,660,N/A,N/A,N/A,0.979,2.112,0.981,2.132,0.981,2.274
,,661,N/A,N/A,N/A,0.995,2.150,0.996,2.167,0.996,2.313
,,662,N/A,N/A,N/A,1.000,2.164,1.000,2.179,1.000,2.326
,,663,N/A,N/A,N/A,0.993,2.153,0.992,2.165,0.992,2.311
,,664,N/A,N/A,N/A,0.975,2.116,0.972,2.125,0.972,2.269
,,665,N/A,N/A,N/A,0.945,2.054,0.941,2.059,0.941,2.198
,,666,N/A,N/A,N/A,0.905,1.970,0.899,1.971,0.899,2.104
,,667,N/A,N/A,N/A,0.856,1.865,0.849,1.863,0.848,1.988
,,668,N/A,N/A,N/A,0.799,1.745,0.792,1.740,0.791,1.856
,,669,N/A,N/A,N/A,0.737,1.612,0.729,1.606,0.729,1.713
,,670,N/A,N/A,N/A,0.672,1.473,0.664,1.464,0.664,1.562
,,671,N/A,N/A,N/A,0.607,1.331,0.599,1.322,0.598,1.411
,,672,N/A,N/A,N/A,0.542,1.191,0.534,1.182,0.534,1.261
,,673,N/A,N/A,N/A,0.481,1.057,0.473,1.048,0.473,1.118
,,674,N/A,N/A,N/A,0.423,0.932,0.416,0.922,0.416,0.984
,,675,N/A,N/A,N/A,0.370,0.816,0.363,0.807,0.363,0.860
,,676,N/A,N/A,N/A,0.321,0.710,0.316,0.703,0.315,0.748
,,677,N/A,N/A,N/A,0.278,0.616,0.273,0.609,0.273,0.649
,,678,N/A,N/A,N/A,0.240,0.532,0.236,0.526,0.235,0.561
,,679,N/A,N/A,N/A,0.207,0.459,0.203,0.453,0.203,0.484
,,680,N/A,N/A,N/A,0.178,0.396,0.175,0.391,0.175,0.419
,,681,N/A,N/A,N/A,0.154,0.344,0.151,0.338,0.152,0.363
,,682,N/A,N/A,N/A,0.134,0.299,0.131,0.294,0.132,0.316
,,683,N/A,N/A,N/A,0.118,0.262,0.114,0.257,0.115,0.277
,,684,N/A,N/A,N/A,0.103,0.231,0.100,0.226,0.101,0.244
,,685,N/A,N/A,N/A,0.092,0.205,0.089,0.200,0.090,0.217
,,686,N/A,N/A,N/A,0.082,0.183,0.079,0.179,0.081,0.194
,,687,N/A,N/A,N/A,0.074,0.165,0.071,0.161,0.073,0.176
,,688,N/A,N/A,N/A,0.067,0.150,0.065,0.146,0.066,0.160
,,689,N/A,N/A,N/A,0.061,0.138,0.059,0.134,0.061,0.148
,,690,N/A,N/A,N/A,0.057,0.128,0.055,0.124,0.056,0.137
,,691,N/A,N/A,N/A,0.053,0.119,0.051,0.116,0.053,0.128
,,692,N/A,N/A,N/A,0.049,0.111,0.048,0.109,0.049,0.120
,,693,N/A,N/A,N/A,0.046,0.105,0.045,0.102,0.046,0.113
,,694,N/A,N/A,N/A,0.044,0.099,0.042,0.097,0.044,0.108
,,695,N/A,N/A,N/A,0.041,0.094,0.040,0.092,0.042,0.102
,,696,N/A,N/A,N/A,0.039,0.089,0.038,0.087,0.040,0.098
,,697,N/A,N/A,N/A,0.037,0.085,0.036,0.083,0.038,0.093
,,698,N/A,N/A,N/A,0.035,0.081,0.034,0.079,0.036,0.089
,,699,N/A,N/A,N/A,0.034,0.077,0.033,0.075,0.034,0.085
,,700,N/A,N/A,N/A,0.032,0.073,0.031,0.071,0.033,0.080
,,701,N/A,N/A,N/A,0.030,0.069,0.029,0.068,0.031,0.077
,,702,N/A,N/A,N/A,0.029,0.066,0.028,0.065,0.030,0.073
,,703,N/A,N/A,N/A,0.027,0.063,0.027,0.061,0.028,0.069
,,704,N/A,N/A,N/A,0.026,0.060,0.025,0.058,0.026,0.066
,,705,N/A,N/A,N/A,0.024,0.056,0.024,0.055,0.025,0.062
,,706,N/A,N/A,N/A,0.023,0.053,0.023,0.052,0.024,0.059
,,707,N/A,N/A,N/A,0.022,0.050,0.021,0.050,0.022,0.055
,,708,N/A,N/A,N/A,0.020,0.047,0.020,0.048,0.021,0.052
,,709,N/A,N/A,N/A,0.019,0.045,0.019,0.045,0.020,0.049
,,710,N/A,N/A,N/A,0.018,0.042,0.018,0.043,0.019,0.047
,,711,N/A,N/A,N/A,0.017,0.040,0.017,0.040,0.018,0.044
,,712,N/A,N/A,N/A,0.016,0.038,0.016,0.038,0.017,0.042
,,713,N/A,N/A,N/A,0.015,0.036,0.016,0.037,0.016,0.040
,,714,N/A,N/A,N/A,0.014,0.034,0.015,0.035,0.015,0.038
,,715,N/A,N/A,N/A,0.014,0.032,0.014,0.033,0.015,0.037
,,716,N/A,N/A,N/A,0.013,0.030,0.014,0.032,0.014,0.036
,,717,N/A,N/A,N/A,0.012,0.029,0.013,0.031,0.014,0.035
,,718,N/A,N/A,N/A,0.012,0.028,0.013,0.030,0.013,0.034
,,719,N/A,N/A,N/A,0.012,0.028,0.012,0.029,0.013,0.033
,,720,N/A,N/A,N/A,0.012,0.027,0.012,0.028,0.013,0.032
,,721,N/A,N/A,N/A,0.011,0.026,0.012,0.027,0.012,0.031
,,722,N/A,N/A,N/A,0.011,0.026,0.011,0.027,0.012,0.031
