Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,723,N/A,N/A,N/A,0.012,0.029,0.012,0.022,0.012,0.028
,,724,N/A,N/A,N/A,0.012,0.029,0.012,0.022,0.012,0.028
,,725,N/A,N/A,N/A,0.012,0.029,0.012,0.022,0.011,0.028
,,726,N/A,N/A,N/A,0.011,0.028,0.012,0.021,0.011,0.028
,,727,N/A,N/A,N/A,0.011,0.028,0.012,0.021,0.011,0.027
,,728,N/A,N/A,N/A,0.011,0.028,0.011,0.021,0.011,0.027
,,729,N/A,N/A,N/A,0.011,0.028,0.011,0.020,0.011,0.027
,,730,N/A,N/A,N/A,0.011,0.028,0.011,0.020,0.011,0.027
,,731,N/A,N/A,N/A,0.011,0.027,0.011,0.020,0.011,0.027
,,732,N/A,N/A,N/A,0.011,0.028,0.011,0.020,0.011,0.027
,,733,N/A,N/A,N/A,0.011,0.028,0.011,0.020,0.011,0.027
,,734,N/A,N/A,N/A,0.011,0.028,0.011,0.020,0.011,0.027
,,735,N/A,N/A,N/A,0.011,0.028,0.011,0.020,0.011,0.027
,,736,N/A,N/A,N/A,0.011,0.028,0.011,0.020,0.011,0.027
,,737,N/A,N/A,N/A,0.011,0.027,0.011,0.020,0.011,0.027
,,738,N/A,N/A,N/A,0.011,0.027,0.011,0.020,0.011,0.026
,,739,N/A,N/A,N/A,0.011,0.027,0.011,0.019,0.011,0.026
,,740,N/A,N/A,N/A,0.011,0.027,0.011,0.020,0.010,0.026
,,741,N/A,N/A,N/A,0.010,0.026,0.011,0.019,0.010,0.025
,,742,N/A,N/A,N/A,0.010,0.026,0.010,0.019,0.010,0.025
,,743,N/A,N/A,N/A,0.010,0.026,0.010,0.019,0.010,0.024
,,744,N/A,N/A,N/A,0.010,0.025,0.010,0.018,0.009,0.024
,,745,N/A,N/A,N/A,0.010,0.024,0.010,0.018,0.009,0.023
,,746,N/A,N/A,N/A,0.009,0.024,0.010,0.018,0.009,0.023
,,747,N/A,N/A,N/A,0.009,0.023,0.009,0.017,0.009,0.022
,,748,N/A,N/A,N/A,0.009,0.023,0.009,0.017,0.009,0.021
,,749,N/A,N/A,N/A,0.009,0.022,0.009,0.017,0.008,0.021
,,750,N/A,N/A,N/A,0.009,0.022,0.009,0.017,0.008,0.020
,,751,N/A,N/A,N/A,0.008,0.021,0.009,0.017,0.008,0.020
,,752,N/A,N/A,N/A,0.008,0.021,0.009,0.016,0.008,0.019
,,753,N/A,N/A,N/A,0.008,0.020,0.009,0.016,0.007,0.019
,,754,N/A,N/A,N/A,0.007,0.019,0.008,0.016,0.007,0.018
,,755,N/A,N/A,N/A,0.007,0.018,0.008,0.015,0.007,0.018
,,756,N/A,N/A,N/A,0.007,0.018,0.008,0.015,0.007,0.017
,,757,N/A,N/A,N/A,0.007,0.018,0.008,0.015,0.006,0.016
,,758,N/A,N/A,N/A,0.007,0.017,0.008,0.015,0.006,0.016
,,759,N/A,N/A,N/A,0.007,0.017,0.008,0.014,0.006,0.016
,,760,N/A,N/A,N/A,0.007,0.017,0.007,0.014,0.006,0.016
,,761,N/A,N/A,N/A,0.006,0.016,0.007,0.014,0.007,0.017
,,762,N/A,N/A,N/A,0.006,0.016,0.007,0.013,0.007,0.017
,,763,N/A,N/A,N/A,0.006,0.016,0.007,0.013,0.007,0.017
,,764,N/A,N/A,N/A,0.006,0.016,0.007,0.013,0.006,0.017
,,765,N/A,N/A,N/A,0.006,0.016,0.007,0.013,0.006,0.016
,,766,N/A,N/A,N/A,0.006,0.015,0.007,0.013,0.006,0.016
,,767,N/A,N/A,N/A,0.006,0.015,0.007,0.013,0.006,0.016
,,768,N/A,N/A,N/A,0.006,0.015,0.007,0.013,0.006,0.016
,,769,N/A,N/A,N/A,0.006,0.015,0.006,0.012,0.006,0.015
,,770,N/A,N/A,N/A,0.005,0.014,0.006,0.012,0.006,0.014
,,771,N/A,N/A,N/A,0.005,0.014,0.006,0.012,0.005,0.014
,,772,N/A,N/A,N/A,0.005,0.014,0.006,0.012,0.005,0.014
,,773,N/A,N/A,N/A,0.005,0.014,0.006,0.011,0.005,0.013
,,774,N/A,N/A,N/A,0.005,0.014,0.006,0.011,0.005,0.013
,,775,N/A,N/A,N/A,0.005,0.013,0.006,0.011,0.005,0.012
,,776,N/A,N/A,N/A,0.005,0.012,0.005,0.010,0.005,0.013
,,777,N/A,N/A,N/A,0.004,0.012,0.005,0.010,0.005,0.012
,,778,N/A,N/A,N/A,0.004,0.011,0.005,0.010,0.004,0.011
,,779,N/A,N/A,N/A,0.004,0.011,0.005,0.010,0.004,0.011
,,780,N/A,N/A,N/A,0.004,0.011,0.005,0.010,0.004,0.010
,,PPFD (400 - 700 nm),98.660,89.285,71.129,N/A,98.660,N/A,71.129,N/A,98.066
,,PPFD FR (701 - 780 nm),2.2646,2.0654,1.6981,N/A,2.2646,N/A,1.6981,N/A,2.2334
,,PPFD R (600 - 700 nm),65.987,59.721,47.743,N/A,65.987,N/A,47.743,N/A,65.433
,,PPFD G (500 - 599 nm),6.9085,6.0906,4.7219,N/A,6.9085,N/A,4.7219,N/A,6.6415
,,PPFD B (400 - 499 nm),25.997,23.478,18.667,N/A,25.769,N/A,18.667,N/A,25.997
,,PPFD UV (380 - 399 nm),0.0734,0.0611,0.0456,N/A,0.0644,N/A,0.0456,N/A,0.0734
,,YPFD (400 - 700 nm),85.856,77.671,61.898,N/A,85.856,N/A,61.898,N/A,85.259
,,YPFD (380 - 780 nm),86.354,78.124,62.259,N/A,86.354,N/A,62.259,N/A,85.760
,,YPFD FR (701 - 780 nm),0.4596,0.4171,0.3339,N/A,0.4596,N/A,0.3339,N/A,0.4579
,,YPFD R (600 - 700 nm),60.889,55.105,44.061,N/A,60.889,N/A,44.061,N/A,60.364
,,YPFD G (500 - 599 nm),6.1154,5.3912,4.1801,N/A,6.1154,N/A,4.1801,N/A,5.8780
,,YPFD B (400 - 499 nm),19.025,17.182,13.662,N/A,18.860,N/A,13.662,N/A,19.025
,,YPFD UV (380 - 399 nm),0.0434,0.0362,0.0271,N/A,0.0383,N/A,0.0271,N/A,0.0434
,,R/B,2.56,2.55,2.52,N/A,2.56,N/A,2.56,N/A,2.52
,,R/FR,29.30,28.85,28.12,N/A,29.14,N/A,28.12,N/A,29.30
,,DLI,8.5242,7.7142,6.1455,N/A,8.5242,N/A,6.1455,N/A,8.4729
,,Illuminance,1882,1683,1324,N/A,1882,N/A,1324,N/A,1844
,,λp (380~780 nm),663,663,663,N/A,663,N/A,663,N/A,663
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
