Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd,Test 4 - raw,Test 4 - ppfd
,,396,N/A,N/A,N/A,0.003,0.003,0.003,0.005,0.002,0.004,0.003,0.002
,,397,N/A,N/A,N/A,0.003,0.003,0.003,0.005,0.003,0.004,0.003,0.002
,,398,N/A,N/A,N/A,0.003,0.003,0.003,0.005,0.003,0.004,0.004,0.002
,,399,N/A,N/A,N/A,0.003,0.003,0.003,0.005,0.003,0.004,0.004,0.003
,,400,N/A,N/A,N/A,0.003,0.004,0.003,0.005,0.003,0.004,0.004,0.003
,,401,N/A,N/A,N/A,0.003,0.004,0.003,0.006,0.003,0.004,0.004,0.003
,,402,N/A,N/A,N/A,0.003,0.004,0.004,0.006,0.003,0.005,0.004,0.002
,,403,N/A,N/A,N/A,0.003,0.004,0.004,0.006,0.003,0.005,0.004,0.002
,,404,N/A,N/A,N/A,0.003,0.004,0.004,0.006,0.003,0.005,0.004,0.002
,,405,N/A,N/A,N/A,0.004,0.004,0.004,0.006,0.003,0.005,0.004,0.002
,,406,N/A,N/A,N/A,0.004,0.004,0.004,0.006,0.003,0.005,0.004,0.003
,,407,N/A,N/A,N/A,0.004,0.004,0.004,0.006,0.003,0.005,0.004,0.003
,,408,N/A,N/A,N/A,0.004,0.005,0.004,0.007,0.004,0.005,0.004,0.003
,,409,N/A,N/A,N/A,0.004,0.005,0.004,0.007,0.004,0.006,0.004,0.003
,,410,N/A,N/A,N/A,0.004,0.005,0.004,0.007,0.004,0.006,0.004,0.003
,,411,N/A,N/A,N/A,0.005,0.005,0.005,0.008,0.004,0.007,0.004,0.003
,,412,N/A,N/A,N/A,0.005,0.006,0.005,0.008,0.005,0.007,0.005,0.003
,,413,N/A,N/A,N/A,0.006,0.007,0.006,0.009,0.005,0.008,0.005,0.004
,,414,N/A,N/A,N/A,0.006,0.007,0.006,0.010,0.006,0.009,0.006,0.004
,,415,N/A,N/A,N/A,0.007,0.008,0.007,0.012,0.007,0.010,0.007,0.005
,,416,N/A,N/A,N/A,0.008,0.010,0.008,0.014,0.008,0.012,0.008,0.005
,,417,N/A,N/A,N/A,0.009,0.011,0.009,0.016,0.009,0.014,0.009,0.006
,,418,N/A,N/A,N/A,0.011,0.013,0.011,0.018,0.010,0.016,0.010,0.007
,,419,N/A,N/A,N/A,0.012,0.015,0.012,0.021,0.012,0.018,0.012,0.008
,,420,N/A,N/A,N/A,0.014,0.017,0.014,0.024,0.014,0.021,0.014,0.010
,,421,N/A,N/A,N/A,0.017,0.020,0.017,0.028,0.016,0.025,0.016,0.011
,,422,N/A,N/A,N/A,0.019,0.023,0.019,0.033,0.019,0.029,0.019,0.013
,,423,N/A,N/A,N/A,0.022,0.026,0.022,0.039,0.021,0.033,0.022,0.015
,,424,N/A,N/A,N/A,0.026,0.031,0.026,0.045,0.025,0.039,0.025,0.018
,,425,N/A,N/A,N/A,0.030,0.035,0.030,0.053,0.029,0.045,0.029,0.021
,,426,N/A,N/A,N/A,0.034,0.041,0.035,0.062,0.034,0.052,0.034,0.024
,,427,N/A,N/A,N/A,0.040,0.048,0.042,0.073,0.039,0.061,0.039,0.028
,,428,N/A,N/A,N/A,0.046,0.056,0.048,0.085,0.046,0.072,0.046,0.033
,,429,N/A,N/A,N/A,0.054,0.065,0.056,0.099,0.053,0.084,0.054,0.038
,,430,N/A,N/A,N/A,0.063,0.076,0.066,0.115,0.062,0.098,0.062,0.045
,,431,N/A,N/A,N/A,0.073,0.088,0.076,0.134,0.072,0.113,0.072,0.052
,,432,N/A,N/A,N/A,0.084,0.102,0.088,0.155,0.083,0.131,0.084,0.060
,,433,N/A,N/A,N/A,0.097,0.118,0.101,0.179,0.096,0.152,0.097,0.070
,,434,N/A,N/A,N/A,0.112,0.136,0.117,0.207,0.110,0.175,0.112,0.081
,,435,N/A,N/A,N/A,0.128,0.156,0.134,0.237,0.127,0.201,0.128,0.093
,,436,N/A,N/A,N/A,0.146,0.179,0.152,0.271,0.144,0.230,0.146,0.106
,,437,N/A,N/A,N/A,0.166,0.204,0.173,0.309,0.164,0.262,0.167,0.121
,,438,N/A,N/A,N/A,0.188,0.232,0.196,0.350,0.186,0.298,0.189,0.138
,,439,N/A,N/A,N/A,0.213,0.263,0.221,0.397,0.210,0.337,0.214,0.157
,,440,N/A,N/A,N/A,0.240,0.297,0.249,0.447,0.237,0.381,0.241,0.177
,,441,N/A,N/A,N/A,0.270,0.335,0.279,0.503,0.267,0.430,0.272,0.200
,,442,N/A,N/A,N/A,0.303,0.376,0.312,0.564,0.299,0.483,0.305,0.225
,,443,N/A,N/A,N/A,0.338,0.421,0.348,0.630,0.334,0.540,0.340,0.251
,,444,N/A,N/A,N/A,0.375,0.468,0.386,0.700,0.370,0.601,0.378,0.280
,,445,N/A,N/A,N/A,0.415,0.518,0.426,0.775,0.409,0.665,0.418,0.310
,,446,N/A,N/A,N/A,0.454,0.569,0.466,0.850,0.448,0.730,0.458,0.340
,,447,N/A,N/A,N/A,0.493,0.619,0.506,0.924,0.486,0.794,0.497,0.371
,,448,N/A,N/A,N/A,0.530,0.667,0.543,0.995,0.522,0.855,0.535,0.399
,,449,N/A,N/A,N/A,0.563,0.711,0.577,1.059,0.555,0.911,0.569,0.426
,,450,N/A,N/A,N/A,0.592,0.749,0.606,1.115,0.583,0.959,0.598,0.449
,,451,N/A,N/A,N/A,0.615,0.779,0.629,1.159,0.605,0.998,0.621,0.467
,,452,N/A,N/A,N/A,0.630,0.800,0.644,1.190,0.620,1.025,0.636,0.479
,,453,N/A,N/A,N/A,0.636,0.810,0.651,1.205,0.627,1.038,0.643,0.486
,,454,N/A,N/A,N/A,0.635,0.810,0.649,1.205,0.626,1.039,0.642,0.486
,,455,N/A,N/A,N/A,0.626,0.800,0.640,1.190,0.617,1.026,0.632,0.480
,,456,N/A,N/A,N/A,0.608,0.780,0.622,1.159,0.600,1.000,0.614,0.467
,,457,N/A,N/A,N/A,0.585,0.751,0.597,1.116,0.577,0.964,0.590,0.450
,,458,N/A,N/A,N/A,0.556,0.715,0.568,1.063,0.549,0.919,0.561,0.428
,,459,N/A,N/A,N/A,0.523,0.674,0.534,1.002,0.517,0.866,0.527,0.403
,,460,N/A,N/A,N/A,0.487,0.630,0.498,0.935,0.482,0.810,0.491,0.377
,,461,N/A,N/A,N/A,0.450,0.584,0.460,0.867,0.446,0.751,0.454,0.349
,,462,N/A,N/A,N/A,0.414,0.538,0.423,0.800,0.410,0.693,0.418,0.322
,,463,N/A,N/A,N/A,0.380,0.494,0.388,0.734,0.376,0.636,0.383,0.295
,,464,N/A,N/A,N/A,0.347,0.453,0.355,0.673,0.344,0.583,0.350,0.270
,,465,N/A,N/A,N/A,0.317,0.415,0.324,0.616,0.314,0.534,0.319,0.247
,,466,N/A,N/A,N/A,0.290,0.379,0.296,0.563,0.287,0.489,0.291,0.226
,,467,N/A,N/A,N/A,0.265,0.347,0.270,0.516,0.262,0.447,0.266,0.207
,,468,N/A,N/A,N/A,0.242,0.318,0.247,0.472,0.239,0.409,0.243,0.190
,,469,N/A,N/A,N/A,0.221,0.292,0.226,0.434,0.219,0.375,0.222,0.174
,,470,N/A,N/A,N/A,0.202,0.267,0.207,0.398,0.200,0.344,0.203,0.159
,,471,N/A,N/A,N/A,0.185,0.245,0.190,0.365,0.183,0.315,0.186,0.146
,,472,N/A,N/A,N/A,0.169,0.225,0.174,0.335,0.167,0.288,0.170,0.134
,,473,N/A,N/A,N/A,0.155,0.206,0.159,0.307,0.153,0.264,0.155,0.122
,,474,N/A,N/A,N/A,0.141,0.187,0.144,0.280,0.139,0.240,0.141,0.111
,,475,N/A,N/A,N/A,0.128,0.170,0.131,0.255,0.126,0.218,0.128,0.101
,,476,N/A,N/A,N/A,0.116,0.155,0.119,0.232,0.114,0.198,0.115,0.092
,,477,N/A,N/A,N/A,0.104,0.140,0.108,0.210,0.103,0.179,0.104,0.083
,,478,N/A,N/A,N/A,0.094,0.127,0.097,0.189,0.092,0.161,0.094,0.075
,,479,N/A,N/A,N/A,0.085,0.114,0.087,0.171,0.083,0.145,0.084,0.067
,,480,N/A,N/A,N/A,0.076,0.103,0.079,0.154,0.075,0.131,0.076,0.061
,,481,N/A,N/A,N/A,0.069,0.093,0.071,0.139,0.067,0.118,0.068,0.055
,,482,N/A,N/A,N/A,0.062,0.084,0.064,0.126,0.061,0.107,0.062,0.049
,,483,N/A,N/A,N/A,0.057,0.077,0.058,0.114,0.055,0.097,0.056,0.045
,,484,N/A,N/A,N/A,0.052,0.070,0.052,0.104,0.050,0.088,0.051,0.041
,,485,N/A,N/A,N/A,0.047,0.064,0.048,0.095,0.045,0.081,0.046,0.038
,,486,N/A,N/A,N/A,0.043,0.059,0.044,0.087,0.042,0.074,0.043,0.035
,,487,N/A,N/A,N/A,0.040,0.054,0.040,0.080,0.038,0.068,0.039,0.032
,,488,N/A,N/A,N/A,0.036,0.050,0.037,0.074,0.035,0.063,0.036,0.029
,,489,N/A,N/A,N/A,0.034,0.046,0.034,0.068,0.032,0.058,0.033,0.027
,,490,N/A,N/A,N/A,0.031,0.043,0.032,0.063,0.030,0.054,0.031,0.025
,,491,N/A,N/A,N/A,0.029,0.040,0.029,0.059,0.028,0.050,0.029,0.024
,,492,N/A,N/A,N/A,0.027,0.037,0.027,0.055,0.026,0.047,0.027,0.022
,,493,N/A,N/A,N/A,0.025,0.035,0.026,0.051,0.024,0.044,0.025,0.021
,,494,N/A,N/A,N/A,0.024,0.033,0.024,0.048,0.023,0.041,0.024,0.019
,,495,N/A,N/A,N/A,0.022,0.031,0.023,0.046,0.021,0.039,0.022,0.018
,,496,N/A,N/A,N/A,0.021,0.029,0.022,0.044,0.020,0.037,0.021,0.017
,,497,N/A,N/A,N/A,0.020,0.028,0.021,0.042,0.019,0.035,0.020,0.017
,,498,N/A,N/A,N/A,0.019,0.027,0.020,0.041,0.019,0.034,0.019,0.016
,,499,N/A,N/A,N/A,0.019,0.026,0.019,0.040,0.018,0.033,0.018,0.015
,,500,N/A,N/A,N/A,0.018,0.025,0.019,0.039,0.017,0.032,0.018,0.015
,,501,N/A,N/A,N/A,0.018,0.025,0.019,0.038,0.017,0.031,0.017,0.015
,,502,N/A,N/A,N/A,0.018,0.025,0.018,0.038,0.017,0.031,0.017,0.014
,,503,N/A,N/A,N/A,0.017,0.025,0.018,0.037,0.017,0.031,0.017,0.014
,,504,N/A,N/A,N/A,0.017,0.025,0.018,0.038,0.017,0.031,0.017,0.014
,,505,N/A,N/A,N/A,0.017,0.025,0.018,0.038,0.017,0.031,0.017,0.014
,,506,N/A,N/A,N/A,0.018,0.025,0.018,0.038,0.017,0.031,0.017,0.014
,,507,N/A,N/A,N/A,0.018,0.025,0.019,0.039,0.017,0.031,0.017,0.015
,,508,N/A,N/A,N/A,0.018,0.026,0.019,0.039,0.017,0.032,0.018,0.015
,,509,N/A,N/A,N/A,0.018,0.026,0.019,0.040,0.017,0.032,0.018,0.015
,,510,N/A,N/A,N/A,0.019,0.027,0.020,0.041,0.018,0.033,0.018,0.016
,,511,N/A,N/A,N/A,0.019,0.028,0.020,0.042,0.018,0.034,0.019,0.016
,,512,N/A,N/A,N/A,0.020,0.028,0.021,0.043,0.019,0.035,0.019,0.016
,,513,N/A,N/A,N/A,0.020,0.029,0.021,0.044,0.019,0.035,0.020,0.017
,,514,N/A,N/A,N/A,0.021,0.030,0.022,0.046,0.019,0.036,0.020,0.017
,,515,N/A,N/A,N/A,0.022,0.031,0.023,0.048,0.020,0.038,0.021,0.018
,,516,N/A,N/A,N/A,0.022,0.032,0.023,0.049,0.021,0.039,0.021,0.018
,,517,N/A,N/A,N/A,0.023,0.033,0.024,0.051,0.021,0.040,0.022,0.019
,,518,N/A,N/A,N/A,0.024,0.035,0.025,0.053,0.022,0.041,0.023,0.019
,,519,N/A,N/A,N/A,0.024,0.036,0.026,0.054,0.022,0.043,0.023,0.020
,,520,N/A,N/A,N/A,0.025,0.037,0.026,0.056,0.023,0.044,0.024,0.021
,,521,N/A,N/A,N/A,0.026,0.038,0.027,0.057,0.023,0.045,0.025,0.021
,,522,N/A,N/A,N/A,0.027,0.039,0.028,0.059,0.024,0.046,0.025,0.022
,,523,N/A,N/A,N/A,0.027,0.040,0.028,0.061,0.025,0.047,0.026,0.023
,,524,N/A,N/A,N/A,0.028,0.041,0.029,0.062,0.025,0.048,0.026,0.023
,,525,N/A,N/A,N/A,0.028,0.041,0.030,0.063,0.026,0.049,0.027,0.023
,,526,N/A,N/A,N/A,0.028,0.042,0.030,0.065,0.026,0.050,0.027,0.024
,,527,N/A,N/A,N/A,0.029,0.043,0.030,0.066,0.026,0.051,0.028,0.024
,,528,N/A,N/A,N/A,0.029,0.043,0.031,0.067,0.027,0.052,0.028,0.025
,,529,N/A,N/A,N/A,0.030,0.044,0.031,0.067,0.027,0.052,0.028,0.025
,,530,N/A,N/A,N/A,0.030,0.045,0.032,0.068,0.027,0.053,0.029,0.025
,,531,N/A,N/A,N/A,0.030,0.045,0.032,0.069,0.028,0.053,0.029,0.026
,,532,N/A,N/A,N/A,0.030,0.046,0.032,0.070,0.028,0.054,0.029,0.026
,,533,N/A,N/A,N/A,0.031,0.046,0.033,0.071,0.028,0.055,0.030,0.026
,,534,N/A,N/A,N/A,0.031,0.046,0.033,0.072,0.029,0.056,0.030,0.027
,,535,N/A,N/A,N/A,0.031,0.047,0.034,0.073,0.029,0.057,0.030,0.027
,,536,N/A,N/A,N/A,0.032,0.048,0.034,0.074,0.029,0.057,0.031,0.028
,,537,N/A,N/A,N/A,0.032,0.048,0.034,0.075,0.030,0.058,0.031,0.028
,,538,N/A,N/A,N/A,0.032,0.049,0.035,0.076,0.030,0.059,0.032,0.028
,,539,N/A,N/A,N/A,0.033,0.050,0.035,0.078,0.030,0.060,0.032,0.029
,,540,N/A,N/A,N/A,0.033,0.050,0.036,0.079,0.031,0.061,0.033,0.030
,,541,N/A,N/A,N/A,0.034,0.051,0.037,0.081,0.031,0.062,0.033,0.030
,,542,N/A,N/A,N/A,0.034,0.052,0.037,0.082,0.032,0.063,0.034,0.031
,,543,N/A,N/A,N/A,0.035,0.053,0.037,0.083,0.032,0.064,0.034,0.031
,,544,N/A,N/A,N/A,0.035,0.054,0.038,0.084,0.032,0.064,0.035,0.031
,,545,N/A,N/A,N/A,0.036,0.054,0.038,0.085,0.033,0.065,0.035,0.032
,,546,N/A,N/A,N/A,0.036,0.055,0.039,0.086,0.033,0.066,0.035,0.032
,,547,N/A,N/A,N/A,0.036,0.056,0.039,0.087,0.033,0.066,0.036,0.033
,,548,N/A,N/A,N/A,0.036,0.056,0.039,0.088,0.033,0.067,0.036,0.033
,,549,N/A,N/A,N/A,0.037,0.057,0.039,0.088,0.034,0.068,0.036,0.033
,,550,N/A,N/A,N/A,0.037,0.057,0.040,0.089,0.034,0.068,0.037,0.034
,,551,N/A,N/A,N/A,0.037,0.058,0.040,0.089,0.034,0.069,0.037,0.034
,,552,N/A,N/A,N/A,0.037,0.058,0.040,0.090,0.034,0.069,0.037,0.034
,,553,N/A,N/A,N/A,0.038,0.058,0.040,0.090,0.034,0.070,0.037,0.034
,,554,N/A,N/A,N/A,0.038,0.059,0.040,0.091,0.035,0.070,0.037,0.034
,,555,N/A,N/A,N/A,0.038,0.059,0.040,0.091,0.035,0.071,0.037,0.035
,,556,N/A,N/A,N/A,0.038,0.060,0.040,0.092,0.035,0.071,0.038,0.035
,,557,N/A,N/A,N/A,0.038,0.060,0.041,0.093,0.035,0.072,0.038,0.035
,,558,N/A,N/A,N/A,0.039,0.060,0.041,0.094,0.035,0.072,0.038,0.035
,,559,N/A,N/A,N/A,0.039,0.061,0.041,0.094,0.036,0.073,0.038,0.035
,,560,N/A,N/A,N/A,0.039,0.062,0.042,0.095,0.036,0.073,0.038,0.036
,,561,N/A,N/A,N/A,0.039,0.062,0.042,0.096,0.036,0.074,0.038,0.036
,,562,N/A,N/A,N/A,0.040,0.063,0.042,0.097,0.036,0.074,0.038,0.036
,,563,N/A,N/A,N/A,0.040,0.063,0.042,0.097,0.036,0.075,0.038,0.036
,,564,N/A,N/A,N/A,0.040,0.063,0.043,0.098,0.037,0.075,0.039,0.036
,,565,N/A,N/A,N/A,0.040,0.063,0.043,0.099,0.037,0.076,0.039,0.036
,,566,N/A,N/A,N/A,0.040,0.064,0.043,0.099,0.037,0.076,0.039,0.037
,,567,N/A,N/A,N/A,0.040,0.064,0.043,0.100,0.037,0.076,0.039,0.037
,,568,N/A,N/A,N/A,0.040,0.065,0.043,0.100,0.037,0.076,0.039,0.037
,,569,N/A,N/A,N/A,0.040,0.065,0.043,0.100,0.037,0.076,0.039,0.037
,,570,N/A,N/A,N/A,0.040,0.065,0.043,0.100,0.037,0.077,0.039,0.037
,,571,N/A,N/A,N/A,0.040,0.065,0.043,0.100,0.037,0.077,0.039,0.037
,,572,N/A,N/A,N/A,0.040,0.065,0.043,0.101,0.037,0.077,0.039,0.037
,,573,N/A,N/A,N/A,0.041,0.065,0.043,0.101,0.037,0.078,0.039,0.037
,,574,N/A,N/A,N/A,0.041,0.066,0.043,0.101,0.037,0.078,0.039,0.038
,,575,N/A,N/A,N/A,0.041,0.066,0.043,0.102,0.037,0.078,0.039,0.038
,,576,N/A,N/A,N/A,0.041,0.066,0.043,0.102,0.037,0.078,0.039,0.038
,,577,N/A,N/A,N/A,0.041,0.066,0.043,0.102,0.037,0.079,0.039,0.038
,,578,N/A,N/A,N/A,0.041,0.067,0.044,0.103,0.037,0.079,0.039,0.038
,,579,N/A,N/A,N/A,0.041,0.067,0.044,0.103,0.038,0.080,0.040,0.038
,,580,N/A,N/A,N/A,0.041,0.068,0.044,0.104,0.038,0.080,0.040,0.038
,,581,N/A,N/A,N/A,0.042,0.068,0.044,0.105,0.038,0.081,0.040,0.039
,,582,N/A,N/A,N/A,0.042,0.069,0.044,0.105,0.038,0.081,0.040,0.039
,,583,N/A,N/A,N/A,0.042,0.069,0.044,0.106,0.038,0.082,0.040,0.039
,,584,N/A,N/A,N/A,0.042,0.069,0.045,0.107,0.039,0.083,0.040,0.039
,,585,N/A,N/A,N/A,0.042,0.070,0.045,0.107,0.039,0.083,0.041,0.040
,,586,N/A,N/A,N/A,0.043,0.070,0.045,0.108,0.039,0.084,0.041,0.040
,,587,N/A,N/A,N/A,0.043,0.071,0.045,0.109,0.040,0.085,0.041,0.040
,,588,N/A,N/A,N/A,0.043,0.072,0.046,0.110,0.040,0.086,0.042,0.041
,,589,N/A,N/A,N/A,0.044,0.072,0.046,0.111,0.040,0.086,0.042,0.041
,,590,N/A,N/A,N/A,0.044,0.073,0.046,0.112,0.040,0.087,0.042,0.042
,,591,N/A,N/A,N/A,0.044,0.073,0.047,0.113,0.041,0.088,0.043,0.042
,,592,N/A,N/A,N/A,0.044,0.073,0.047,0.113,0.041,0.089,0.043,0.042
,,593,N/A,N/A,N/A,0.044,0.073,0.047,0.114,0.041,0.090,0.043,0.042
,,594,N/A,N/A,N/A,0.044,0.074,0.047,0.115,0.042,0.090,0.043,0.043
,,595,N/A,N/A,N/A,0.044,0.074,0.047,0.115,0.042,0.091,0.043,0.043
,,596,N/A,N/A,N/A,0.044,0.075,0.047,0.116,0.042,0.091,0.043,0.043
,,597,N/A,N/A,N/A,0.045,0.075,0.048,0.116,0.042,0.091,0.043,0.043
,,598,N/A,N/A,N/A,0.045,0.075,0.048,0.116,0.042,0.091,0.043,0.043
,,599,N/A,N/A,N/A,0.045,0.075,0.048,0.117,0.042,0.092,0.043,0.043
,,600,N/A,N/A,N/A,0.045,0.076,0.048,0.117,0.042,0.093,0.043,0.043
,,601,N/A,N/A,N/A,0.045,0.076,0.048,0.118,0.042,0.093,0.043,0.043
,,602,N/A,N/A,N/A,0.046,0.077,0.048,0.118,0.043,0.094,0.043,0.044
,,603,N/A,N/A,N/A,0.046,0.078,0.048,0.119,0.043,0.095,0.044,0.044
,,604,N/A,N/A,N/A,0.047,0.079,0.049,0.121,0.043,0.096,0.044,0.045
,,605,N/A,N/A,N/A,0.047,0.081,0.049,0.122,0.044,0.097,0.045,0.045
,,606,N/A,N/A,N/A,0.048,0.082,0.050,0.124,0.045,0.099,0.046,0.046
,,607,N/A,N/A,N/A,0.049,0.084,0.051,0.127,0.046,0.101,0.046,0.047
,,608,N/A,N/A,N/A,0.050,0.086,0.052,0.130,0.047,0.104,0.047,0.048
,,609,N/A,N/A,N/A,0.052,0.088,0.054,0.134,0.048,0.108,0.049,0.049
,,610,N/A,N/A,N/A,0.053,0.091,0.055,0.138,0.050,0.111,0.050,0.051
,,611,N/A,N/A,N/A,0.055,0.094,0.057,0.143,0.052,0.115,0.052,0.053
,,612,N/A,N/A,N/A,0.057,0.097,0.059,0.148,0.053,0.119,0.054,0.055
,,613,N/A,N/A,N/A,0.058,0.101,0.061,0.153,0.055,0.124,0.056,0.057
,,614,N/A,N/A,N/A,0.061,0.105,0.063,0.159,0.057,0.129,0.058,0.060
,,615,N/A,N/A,N/A,0.063,0.109,0.066,0.165,0.060,0.135,0.061,0.063
,,616,N/A,N/A,N/A,0.066,0.114,0.068,0.172,0.063,0.141,0.064,0.065
,,617,N/A,N/A,N/A,0.068,0.118,0.071,0.180,0.065,0.147,0.066,0.068
,,618,N/A,N/A,N/A,0.071,0.123,0.074,0.187,0.068,0.154,0.069,0.071
,,619,N/A,N/A,N/A,0.074,0.129,0.077,0.195,0.071,0.161,0.072,0.075
,,620,N/A,N/A,N/A,0.077,0.135,0.080,0.203,0.074,0.168,0.075,0.078
,,621,N/A,N/A,N/A,0.081,0.141,0.083,0.211,0.077,0.176,0.078,0.081
,,622,N/A,N/A,N/A,0.084,0.147,0.086,0.220,0.081,0.183,0.082,0.085
,,623,N/A,N/A,N/A,0.087,0.153,0.090,0.228,0.084,0.191,0.085,0.088
,,624,N/A,N/A,N/A,0.091,0.160,0.093,0.238,0.088,0.200,0.089,0.092
,,625,N/A,N/A,N/A,0.095,0.167,0.097,0.247,0.092,0.210,0.092,0.096
,,626,N/A,N/A,N/A,0.099,0.174,0.101,0.257,0.096,0.220,0.096,0.100
,,627,N/A,N/A,N/A,0.103,0.182,0.105,0.269,0.101,0.230,0.101,0.105
,,628,N/A,N/A,N/A,0.108,0.190,0.109,0.281,0.105,0.242,0.105,0.110
,,629,N/A,N/A,N/A,0.113,0.199,0.114,0.294,0.111,0.254,0.111,0.116
,,630,N/A,N/A,N/A,0.118,0.209,0.120,0.309,0.116,0.268,0.116,0.122
,,631,N/A,N/A,N/A,0.124,0.220,0.126,0.325,0.123,0.283,0.123,0.129
,,632,N/A,N/A,N/A,0.131,0.233,0.133,0.342,0.129,0.299,0.130,0.137
,,633,N/A,N/A,N/A,0.139,0.247,0.140,0.363,0.137,0.317,0.137,0.145
,,634,N/A,N/A,N/A,0.147,0.262,0.149,0.385,0.146,0.338,0.146,0.154
,,635,N/A,N/A,N/A,0.157,0.280,0.158,0.411,0.156,0.361,0.156,0.165
,,636,N/A,N/A,N/A,0.168,0.300,0.169,0.440,0.167,0.388,0.167,0.177
,,637,N/A,N/A,N/A,0.180,0.323,0.182,0.474,0.179,0.417,0.179,0.191
,,638,N/A,N/A,N/A,0.194,0.349,0.196,0.512,0.193,0.451,0.193,0.206
,,639,N/A,N/A,N/A,0.210,0.378,0.212,0.554,0.209,0.489,0.209,0.223
,,640,N/A,N/A,N/A,0.228,0.410,0.230,0.602,0.227,0.531,0.227,0.242
,,641,N/A,N/A,N/A,0.248,0.447,0.250,0.655,0.247,0.578,0.247,0.264
,,642,N/A,N/A,N/A,0.270,0.487,0.272,0.714,0.269,0.631,0.269,0.287
,,643,N/A,N/A,N/A,0.294,0.532,0.297,0.780,0.294,0.691,0.293,0.314
,,644,N/A,N/A,N/A,0.321,0.581,0.324,0.852,0.321,0.755,0.320,0.343
,,645,N/A,N/A,N/A,0.350,0.635,0.353,0.930,0.350,0.825,0.349,0.375
,,646,N/A,N/A,N/A,0.381,0.692,0.384,1.015,0.381,0.900,0.380,0.410
,,647,N/A,N/A,N/A,0.415,0.754,0.418,1.105,0.415,0.980,0.414,0.447
,,648,N/A,N/A,N/A,0.450,0.820,0.454,1.202,0.450,1.067,0.451,0.487
,,649,N/A,N/A,N/A,0.488,0.891,0.492,1.305,0.488,1.158,0.489,0.529
,,650,N/A,N/A,N/A,0.529,0.966,0.532,1.414,0.529,1.255,0.530,0.574
,,651,N/A,N/A,N/A,0.572,1.046,0.575,1.530,0.571,1.358,0.572,0.621
,,652,N/A,N/A,N/A,0.617,1.131,0.620,1.652,0.615,1.466,0.616,0.670
,,653,N/A,N/A,N/A,0.663,1.217,0.666,1.778,0.661,1.578,0.662,0.720
,,654,N/A,N/A,N/A,0.711,1.307,0.714,1.908,0.709,1.694,0.710,0.774
,,655,N/A,N/A,N/A,0.760,1.398,0.762,2.041,0.757,1.813,0.759,0.828
,,656,N/A,N/A,N/A,0.808,1.490,0.811,2.173,0.806,1.932,0.807,0.883
,,657,N/A,N/A,N/A,0.855,1.578,0.857,2.301,0.853,2.047,0.854,0.936
,,658,N/A,N/A,N/A,0.898,1.661,0.900,2.420,0.896,2.155,0.898,0.985
,,659,N/A,N/A,N/A,0.936,1.733,0.937,2.525,0.934,2.250,0.936,1.028
,,660,N/A,N/A,N/A,0.967,1.793,0.968,2.611,0.965,2.327,0.966,1.063
,,661,N/A,N/A,N/A,0.989,1.837,0.989,2.672,0.987,2.385,0.988,1.088
,,662,N/A,N/A,N/A,1.000,1.861,1.000,2.706,0.999,2.418,0.999,1.103
,,663,N/A,N/A,N/A,1.000,1.863,1.000,2.709,1.000,2.423,1.000,1.105
,,664,N/A,N/A,N/A,0.988,1.844,0.987,2.680,0.988,2.398,0.989,1.095
