Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,448,N/A,N/A,N/A,0.560,0.560,0.573,0.809,0.564,0.738
,,449,N/A,N/A,N/A,0.595,0.596,0.609,0.862,0.599,0.785
,,450,N/A,N/A,N/A,0.624,0.627,0.640,0.907,0.628,0.826
,,451,N/A,N/A,N/A,0.647,0.652,0.663,0.943,0.651,0.857
,,452,N/A,N/A,N/A,0.662,0.668,0.679,0.967,0.665,0.878
,,453,N/A,N/A,N/A,0.669,0.677,0.685,0.979,0.671,0.888
,,454,N/A,N/A,N/A,0.668,0.677,0.683,0.978,0.669,0.887
,,455,N/A,N/A,N/A,0.658,0.668,0.673,0.964,0.659,0.875
,,456,N/A,N/A,N/A,0.639,0.650,0.653,0.938,0.639,0.851
,,457,N/A,N/A,N/A,0.613,0.625,0.626,0.902,0.613,0.818
,,458,N/A,N/A,N/A,0.582,0.595,0.594,0.858,0.582,0.778
,,459,N/A,N/A,N/A,0.547,0.560,0.558,0.807,0.547,0.733
,,460,N/A,N/A,N/A,0.509,0.523,0.520,0.753,0.509,0.684
,,461,N/A,N/A,N/A,0.471,0.485,0.480,0.697,0.470,0.633
,,462,N/A,N/A,N/A,0.434,0.447,0.441,0.643,0.433,0.584
,,463,N/A,N/A,N/A,0.398,0.411,0.404,0.590,0.396,0.536
,,464,N/A,N/A,N/A,0.364,0.377,0.370,0.540,0.362,0.491
,,465,N/A,N/A,N/A,0.332,0.345,0.338,0.495,0.331,0.449
,,466,N/A,N/A,N/A,0.303,0.315,0.308,0.453,0.302,0.411
,,467,N/A,N/A,N/A,0.277,0.288,0.282,0.414,0.276,0.376
,,468,N/A,N/A,N/A,0.253,0.264,0.258,0.380,0.252,0.344
,,469,N/A,N/A,N/A,0.231,0.242,0.236,0.349,0.230,0.315
,,470,N/A,N/A,N/A,0.212,0.222,0.216,0.320,0.210,0.289
,,471,N/A,N/A,N/A,0.194,0.204,0.197,0.293,0.192,0.264
,,472,N/A,N/A,N/A,0.177,0.186,0.180,0.268,0.176,0.242
,,473,N/A,N/A,N/A,0.161,0.170,0.164,0.245,0.160,0.221
,,474,N/A,N/A,N/A,0.147,0.155,0.149,0.223,0.145,0.201
,,475,N/A,N/A,N/A,0.133,0.141,0.135,0.203,0.131,0.182
,,476,N/A,N/A,N/A,0.120,0.128,0.123,0.184,0.118,0.165
,,477,N/A,N/A,N/A,0.109,0.116,0.111,0.166,0.107,0.149
,,478,N/A,N/A,N/A,0.098,0.104,0.100,0.150,0.096,0.134
,,479,N/A,N/A,N/A,0.088,0.094,0.090,0.135,0.087,0.121
,,480,N/A,N/A,N/A,0.079,0.085,0.081,0.122,0.078,0.109
,,481,N/A,N/A,N/A,0.071,0.077,0.073,0.110,0.070,0.099
,,482,N/A,N/A,N/A,0.065,0.069,0.066,0.100,0.063,0.089
,,483,N/A,N/A,N/A,0.058,0.063,0.059,0.091,0.058,0.081
,,484,N/A,N/A,N/A,0.053,0.057,0.054,0.083,0.052,0.074
,,485,N/A,N/A,N/A,0.048,0.052,0.049,0.075,0.048,0.068
,,486,N/A,N/A,N/A,0.044,0.048,0.045,0.069,0.044,0.062
,,487,N/A,N/A,N/A,0.041,0.044,0.042,0.064,0.040,0.057
,,488,N/A,N/A,N/A,0.037,0.041,0.038,0.059,0.037,0.053
,,489,N/A,N/A,N/A,0.035,0.038,0.035,0.055,0.034,0.049
,,490,N/A,N/A,N/A,0.032,0.035,0.033,0.050,0.032,0.045
,,491,N/A,N/A,N/A,0.030,0.033,0.030,0.047,0.029,0.042
,,492,N/A,N/A,N/A,0.028,0.030,0.028,0.044,0.027,0.039
,,493,N/A,N/A,N/A,0.026,0.028,0.027,0.041,0.025,0.037
,,494,N/A,N/A,N/A,0.024,0.027,0.025,0.039,0.024,0.034
,,495,N/A,N/A,N/A,0.023,0.025,0.023,0.036,0.022,0.032
,,496,N/A,N/A,N/A,0.021,0.024,0.022,0.035,0.021,0.031
,,497,N/A,N/A,N/A,0.020,0.023,0.021,0.033,0.020,0.029
,,498,N/A,N/A,N/A,0.020,0.022,0.020,0.032,0.019,0.028
,,499,N/A,N/A,N/A,0.019,0.021,0.020,0.031,0.019,0.027
,,500,N/A,N/A,N/A,0.018,0.021,0.019,0.030,0.018,0.027
,,501,N/A,N/A,N/A,0.018,0.020,0.019,0.030,0.018,0.026
,,502,N/A,N/A,N/A,0.018,0.020,0.019,0.030,0.018,0.026
,,503,N/A,N/A,N/A,0.018,0.020,0.019,0.030,0.018,0.026
,,504,N/A,N/A,N/A,0.018,0.020,0.019,0.030,0.017,0.026
,,505,N/A,N/A,N/A,0.018,0.020,0.019,0.030,0.017,0.026
,,506,N/A,N/A,N/A,0.018,0.020,0.019,0.030,0.018,0.026
,,507,N/A,N/A,N/A,0.018,0.020,0.019,0.031,0.018,0.026
,,508,N/A,N/A,N/A,0.018,0.021,0.020,0.032,0.018,0.026
,,509,N/A,N/A,N/A,0.019,0.021,0.020,0.032,0.018,0.027
,,510,N/A,N/A,N/A,0.019,0.022,0.021,0.033,0.019,0.028
,,511,N/A,N/A,N/A,0.019,0.022,0.021,0.034,0.019,0.028
,,512,N/A,N/A,N/A,0.020,0.023,0.022,0.035,0.019,0.029
,,513,N/A,N/A,N/A,0.020,0.023,0.022,0.036,0.020,0.030
,,514,N/A,N/A,N/A,0.021,0.024,0.023,0.037,0.020,0.031
,,515,N/A,N/A,N/A,0.022,0.025,0.024,0.039,0.021,0.032
,,516,N/A,N/A,N/A,0.022,0.026,0.025,0.040,0.022,0.033
,,517,N/A,N/A,N/A,0.023,0.027,0.025,0.041,0.023,0.034
,,518,N/A,N/A,N/A,0.024,0.027,0.026,0.043,0.024,0.036
,,519,N/A,N/A,N/A,0.024,0.028,0.027,0.044,0.024,0.037
,,520,N/A,N/A,N/A,0.025,0.029,0.028,0.046,0.025,0.038
,,521,N/A,N/A,N/A,0.026,0.030,0.029,0.047,0.026,0.039
,,522,N/A,N/A,N/A,0.027,0.031,0.030,0.049,0.026,0.040
,,523,N/A,N/A,N/A,0.027,0.032,0.030,0.050,0.027,0.041
,,524,N/A,N/A,N/A,0.028,0.032,0.031,0.051,0.027,0.042
,,525,N/A,N/A,N/A,0.028,0.033,0.031,0.052,0.028,0.043
,,526,N/A,N/A,N/A,0.029,0.034,0.032,0.053,0.028,0.043
,,527,N/A,N/A,N/A,0.029,0.034,0.032,0.054,0.028,0.044
,,528,N/A,N/A,N/A,0.029,0.035,0.033,0.054,0.029,0.044
,,529,N/A,N/A,N/A,0.030,0.035,0.033,0.055,0.029,0.045
,,530,N/A,N/A,N/A,0.030,0.036,0.033,0.056,0.029,0.045
,,531,N/A,N/A,N/A,0.030,0.036,0.034,0.056,0.030,0.046
,,532,N/A,N/A,N/A,0.031,0.036,0.034,0.057,0.030,0.046
,,533,N/A,N/A,N/A,0.031,0.037,0.034,0.058,0.030,0.047
,,534,N/A,N/A,N/A,0.031,0.037,0.035,0.059,0.031,0.048
,,535,N/A,N/A,N/A,0.032,0.038,0.035,0.060,0.031,0.048
,,536,N/A,N/A,N/A,0.032,0.039,0.036,0.061,0.031,0.049
,,537,N/A,N/A,N/A,0.033,0.039,0.036,0.062,0.032,0.050
,,538,N/A,N/A,N/A,0.033,0.040,0.037,0.063,0.032,0.050
,,539,N/A,N/A,N/A,0.034,0.041,0.038,0.064,0.033,0.051
,,540,N/A,N/A,N/A,0.034,0.041,0.038,0.065,0.033,0.052
,,541,N/A,N/A,N/A,0.035,0.042,0.039,0.066,0.034,0.053
,,542,N/A,N/A,N/A,0.036,0.043,0.039,0.067,0.034,0.054
,,543,N/A,N/A,N/A,0.036,0.044,0.040,0.068,0.035,0.055
,,544,N/A,N/A,N/A,0.037,0.045,0.040,0.069,0.035,0.056
,,545,N/A,N/A,N/A,0.037,0.045,0.041,0.070,0.035,0.056
,,546,N/A,N/A,N/A,0.038,0.046,0.041,0.071,0.036,0.057
,,547,N/A,N/A,N/A,0.038,0.047,0.042,0.072,0.036,0.058
,,548,N/A,N/A,N/A,0.039,0.047,0.042,0.072,0.037,0.058
,,549,N/A,N/A,N/A,0.039,0.048,0.042,0.073,0.037,0.059
,,550,N/A,N/A,N/A,0.039,0.048,0.042,0.073,0.037,0.059
,,551,N/A,N/A,N/A,0.039,0.048,0.043,0.074,0.037,0.060
,,552,N/A,N/A,N/A,0.039,0.048,0.043,0.074,0.037,0.060
,,553,N/A,N/A,N/A,0.039,0.049,0.043,0.074,0.038,0.061
,,554,N/A,N/A,N/A,0.040,0.049,0.043,0.075,0.038,0.061
,,555,N/A,N/A,N/A,0.040,0.049,0.043,0.075,0.038,0.061
,,556,N/A,N/A,N/A,0.040,0.049,0.043,0.076,0.038,0.061
,,557,N/A,N/A,N/A,0.040,0.050,0.043,0.076,0.038,0.062
,,558,N/A,N/A,N/A,0.040,0.050,0.043,0.076,0.038,0.063
,,559,N/A,N/A,N/A,0.040,0.050,0.044,0.077,0.039,0.063
,,560,N/A,N/A,N/A,0.040,0.051,0.044,0.077,0.039,0.063
,,561,N/A,N/A,N/A,0.041,0.051,0.044,0.078,0.039,0.064
,,562,N/A,N/A,N/A,0.041,0.051,0.044,0.078,0.039,0.064
,,563,N/A,N/A,N/A,0.041,0.052,0.044,0.079,0.039,0.065
,,564,N/A,N/A,N/A,0.041,0.052,0.044,0.079,0.039,0.065
,,565,N/A,N/A,N/A,0.041,0.052,0.045,0.079,0.040,0.065
,,566,N/A,N/A,N/A,0.042,0.053,0.045,0.080,0.040,0.066
,,567,N/A,N/A,N/A,0.042,0.053,0.045,0.080,0.040,0.066
,,568,N/A,N/A,N/A,0.042,0.053,0.045,0.080,0.040,0.066
,,569,N/A,N/A,N/A,0.042,0.053,0.045,0.081,0.040,0.066
,,570,N/A,N/A,N/A,0.042,0.053,0.045,0.081,0.040,0.066
,,571,N/A,N/A,N/A,0.042,0.054,0.045,0.082,0.040,0.067
,,572,N/A,N/A,N/A,0.042,0.054,0.045,0.082,0.040,0.067
,,573,N/A,N/A,N/A,0.042,0.054,0.045,0.082,0.040,0.067
,,574,N/A,N/A,N/A,0.042,0.054,0.046,0.082,0.040,0.067
,,575,N/A,N/A,N/A,0.042,0.054,0.046,0.083,0.040,0.067
,,576,N/A,N/A,N/A,0.042,0.054,0.046,0.083,0.040,0.068
,,577,N/A,N/A,N/A,0.042,0.054,0.046,0.083,0.040,0.068
,,578,N/A,N/A,N/A,0.042,0.054,0.046,0.083,0.041,0.068
,,579,N/A,N/A,N/A,0.042,0.055,0.046,0.084,0.041,0.069
,,580,N/A,N/A,N/A,0.042,0.055,0.046,0.084,0.041,0.069
,,581,N/A,N/A,N/A,0.042,0.055,0.046,0.084,0.041,0.070
,,582,N/A,N/A,N/A,0.042,0.055,0.046,0.085,0.041,0.070
,,583,N/A,N/A,N/A,0.042,0.055,0.046,0.085,0.041,0.071
,,584,N/A,N/A,N/A,0.043,0.056,0.047,0.086,0.042,0.071
,,585,N/A,N/A,N/A,0.043,0.056,0.047,0.087,0.042,0.072
,,586,N/A,N/A,N/A,0.043,0.057,0.047,0.088,0.042,0.072
,,587,N/A,N/A,N/A,0.044,0.057,0.048,0.089,0.042,0.072
,,588,N/A,N/A,N/A,0.044,0.058,0.048,0.089,0.042,0.073
,,589,N/A,N/A,N/A,0.044,0.058,0.049,0.090,0.043,0.073
,,590,N/A,N/A,N/A,0.045,0.059,0.049,0.091,0.043,0.074
,,591,N/A,N/A,N/A,0.045,0.059,0.049,0.091,0.043,0.074
,,592,N/A,N/A,N/A,0.045,0.059,0.049,0.092,0.043,0.074
,,593,N/A,N/A,N/A,0.045,0.060,0.050,0.093,0.043,0.075
,,594,N/A,N/A,N/A,0.045,0.060,0.050,0.093,0.043,0.075
,,595,N/A,N/A,N/A,0.045,0.060,0.050,0.093,0.044,0.076
,,596,N/A,N/A,N/A,0.045,0.060,0.050,0.094,0.044,0.076
,,597,N/A,N/A,N/A,0.045,0.060,0.050,0.094,0.044,0.076
,,598,N/A,N/A,N/A,0.045,0.060,0.050,0.094,0.044,0.077
,,599,N/A,N/A,N/A,0.045,0.060,0.050,0.094,0.044,0.077
,,600,N/A,N/A,N/A,0.045,0.061,0.050,0.095,0.044,0.077
,,601,N/A,N/A,N/A,0.045,0.061,0.050,0.095,0.044,0.078
,,602,N/A,N/A,N/A,0.045,0.061,0.050,0.096,0.044,0.078
,,603,N/A,N/A,N/A,0.046,0.062,0.051,0.096,0.045,0.079
,,604,N/A,N/A,N/A,0.046,0.062,0.051,0.097,0.045,0.080
,,605,N/A,N/A,N/A,0.047,0.063,0.052,0.099,0.046,0.081
,,606,N/A,N/A,N/A,0.048,0.065,0.053,0.100,0.047,0.082
,,607,N/A,N/A,N/A,0.049,0.066,0.053,0.102,0.048,0.084
,,608,N/A,N/A,N/A,0.050,0.068,0.054,0.104,0.049,0.086
,,609,N/A,N/A,N/A,0.051,0.070,0.055,0.106,0.050,0.089
,,610,N/A,N/A,N/A,0.053,0.072,0.057,0.109,0.052,0.092
,,611,N/A,N/A,N/A,0.054,0.074,0.058,0.112,0.053,0.095
,,612,N/A,N/A,N/A,0.056,0.076,0.060,0.116,0.055,0.099
,,613,N/A,N/A,N/A,0.058,0.079,0.062,0.120,0.057,0.103
,,614,N/A,N/A,N/A,0.060,0.082,0.064,0.124,0.060,0.107
,,615,N/A,N/A,N/A,0.062,0.085,0.067,0.129,0.062,0.111
,,616,N/A,N/A,N/A,0.065,0.089,0.069,0.134,0.064,0.116
,,617,N/A,N/A,N/A,0.067,0.093,0.072,0.140,0.067,0.120
,,618,N/A,N/A,N/A,0.070,0.097,0.075,0.146,0.070,0.126
,,619,N/A,N/A,N/A,0.073,0.101,0.078,0.152,0.073,0.131
,,620,N/A,N/A,N/A,0.076,0.106,0.081,0.159,0.076,0.137
,,621,N/A,N/A,N/A,0.080,0.111,0.085,0.166,0.079,0.144
,,622,N/A,N/A,N/A,0.083,0.116,0.088,0.173,0.083,0.150
,,623,N/A,N/A,N/A,0.087,0.121,0.092,0.180,0.086,0.157
,,624,N/A,N/A,N/A,0.091,0.127,0.095,0.187,0.090,0.164
,,625,N/A,N/A,N/A,0.095,0.133,0.099,0.196,0.094,0.171
,,626,N/A,N/A,N/A,0.100,0.140,0.104,0.204,0.098,0.179
,,627,N/A,N/A,N/A,0.105,0.146,0.108,0.214,0.103,0.188
,,628,N/A,N/A,N/A,0.110,0.154,0.113,0.224,0.108,0.197
,,629,N/A,N/A,N/A,0.115,0.162,0.118,0.235,0.113,0.207
,,630,N/A,N/A,N/A,0.122,0.171,0.124,0.247,0.119,0.218
,,631,N/A,N/A,N/A,0.128,0.181,0.131,0.260,0.125,0.230
,,632,N/A,N/A,N/A,0.135,0.191,0.138,0.274,0.132,0.244
,,633,N/A,N/A,N/A,0.143,0.202,0.145,0.290,0.140,0.259
,,634,N/A,N/A,N/A,0.152,0.215,0.154,0.308,0.149,0.276
,,635,N/A,N/A,N/A,0.162,0.229,0.164,0.328,0.159,0.295
,,636,N/A,N/A,N/A,0.173,0.245,0.175,0.350,0.170,0.316
,,637,N/A,N/A,N/A,0.185,0.263,0.187,0.375,0.183,0.340
,,638,N/A,N/A,N/A,0.199,0.283,0.200,0.402,0.197,0.367
,,639,N/A,N/A,N/A,0.214,0.305,0.215,0.433,0.213,0.397
,,640,N/A,N/A,N/A,0.231,0.330,0.232,0.468,0.230,0.430
,,641,N/A,N/A,N/A,0.250,0.358,0.251,0.507,0.250,0.467
,,642,N/A,N/A,N/A,0.272,0.389,0.273,0.551,0.271,0.509
,,643,N/A,N/A,N/A,0.295,0.424,0.296,0.600,0.296,0.555
,,644,N/A,N/A,N/A,0.321,0.461,0.322,0.653,0.322,0.606
,,645,N/A,N/A,N/A,0.349,0.502,0.350,0.712,0.351,0.661
,,646,N/A,N/A,N/A,0.379,0.547,0.381,0.775,0.381,0.720
,,647,N/A,N/A,N/A,0.412,0.595,0.414,0.844,0.415,0.784
,,648,N/A,N/A,N/A,0.447,0.647,0.449,0.918,0.450,0.852
,,649,N/A,N/A,N/A,0.485,0.703,0.487,0.996,0.489,0.926
,,650,N/A,N/A,N/A,0.525,0.762,0.527,1.080,0.529,1.005
,,651,N/A,N/A,N/A,0.567,0.824,0.570,1.169,0.572,1.088
,,652,N/A,N/A,N/A,0.611,0.890,0.614,1.262,0.617,1.175
,,653,N/A,N/A,N/A,0.657,0.958,0.661,1.359,0.663,1.265
,,654,N/A,N/A,N/A,0.704,1.028,0.708,1.460,0.711,1.358
,,655,N/A,N/A,N/A,0.753,1.101,0.757,1.562,0.760,1.453
,,656,N/A,N/A,N/A,0.801,1.173,0.805,1.665,0.808,1.549
,,657,N/A,N/A,N/A,0.848,1.244,0.852,1.764,0.855,1.641
,,658,N/A,N/A,N/A,0.891,1.309,0.895,1.856,0.898,1.727
,,659,N/A,N/A,N/A,0.930,1.368,0.933,1.938,0.936,1.802
,,660,N/A,N/A,N/A,0.962,1.417,0.964,2.005,0.967,1.864
,,661,N/A,N/A,N/A,0.985,1.454,0.987,2.055,0.989,1.909
,,662,N/A,N/A,N/A,0.998,1.475,0.999,2.084,1.000,1.933
,,663,N/A,N/A,N/A,1.000,1.480,1.000,2.089,1.000,1.936
,,664,N/A,N/A,N/A,0.990,1.467,0.989,2.069,0.988,1.917
,,665,N/A,N/A,N/A,0.968,1.438,0.966,2.024,0.964,1.873
,,666,N/A,N/A,N/A,0.936,1.391,0.932,1.956,0.929,1.808
,,667,N/A,N/A,N/A,0.893,1.330,0.888,1.867,0.885,1.723
,,668,N/A,N/A,N/A,0.842,1.255,0.836,1.760,0.832,1.622
,,669,N/A,N/A,N/A,0.783,1.170,0.777,1.639,0.772,1.509
,,670,N/A,N/A,N/A,0.720,1.078,0.714,1.508,0.708,1.386
,,671,N/A,N/A,N/A,0.655,0.981,0.649,1.372,0.643,1.260
,,672,N/A,N/A,N/A,0.589,0.884,0.583,1.235,0.577,1.132
,,673,N/A,N/A,N/A,0.526,0.790,0.520,1.102,0.513,1.009
,,674,N/A,N/A,N/A,0.465,0.700,0.459,0.975,0.453,0.892
,,675,N/A,N/A,N/A,0.409,0.616,0.403,0.858,0.397,0.783
,,676,N/A,N/A,N/A,0.358,0.540,0.353,0.751,0.347,0.685
,,677,N/A,N/A,N/A,0.311,0.470,0.307,0.655,0.301,0.595
,,678,N/A,N/A,N/A,0.269,0.408,0.266,0.568,0.260,0.515
,,679,N/A,N/A,N/A,0.233,0.353,0.230,0.491,0.224,0.445
,,680,N/A,N/A,N/A,0.202,0.306,0.198,0.425,0.194,0.384
,,681,N/A,N/A,N/A,0.175,0.266,0.172,0.369,0.167,0.333
,,682,N/A,N/A,N/A,0.152,0.232,0.149,0.321,0.145,0.289
,,683,N/A,N/A,N/A,0.133,0.203,0.131,0.281,0.127,0.253
,,684,N/A,N/A,N/A,0.117,0.178,0.115,0.247,0.111,0.222
,,685,N/A,N/A,N/A,0.103,0.158,0.101,0.219,0.098,0.196
,,686,N/A,N/A,N/A,0.092,0.141,0.090,0.195,0.087,0.175
,,687,N/A,N/A,N/A,0.083,0.127,0.081,0.175,0.078,0.157
,,688,N/A,N/A,N/A,0.075,0.115,0.073,0.159,0.071,0.143
,,689,N/A,N/A,N/A,0.069,0.106,0.067,0.145,0.065,0.131
,,690,N/A,N/A,N/A,0.063,0.098,0.062,0.134,0.060,0.121
,,691,N/A,N/A,N/A,0.059,0.091,0.057,0.124,0.055,0.112
,,692,N/A,N/A,N/A,0.055,0.085,0.053,0.116,0.051,0.104
,,693,N/A,N/A,N/A,0.051,0.080,0.050,0.109,0.048,0.097
,,694,N/A,N/A,N/A,0.048,0.075,0.047,0.103,0.045,0.091
,,695,N/A,N/A,N/A,0.046,0.071,0.044,0.097,0.043,0.086
,,696,N/A,N/A,N/A,0.043,0.067,0.042,0.092,0.040,0.082
,,697,N/A,N/A,N/A,0.041,0.064,0.040,0.088,0.038,0.078
,,698,N/A,N/A,N/A,0.039,0.061,0.038,0.083,0.036,0.074
,,699,N/A,N/A,N/A,0.037,0.058,0.036,0.080,0.035,0.071
,,700,N/A,N/A,N/A,0.035,0.055,0.034,0.076,0.033,0.067
,,701,N/A,N/A,N/A,0.033,0.052,0.033,0.072,0.031,0.064
,,702,N/A,N/A,N/A,0.031,0.049,0.031,0.069,0.030,0.061
,,703,N/A,N/A,N/A,0.030,0.047,0.029,0.065,0.028,0.058
,,704,N/A,N/A,N/A,0.028,0.044,0.028,0.062,0.027,0.055
,,705,N/A,N/A,N/A,0.026,0.042,0.026,0.059,0.025,0.052
,,706,N/A,N/A,N/A,0.025,0.039,0.025,0.056,0.024,0.049
,,707,N/A,N/A,N/A,0.024,0.037,0.024,0.053,0.023,0.047
,,708,N/A,N/A,N/A,0.022,0.035,0.023,0.050,0.021,0.044
,,709,N/A,N/A,N/A,0.021,0.033,0.021,0.048,0.020,0.041
,,710,N/A,N/A,N/A,0.020,0.032,0.020,0.045,0.019,0.039
,,711,N/A,N/A,N/A,0.019,0.030,0.019,0.043,0.018,0.036
,,712,N/A,N/A,N/A,0.018,0.028,0.018,0.041,0.016,0.034
,,713,N/A,N/A,N/A,0.017,0.027,0.017,0.039,0.016,0.032
,,714,N/A,N/A,N/A,0.016,0.026,0.016,0.037,0.015,0.031
,,715,N/A,N/A,N/A,0.015,0.024,0.016,0.035,0.014,0.030
,,716,N/A,N/A,N/A,0.015,0.024,0.015,0.034,0.014,0.028
,,717,N/A,N/A,N/A,0.014,0.023,0.014,0.033,0.013,0.027
,,718,N/A,N/A,N/A,0.014,0.022,0.014,0.031,0.013,0.026
,,719,N/A,N/A,N/A,0.013,0.021,0.013,0.030,0.012,0.026
,,720,N/A,N/A,N/A,0.013,0.021,0.013,0.029,0.012,0.025
,,721,N/A,N/A,N/A,0.013,0.021,0.012,0.028,0.012,0.025
,,722,N/A,N/A,N/A,0.013,0.021,0.012,0.028,0.012,0.024
