Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,433,N/A,N/A,N/A,0.097,0.110,0.101,0.094,0.095,0.079
,,434,N/A,N/A,N/A,0.112,0.127,0.117,0.109,0.110,0.092
,,435,N/A,N/A,N/A,0.129,0.147,0.134,0.125,0.127,0.106
,,436,N/A,N/A,N/A,0.147,0.169,0.153,0.143,0.145,0.122
,,437,N/A,N/A,N/A,0.168,0.193,0.175,0.164,0.166,0.139
,,438,N/A,N/A,N/A,0.191,0.220,0.198,0.186,0.188,0.159
,,439,N/A,N/A,N/A,0.216,0.250,0.224,0.211,0.214,0.181
,,440,N/A,N/A,N/A,0.244,0.282,0.253,0.239,0.241,0.205
,,441,N/A,N/A,N/A,0.275,0.319,0.285,0.269,0.272,0.231
,,442,N/A,N/A,N/A,0.309,0.359,0.320,0.303,0.306,0.260
,,443,N/A,N/A,N/A,0.345,0.402,0.356,0.339,0.341,0.291
,,444,N/A,N/A,N/A,0.383,0.447,0.395,0.377,0.379,0.324
,,445,N/A,N/A,N/A,0.423,0.496,0.437,0.417,0.418,0.359
,,446,N/A,N/A,N/A,0.464,0.544,0.478,0.458,0.458,0.394
,,447,N/A,N/A,N/A,0.503,0.592,0.519,0.497,0.497,0.428
,,448,N/A,N/A,N/A,0.541,0.637,0.557,0.535,0.534,0.461
,,449,N/A,N/A,N/A,0.575,0.679,0.592,0.570,0.567,0.491
,,450,N/A,N/A,N/A,0.603,0.715,0.621,0.599,0.595,0.516
,,451,N/A,N/A,N/A,0.625,0.742,0.643,0.622,0.617,0.536
,,452,N/A,N/A,N/A,0.640,0.761,0.657,0.637,0.630,0.549
,,453,N/A,N/A,N/A,0.645,0.769,0.662,0.644,0.635,0.554
,,454,N/A,N/A,N/A,0.642,0.767,0.659,0.642,0.633,0.553
,,455,N/A,N/A,N/A,0.631,0.756,0.648,0.632,0.622,0.545
,,456,N/A,N/A,N/A,0.612,0.734,0.628,0.614,0.602,0.529
,,457,N/A,N/A,N/A,0.586,0.705,0.601,0.589,0.577,0.508
,,458,N/A,N/A,N/A,0.555,0.669,0.570,0.559,0.546,0.482
,,459,N/A,N/A,N/A,0.521,0.629,0.534,0.526,0.512,0.453
,,460,N/A,N/A,N/A,0.484,0.586,0.496,0.489,0.476,0.422
,,461,N/A,N/A,N/A,0.447,0.542,0.457,0.452,0.438,0.389
,,462,N/A,N/A,N/A,0.410,0.498,0.420,0.416,0.402,0.358
,,463,N/A,N/A,N/A,0.375,0.456,0.384,0.381,0.368,0.328
,,464,N/A,N/A,N/A,0.342,0.417,0.351,0.349,0.335,0.300
,,465,N/A,N/A,N/A,0.312,0.382,0.320,0.319,0.306,0.274
,,466,N/A,N/A,N/A,0.284,0.349,0.292,0.292,0.279,0.250
,,467,N/A,N/A,N/A,0.260,0.319,0.267,0.267,0.254,0.229
,,468,N/A,N/A,N/A,0.237,0.292,0.244,0.245,0.232,0.209
,,469,N/A,N/A,N/A,0.217,0.268,0.223,0.225,0.212,0.192
,,470,N/A,N/A,N/A,0.198,0.245,0.205,0.206,0.194,0.176
,,471,N/A,N/A,N/A,0.181,0.225,0.187,0.189,0.178,0.161
,,472,N/A,N/A,N/A,0.166,0.206,0.171,0.173,0.162,0.147
,,473,N/A,N/A,N/A,0.151,0.188,0.156,0.158,0.148,0.135
,,474,N/A,N/A,N/A,0.137,0.171,0.142,0.144,0.134,0.122
,,475,N/A,N/A,N/A,0.124,0.155,0.128,0.131,0.122,0.111
,,476,N/A,N/A,N/A,0.112,0.140,0.116,0.118,0.110,0.101
,,477,N/A,N/A,N/A,0.101,0.127,0.105,0.107,0.099,0.091
,,478,N/A,N/A,N/A,0.091,0.114,0.094,0.097,0.090,0.083
,,479,N/A,N/A,N/A,0.082,0.103,0.085,0.087,0.081,0.074
,,480,N/A,N/A,N/A,0.074,0.093,0.076,0.079,0.073,0.067
,,481,N/A,N/A,N/A,0.066,0.084,0.069,0.071,0.065,0.060
,,482,N/A,N/A,N/A,0.060,0.076,0.062,0.064,0.059,0.055
,,483,N/A,N/A,N/A,0.054,0.069,0.056,0.058,0.054,0.050
,,484,N/A,N/A,N/A,0.049,0.063,0.051,0.053,0.049,0.046
,,485,N/A,N/A,N/A,0.045,0.057,0.047,0.049,0.045,0.042
,,486,N/A,N/A,N/A,0.041,0.053,0.043,0.045,0.041,0.038
,,487,N/A,N/A,N/A,0.038,0.049,0.039,0.041,0.038,0.035
,,488,N/A,N/A,N/A,0.035,0.045,0.036,0.038,0.035,0.033
,,489,N/A,N/A,N/A,0.032,0.042,0.034,0.035,0.032,0.030
,,490,N/A,N/A,N/A,0.030,0.039,0.031,0.033,0.030,0.028
,,491,N/A,N/A,N/A,0.028,0.036,0.029,0.031,0.028,0.026
,,492,N/A,N/A,N/A,0.026,0.034,0.027,0.029,0.026,0.024
,,493,N/A,N/A,N/A,0.024,0.032,0.026,0.027,0.024,0.023
,,494,N/A,N/A,N/A,0.023,0.030,0.024,0.025,0.023,0.022
,,495,N/A,N/A,N/A,0.022,0.028,0.023,0.024,0.022,0.021
,,496,N/A,N/A,N/A,0.021,0.027,0.022,0.023,0.020,0.019
,,497,N/A,N/A,N/A,0.020,0.026,0.021,0.022,0.019,0.019
,,498,N/A,N/A,N/A,0.019,0.025,0.020,0.021,0.019,0.018
,,499,N/A,N/A,N/A,0.019,0.024,0.019,0.021,0.018,0.017
,,500,N/A,N/A,N/A,0.018,0.024,0.019,0.020,0.018,0.017
,,501,N/A,N/A,N/A,0.018,0.024,0.019,0.020,0.018,0.017
,,502,N/A,N/A,N/A,0.018,0.024,0.018,0.020,0.018,0.017
,,503,N/A,N/A,N/A,0.018,0.024,0.018,0.020,0.018,0.017
,,504,N/A,N/A,N/A,0.018,0.024,0.018,0.020,0.018,0.017
,,505,N/A,N/A,N/A,0.018,0.024,0.019,0.020,0.018,0.017
,,506,N/A,N/A,N/A,0.018,0.024,0.019,0.021,0.018,0.018
,,507,N/A,N/A,N/A,0.018,0.025,0.019,0.021,0.018,0.018
,,508,N/A,N/A,N/A,0.019,0.025,0.020,0.021,0.019,0.018
,,509,N/A,N/A,N/A,0.019,0.026,0.020,0.022,0.019,0.019
,,510,N/A,N/A,N/A,0.020,0.026,0.021,0.022,0.020,0.020
,,511,N/A,N/A,N/A,0.020,0.027,0.021,0.023,0.020,0.020
,,512,N/A,N/A,N/A,0.021,0.028,0.022,0.024,0.021,0.021
,,513,N/A,N/A,N/A,0.021,0.029,0.023,0.025,0.022,0.021
,,514,N/A,N/A,N/A,0.022,0.030,0.023,0.026,0.023,0.022
,,515,N/A,N/A,N/A,0.023,0.031,0.024,0.027,0.023,0.023
,,516,N/A,N/A,N/A,0.024,0.032,0.025,0.028,0.024,0.024
,,517,N/A,N/A,N/A,0.024,0.033,0.026,0.029,0.025,0.025
,,518,N/A,N/A,N/A,0.025,0.035,0.027,0.030,0.026,0.026
,,519,N/A,N/A,N/A,0.026,0.036,0.028,0.031,0.027,0.027
,,520,N/A,N/A,N/A,0.027,0.037,0.029,0.032,0.028,0.028
,,521,N/A,N/A,N/A,0.028,0.038,0.030,0.033,0.029,0.029
,,522,N/A,N/A,N/A,0.029,0.039,0.030,0.034,0.029,0.030
,,523,N/A,N/A,N/A,0.029,0.040,0.031,0.035,0.030,0.030
,,524,N/A,N/A,N/A,0.030,0.041,0.032,0.036,0.031,0.031
,,525,N/A,N/A,N/A,0.030,0.042,0.032,0.036,0.031,0.031
,,526,N/A,N/A,N/A,0.031,0.043,0.033,0.037,0.032,0.032
,,527,N/A,N/A,N/A,0.031,0.043,0.033,0.038,0.032,0.033
,,528,N/A,N/A,N/A,0.032,0.044,0.034,0.038,0.033,0.033
,,529,N/A,N/A,N/A,0.032,0.044,0.034,0.039,0.033,0.034
,,530,N/A,N/A,N/A,0.032,0.045,0.034,0.039,0.034,0.034
,,531,N/A,N/A,N/A,0.033,0.045,0.035,0.040,0.034,0.035
,,532,N/A,N/A,N/A,0.033,0.046,0.035,0.040,0.034,0.035
,,533,N/A,N/A,N/A,0.033,0.047,0.036,0.041,0.035,0.036
,,534,N/A,N/A,N/A,0.034,0.047,0.036,0.041,0.036,0.037
,,535,N/A,N/A,N/A,0.034,0.048,0.037,0.042,0.036,0.037
,,536,N/A,N/A,N/A,0.035,0.049,0.037,0.043,0.037,0.038
,,537,N/A,N/A,N/A,0.035,0.050,0.038,0.044,0.038,0.039
,,538,N/A,N/A,N/A,0.036,0.051,0.038,0.044,0.038,0.040
,,539,N/A,N/A,N/A,0.036,0.052,0.039,0.045,0.039,0.040
,,540,N/A,N/A,N/A,0.037,0.053,0.040,0.046,0.040,0.041
,,541,N/A,N/A,N/A,0.038,0.054,0.040,0.047,0.040,0.042
,,542,N/A,N/A,N/A,0.038,0.054,0.041,0.048,0.041,0.042
,,543,N/A,N/A,N/A,0.039,0.055,0.041,0.048,0.041,0.043
,,544,N/A,N/A,N/A,0.039,0.056,0.042,0.049,0.042,0.044
,,545,N/A,N/A,N/A,0.040,0.057,0.042,0.050,0.042,0.044
,,546,N/A,N/A,N/A,0.040,0.057,0.043,0.050,0.043,0.045
,,547,N/A,N/A,N/A,0.040,0.058,0.043,0.051,0.043,0.045
,,548,N/A,N/A,N/A,0.040,0.058,0.044,0.051,0.043,0.046
,,549,N/A,N/A,N/A,0.041,0.059,0.044,0.052,0.044,0.046
,,550,N/A,N/A,N/A,0.041,0.059,0.044,0.052,0.044,0.046
,,551,N/A,N/A,N/A,0.041,0.060,0.045,0.053,0.044,0.047
,,552,N/A,N/A,N/A,0.041,0.060,0.045,0.053,0.044,0.047
,,553,N/A,N/A,N/A,0.042,0.061,0.045,0.053,0.044,0.047
,,554,N/A,N/A,N/A,0.042,0.061,0.045,0.053,0.045,0.048
,,555,N/A,N/A,N/A,0.042,0.061,0.045,0.053,0.045,0.048
,,556,N/A,N/A,N/A,0.042,0.062,0.045,0.054,0.045,0.048
,,557,N/A,N/A,N/A,0.042,0.062,0.045,0.054,0.045,0.048
,,558,N/A,N/A,N/A,0.043,0.062,0.046,0.055,0.045,0.048
,,559,N/A,N/A,N/A,0.043,0.063,0.046,0.055,0.045,0.049
,,560,N/A,N/A,N/A,0.043,0.063,0.046,0.055,0.045,0.049
,,561,N/A,N/A,N/A,0.043,0.064,0.046,0.055,0.045,0.049
,,562,N/A,N/A,N/A,0.043,0.064,0.046,0.056,0.046,0.049
,,563,N/A,N/A,N/A,0.043,0.064,0.046,0.056,0.046,0.050
,,564,N/A,N/A,N/A,0.044,0.065,0.047,0.056,0.046,0.050
,,565,N/A,N/A,N/A,0.044,0.065,0.047,0.057,0.046,0.050
,,566,N/A,N/A,N/A,0.044,0.065,0.047,0.057,0.046,0.050
,,567,N/A,N/A,N/A,0.044,0.066,0.047,0.057,0.046,0.050
,,568,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,569,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,570,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,571,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,572,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,573,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,574,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,575,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,576,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.051
,,577,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.052
,,578,N/A,N/A,N/A,0.044,0.066,0.047,0.058,0.046,0.052
,,579,N/A,N/A,N/A,0.044,0.067,0.047,0.058,0.046,0.052
,,580,N/A,N/A,N/A,0.044,0.068,0.047,0.058,0.046,0.052
,,581,N/A,N/A,N/A,0.045,0.068,0.047,0.059,0.046,0.052
,,582,N/A,N/A,N/A,0.045,0.068,0.048,0.059,0.047,0.052
,,583,N/A,N/A,N/A,0.045,0.069,0.048,0.060,0.047,0.052
,,584,N/A,N/A,N/A,0.045,0.069,0.048,0.060,0.047,0.053
,,585,N/A,N/A,N/A,0.045,0.070,0.049,0.061,0.047,0.053
,,586,N/A,N/A,N/A,0.046,0.070,0.049,0.062,0.047,0.053
,,587,N/A,N/A,N/A,0.046,0.071,0.049,0.062,0.048,0.054
,,588,N/A,N/A,N/A,0.046,0.072,0.050,0.063,0.048,0.054
,,589,N/A,N/A,N/A,0.046,0.072,0.050,0.063,0.048,0.055
,,590,N/A,N/A,N/A,0.047,0.072,0.050,0.063,0.049,0.055
,,591,N/A,N/A,N/A,0.047,0.073,0.050,0.064,0.049,0.056
,,592,N/A,N/A,N/A,0.047,0.073,0.051,0.064,0.049,0.056
,,593,N/A,N/A,N/A,0.047,0.074,0.051,0.064,0.049,0.056
,,594,N/A,N/A,N/A,0.047,0.074,0.051,0.065,0.049,0.056
,,595,N/A,N/A,N/A,0.048,0.074,0.051,0.065,0.049,0.056
,,596,N/A,N/A,N/A,0.048,0.075,0.051,0.065,0.049,0.057
,,597,N/A,N/A,N/A,0.048,0.075,0.051,0.065,0.049,0.057
,,598,N/A,N/A,N/A,0.048,0.075,0.051,0.065,0.049,0.057
,,599,N/A,N/A,N/A,0.048,0.075,0.051,0.065,0.049,0.057
,,600,N/A,N/A,N/A,0.048,0.075,0.051,0.065,0.049,0.057
,,601,N/A,N/A,N/A,0.048,0.076,0.051,0.066,0.049,0.057
,,602,N/A,N/A,N/A,0.048,0.076,0.051,0.066,0.049,0.057
,,603,N/A,N/A,N/A,0.048,0.077,0.051,0.067,0.049,0.057
,,604,N/A,N/A,N/A,0.048,0.077,0.052,0.067,0.050,0.058
,,605,N/A,N/A,N/A,0.049,0.078,0.052,0.068,0.050,0.059
,,606,N/A,N/A,N/A,0.049,0.079,0.053,0.069,0.051,0.059
,,607,N/A,N/A,N/A,0.050,0.080,0.053,0.070,0.052,0.060
,,608,N/A,N/A,N/A,0.051,0.082,0.054,0.071,0.053,0.062
,,609,N/A,N/A,N/A,0.052,0.084,0.056,0.073,0.054,0.063
,,610,N/A,N/A,N/A,0.054,0.086,0.057,0.075,0.055,0.065
,,611,N/A,N/A,N/A,0.055,0.089,0.058,0.077,0.057,0.067
,,612,N/A,N/A,N/A,0.057,0.092,0.060,0.079,0.058,0.069
,,613,N/A,N/A,N/A,0.059,0.095,0.062,0.081,0.060,0.071
,,614,N/A,N/A,N/A,0.061,0.098,0.064,0.084,0.063,0.074
,,615,N/A,N/A,N/A,0.063,0.102,0.066,0.087,0.065,0.077
,,616,N/A,N/A,N/A,0.065,0.106,0.068,0.090,0.067,0.080
,,617,N/A,N/A,N/A,0.068,0.110,0.070,0.093,0.069,0.083
,,618,N/A,N/A,N/A,0.070,0.115,0.073,0.096,0.072,0.086
,,619,N/A,N/A,N/A,0.073,0.119,0.075,0.100,0.074,0.089
,,620,N/A,N/A,N/A,0.076,0.124,0.078,0.104,0.077,0.092
,,621,N/A,N/A,N/A,0.079,0.129,0.081,0.107,0.080,0.095
,,622,N/A,N/A,N/A,0.082,0.134,0.083,0.111,0.083,0.099
,,623,N/A,N/A,N/A,0.085,0.139,0.086,0.115,0.085,0.102
,,624,N/A,N/A,N/A,0.088,0.145,0.089,0.119,0.088,0.106
,,625,N/A,N/A,N/A,0.091,0.150,0.092,0.124,0.091,0.110
,,626,N/A,N/A,N/A,0.095,0.156,0.096,0.129,0.095,0.114
,,627,N/A,N/A,N/A,0.098,0.162,0.099,0.134,0.098,0.119
,,628,N/A,N/A,N/A,0.103,0.170,0.103,0.139,0.102,0.124
,,629,N/A,N/A,N/A,0.107,0.177,0.108,0.146,0.107,0.130
,,630,N/A,N/A,N/A,0.112,0.186,0.113,0.153,0.112,0.136
,,631,N/A,N/A,N/A,0.118,0.196,0.119,0.161,0.118,0.143
,,632,N/A,N/A,N/A,0.124,0.207,0.125,0.170,0.124,0.151
,,633,N/A,N/A,N/A,0.132,0.220,0.133,0.180,0.132,0.160
,,634,N/A,N/A,N/A,0.140,0.234,0.141,0.192,0.140,0.171
,,635,N/A,N/A,N/A,0.150,0.251,0.151,0.205,0.149,0.183
,,636,N/A,N/A,N/A,0.161,0.270,0.161,0.220,0.160,0.196
,,637,N/A,N/A,N/A,0.174,0.292,0.174,0.238,0.173,0.212
,,638,N/A,N/A,N/A,0.189,0.317,0.188,0.257,0.187,0.230
,,639,N/A,N/A,N/A,0.205,0.345,0.204,0.280,0.203,0.249
,,640,N/A,N/A,N/A,0.223,0.376,0.222,0.305,0.220,0.272
,,641,N/A,N/A,N/A,0.244,0.411,0.242,0.333,0.240,0.297
,,642,N/A,N/A,N/A,0.266,0.450,0.265,0.364,0.263,0.325
,,643,N/A,N/A,N/A,0.291,0.492,0.289,0.399,0.287,0.356
,,644,N/A,N/A,N/A,0.318,0.539,0.316,0.436,0.314,0.389
,,645,N/A,N/A,N/A,0.347,0.590,0.345,0.477,0.343,0.426
,,646,N/A,N/A,N/A,0.379,0.644,0.376,0.520,0.374,0.465
,,647,N/A,N/A,N/A,0.412,0.702,0.409,0.567,0.407,0.507
,,648,N/A,N/A,N/A,0.448,0.764,0.444,0.617,0.442,0.551
,,649,N/A,N/A,N/A,0.486,0.830,0.482,0.671,0.479,0.598
,,650,N/A,N/A,N/A,0.526,0.900,0.522,0.727,0.518,0.648
,,651,N/A,N/A,N/A,0.569,0.974,0.564,0.787,0.560,0.702
,,652,N/A,N/A,N/A,0.613,1.051,0.608,0.850,0.603,0.758
,,653,N/A,N/A,N/A,0.659,1.132,0.654,0.916,0.649,0.816
,,654,N/A,N/A,N/A,0.707,1.216,0.702,0.985,0.696,0.876
,,655,N/A,N/A,N/A,0.756,1.302,0.751,1.055,0.744,0.939
,,656,N/A,N/A,N/A,0.805,1.389,0.800,1.126,0.793,1.001
,,657,N/A,N/A,N/A,0.852,1.473,0.848,1.194,0.840,1.063
,,658,N/A,N/A,N/A,0.895,1.550,0.892,1.259,0.884,1.121
,,659,N/A,N/A,N/A,0.934,1.619,0.931,1.316,0.924,1.173
,,660,N/A,N/A,N/A,0.965,1.676,0.963,1.363,0.958,1.218
,,661,N/A,N/A,N/A,0.987,1.717,0.986,1.398,0.983,1.251
,,662,N/A,N/A,N/A,0.999,1.740,0.999,1.418,0.997,1.271
,,663,N/A,N/A,N/A,1.000,1.744,1.000,1.422,1.000,1.277
,,664,N/A,N/A,N/A,0.989,1.728,0.989,1.408,0.991,1.268
,,665,N/A,N/A,N/A,0.966,1.690,0.966,1.378,0.971,1.244
,,666,N/A,N/A,N/A,0.932,1.632,0.933,1.332,0.939,1.205
,,667,N/A,N/A,N/A,0.887,1.556,0.888,1.271,0.897,1.152
,,668,N/A,N/A,N/A,0.834,1.465,0.836,1.198,0.846,1.088
,,669,N/A,N/A,N/A,0.775,1.363,0.777,1.115,0.787,1.015
,,670,N/A,N/A,N/A,0.711,1.253,0.713,1.025,0.724,0.934
,,671,N/A,N/A,N/A,0.645,1.140,0.647,0.932,0.658,0.851
,,672,N/A,N/A,N/A,0.580,1.026,0.582,0.838,0.592,0.767
,,673,N/A,N/A,N/A,0.516,0.915,0.518,0.748,0.528,0.685
,,674,N/A,N/A,N/A,0.456,0.809,0.458,0.662,0.467,0.607
,,675,N/A,N/A,N/A,0.400,0.710,0.402,0.582,0.411,0.534
,,676,N/A,N/A,N/A,0.349,0.620,0.351,0.509,0.359,0.467
,,677,N/A,N/A,N/A,0.303,0.539,0.305,0.443,0.312,0.406
,,678,N/A,N/A,N/A,0.262,0.467,0.264,0.384,0.270,0.352
,,679,N/A,N/A,N/A,0.226,0.403,0.228,0.332,0.233,0.305
,,680,N/A,N/A,N/A,0.195,0.348,0.197,0.287,0.201,0.264
,,681,N/A,N/A,N/A,0.168,0.301,0.170,0.249,0.174,0.229
,,682,N/A,N/A,N/A,0.146,0.262,0.148,0.216,0.151,0.199
,,683,N/A,N/A,N/A,0.127,0.229,0.129,0.189,0.132,0.174
,,684,N/A,N/A,N/A,0.112,0.201,0.113,0.166,0.116,0.153
,,685,N/A,N/A,N/A,0.099,0.178,0.100,0.147,0.102,0.135
,,686,N/A,N/A,N/A,0.088,0.158,0.089,0.131,0.091,0.120
,,687,N/A,N/A,N/A,0.079,0.142,0.080,0.117,0.082,0.108
,,688,N/A,N/A,N/A,0.071,0.129,0.072,0.107,0.074,0.098
,,689,N/A,N/A,N/A,0.065,0.119,0.066,0.098,0.068,0.090
,,690,N/A,N/A,N/A,0.060,0.110,0.061,0.090,0.062,0.083
,,691,N/A,N/A,N/A,0.056,0.102,0.057,0.084,0.058,0.077
,,692,N/A,N/A,N/A,0.053,0.096,0.053,0.078,0.054,0.072
,,693,N/A,N/A,N/A,0.049,0.090,0.049,0.073,0.051,0.068
,,694,N/A,N/A,N/A,0.047,0.085,0.046,0.069,0.048,0.064
,,695,N/A,N/A,N/A,0.044,0.081,0.044,0.065,0.045,0.061
,,696,N/A,N/A,N/A,0.042,0.077,0.041,0.062,0.043,0.058
,,697,N/A,N/A,N/A,0.040,0.073,0.039,0.059,0.041,0.055
,,698,N/A,N/A,N/A,0.038,0.070,0.037,0.056,0.039,0.052
,,699,N/A,N/A,N/A,0.036,0.066,0.036,0.053,0.037,0.050
,,700,N/A,N/A,N/A,0.034,0.063,0.034,0.051,0.035,0.047
,,701,N/A,N/A,N/A,0.033,0.060,0.032,0.049,0.033,0.045
,,702,N/A,N/A,N/A,0.031,0.057,0.031,0.047,0.032,0.043
,,703,N/A,N/A,N/A,0.029,0.055,0.029,0.044,0.030,0.041
,,704,N/A,N/A,N/A,0.028,0.052,0.028,0.042,0.028,0.039
,,705,N/A,N/A,N/A,0.026,0.049,0.027,0.040,0.027,0.037
,,706,N/A,N/A,N/A,0.025,0.047,0.026,0.039,0.026,0.035
,,707,N/A,N/A,N/A,0.024,0.044,0.024,0.037,0.025,0.034
,,708,N/A,N/A,N/A,0.023,0.042,0.023,0.035,0.024,0.032
,,709,N/A,N/A,N/A,0.021,0.040,0.022,0.034,0.023,0.031
,,710,N/A,N/A,N/A,0.020,0.038,0.021,0.032,0.022,0.030
,,711,N/A,N/A,N/A,0.019,0.036,0.020,0.030,0.021,0.028
,,712,N/A,N/A,N/A,0.018,0.034,0.019,0.029,0.020,0.027
,,713,N/A,N/A,N/A,0.017,0.032,0.018,0.028,0.019,0.026
,,714,N/A,N/A,N/A,0.016,0.031,0.017,0.027,0.018,0.025
,,715,N/A,N/A,N/A,0.016,0.029,0.017,0.026,0.018,0.024
,,716,N/A,N/A,N/A,0.015,0.028,0.016,0.025,0.017,0.024
,,717,N/A,N/A,N/A,0.014,0.027,0.016,0.024,0.016,0.023
,,718,N/A,N/A,N/A,0.014,0.026,0.015,0.024,0.016,0.022
,,719,N/A,N/A,N/A,0.014,0.026,0.015,0.023,0.015,0.021
,,720,N/A,N/A,N/A,0.013,0.025,0.015,0.022,0.015,0.021
,,721,N/A,N/A,N/A,0.013,0.025,0.014,0.022,0.015,0.020
,,722,N/A,N/A,N/A,0.013,0.024,0.014,0.022,0.015,0.020
