Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,400,N/A,N/A,N/A,0.003,0.003,0.003,0.003,0.003,0.002
,,401,N/A,N/A,N/A,0.003,0.003,0.003,0.003,0.003,0.002
,,402,N/A,N/A,N/A,0.003,0.003,0.003,0.003,0.003,0.002
,,403,N/A,N/A,N/A,0.003,0.003,0.003,0.003,0.003,0.003
,,404,N/A,N/A,N/A,0.003,0.003,0.003,0.003,0.003,0.003
,,405,N/A,N/A,N/A,0.003,0.003,0.003,0.003,0.003,0.003
,,406,N/A,N/A,N/A,0.004,0.003,0.003,0.003,0.003,0.003
,,407,N/A,N/A,N/A,0.004,0.003,0.004,0.003,0.003,0.003
,,408,N/A,N/A,N/A,0.004,0.004,0.004,0.003,0.004,0.003
,,409,N/A,N/A,N/A,0.004,0.004,0.004,0.003,0.004,0.004
,,410,N/A,N/A,N/A,0.004,0.004,0.004,0.003,0.004,0.004
,,411,N/A,N/A,N/A,0.005,0.004,0.005,0.004,0.004,0.004
,,412,N/A,N/A,N/A,0.005,0.005,0.005,0.004,0.005,0.005
,,413,N/A,N/A,N/A,0.006,0.005,0.006,0.005,0.005,0.005
,,414,N/A,N/A,N/A,0.007,0.006,0.006,0.005,0.006,0.006
,,415,N/A,N/A,N/A,0.007,0.007,0.007,0.006,0.007,0.006
,,416,N/A,N/A,N/A,0.008,0.008,0.008,0.007,0.008,0.007
,,417,N/A,N/A,N/A,0.010,0.009,0.009,0.008,0.009,0.009
,,418,N/A,N/A,N/A,0.011,0.010,0.011,0.009,0.010,0.010
,,419,N/A,N/A,N/A,0.013,0.012,0.013,0.010,0.012,0.011
,,420,N/A,N/A,N/A,0.015,0.014,0.015,0.012,0.014,0.013
,,421,N/A,N/A,N/A,0.017,0.016,0.017,0.014,0.016,0.015
,,422,N/A,N/A,N/A,0.020,0.019,0.020,0.016,0.019,0.018
,,423,N/A,N/A,N/A,0.023,0.022,0.023,0.019,0.022,0.021
,,424,N/A,N/A,N/A,0.027,0.026,0.026,0.022,0.025,0.024
,,425,N/A,N/A,N/A,0.032,0.030,0.030,0.026,0.029,0.028
,,426,N/A,N/A,N/A,0.037,0.035,0.035,0.030,0.034,0.033
,,427,N/A,N/A,N/A,0.043,0.041,0.041,0.035,0.040,0.039
,,428,N/A,N/A,N/A,0.050,0.048,0.048,0.041,0.046,0.045
,,429,N/A,N/A,N/A,0.059,0.056,0.056,0.048,0.054,0.053
,,430,N/A,N/A,N/A,0.068,0.065,0.065,0.056,0.063,0.062
,,431,N/A,N/A,N/A,0.079,0.075,0.076,0.065,0.073,0.072
,,432,N/A,N/A,N/A,0.091,0.087,0.088,0.075,0.085,0.083
,,433,N/A,N/A,N/A,0.105,0.101,0.101,0.087,0.098,0.097
,,434,N/A,N/A,N/A,0.121,0.117,0.117,0.101,0.114,0.112
,,435,N/A,N/A,N/A,0.139,0.134,0.134,0.116,0.131,0.129
,,436,N/A,N/A,N/A,0.158,0.153,0.154,0.133,0.149,0.148
,,437,N/A,N/A,N/A,0.180,0.174,0.175,0.152,0.170,0.169
,,438,N/A,N/A,N/A,0.203,0.198,0.199,0.173,0.193,0.192
,,439,N/A,N/A,N/A,0.230,0.225,0.225,0.196,0.218,0.218
,,440,N/A,N/A,N/A,0.259,0.254,0.254,0.222,0.247,0.246
,,441,N/A,N/A,N/A,0.292,0.286,0.285,0.250,0.278,0.278
,,442,N/A,N/A,N/A,0.327,0.321,0.320,0.281,0.312,0.313
,,443,N/A,N/A,N/A,0.365,0.359,0.357,0.314,0.348,0.349
,,444,N/A,N/A,N/A,0.404,0.399,0.396,0.349,0.386,0.389
,,445,N/A,N/A,N/A,0.446,0.441,0.438,0.387,0.426,0.430
,,446,N/A,N/A,N/A,0.488,0.484,0.479,0.424,0.467,0.472
,,447,N/A,N/A,N/A,0.529,0.526,0.520,0.461,0.506,0.513
,,448,N/A,N/A,N/A,0.568,0.566,0.558,0.496,0.544,0.553
,,449,N/A,N/A,N/A,0.603,0.603,0.593,0.528,0.578,0.589
,,450,N/A,N/A,N/A,0.633,0.634,0.622,0.556,0.607,0.620
,,451,N/A,N/A,N/A,0.656,0.657,0.645,0.577,0.629,0.644
,,452,N/A,N/A,N/A,0.670,0.674,0.660,0.592,0.645,0.661
,,453,N/A,N/A,N/A,0.676,0.681,0.666,0.599,0.651,0.669
,,454,N/A,N/A,N/A,0.673,0.680,0.664,0.598,0.649,0.669
,,455,N/A,N/A,N/A,0.662,0.670,0.653,0.590,0.639,0.660
,,456,N/A,N/A,N/A,0.642,0.651,0.633,0.573,0.621,0.642
,,457,N/A,N/A,N/A,0.616,0.626,0.607,0.551,0.596,0.618
,,458,N/A,N/A,N/A,0.585,0.595,0.576,0.524,0.566,0.588
,,459,N/A,N/A,N/A,0.549,0.561,0.541,0.493,0.532,0.554
,,460,N/A,N/A,N/A,0.512,0.523,0.504,0.460,0.496,0.517
,,461,N/A,N/A,N/A,0.473,0.485,0.466,0.426,0.458,0.479
,,462,N/A,N/A,N/A,0.435,0.447,0.428,0.393,0.421,0.441
,,463,N/A,N/A,N/A,0.398,0.410,0.392,0.360,0.385,0.404
,,464,N/A,N/A,N/A,0.365,0.376,0.358,0.330,0.352,0.370
,,465,N/A,N/A,N/A,0.333,0.344,0.327,0.302,0.321,0.339
,,466,N/A,N/A,N/A,0.304,0.315,0.298,0.276,0.293,0.310
,,467,N/A,N/A,N/A,0.278,0.289,0.272,0.252,0.268,0.284
,,468,N/A,N/A,N/A,0.254,0.264,0.248,0.231,0.244,0.259
,,469,N/A,N/A,N/A,0.233,0.242,0.227,0.211,0.223,0.238
,,470,N/A,N/A,N/A,0.213,0.222,0.208,0.194,0.204,0.218
,,471,N/A,N/A,N/A,0.195,0.204,0.190,0.178,0.187,0.200
,,472,N/A,N/A,N/A,0.178,0.187,0.174,0.163,0.171,0.183
,,473,N/A,N/A,N/A,0.162,0.171,0.158,0.149,0.156,0.167
,,474,N/A,N/A,N/A,0.147,0.155,0.144,0.135,0.142,0.152
,,475,N/A,N/A,N/A,0.134,0.141,0.131,0.123,0.128,0.138
,,476,N/A,N/A,N/A,0.121,0.128,0.118,0.112,0.116,0.125
,,477,N/A,N/A,N/A,0.109,0.116,0.107,0.101,0.104,0.113
,,478,N/A,N/A,N/A,0.099,0.105,0.097,0.092,0.094,0.102
,,479,N/A,N/A,N/A,0.089,0.095,0.087,0.083,0.085,0.092
,,480,N/A,N/A,N/A,0.080,0.085,0.079,0.075,0.076,0.083
,,481,N/A,N/A,N/A,0.072,0.077,0.071,0.068,0.069,0.075
,,482,N/A,N/A,N/A,0.065,0.069,0.064,0.061,0.062,0.068
,,483,N/A,N/A,N/A,0.059,0.063,0.058,0.056,0.056,0.061
,,484,N/A,N/A,N/A,0.053,0.057,0.053,0.051,0.051,0.056
,,485,N/A,N/A,N/A,0.049,0.052,0.049,0.047,0.047,0.051
,,486,N/A,N/A,N/A,0.044,0.048,0.045,0.043,0.043,0.047
,,487,N/A,N/A,N/A,0.041,0.044,0.041,0.040,0.039,0.043
,,488,N/A,N/A,N/A,0.038,0.041,0.038,0.037,0.036,0.040
,,489,N/A,N/A,N/A,0.035,0.038,0.035,0.034,0.033,0.037
,,490,N/A,N/A,N/A,0.032,0.035,0.032,0.031,0.031,0.034
,,491,N/A,N/A,N/A,0.030,0.033,0.030,0.029,0.029,0.032
,,492,N/A,N/A,N/A,0.028,0.031,0.028,0.027,0.026,0.030
,,493,N/A,N/A,N/A,0.026,0.029,0.026,0.026,0.025,0.028
,,494,N/A,N/A,N/A,0.025,0.027,0.025,0.024,0.023,0.026
,,495,N/A,N/A,N/A,0.023,0.026,0.023,0.023,0.022,0.024
,,496,N/A,N/A,N/A,0.022,0.024,0.022,0.022,0.021,0.023
,,497,N/A,N/A,N/A,0.021,0.023,0.021,0.021,0.020,0.022
,,498,N/A,N/A,N/A,0.020,0.023,0.020,0.020,0.019,0.021
,,499,N/A,N/A,N/A,0.020,0.022,0.020,0.019,0.018,0.021
,,500,N/A,N/A,N/A,0.019,0.021,0.019,0.019,0.018,0.020
,,501,N/A,N/A,N/A,0.019,0.021,0.019,0.019,0.018,0.020
,,502,N/A,N/A,N/A,0.019,0.021,0.019,0.019,0.017,0.020
,,503,N/A,N/A,N/A,0.019,0.021,0.019,0.019,0.017,0.020
,,504,N/A,N/A,N/A,0.019,0.021,0.019,0.019,0.017,0.020
,,505,N/A,N/A,N/A,0.019,0.021,0.019,0.019,0.017,0.020
,,506,N/A,N/A,N/A,0.019,0.021,0.019,0.019,0.017,0.020
,,507,N/A,N/A,N/A,0.019,0.022,0.019,0.020,0.018,0.020
,,508,N/A,N/A,N/A,0.020,0.022,0.020,0.020,0.018,0.021
,,509,N/A,N/A,N/A,0.020,0.023,0.020,0.020,0.018,0.021
,,510,N/A,N/A,N/A,0.021,0.023,0.021,0.021,0.019,0.022
,,511,N/A,N/A,N/A,0.021,0.024,0.021,0.022,0.019,0.022
,,512,N/A,N/A,N/A,0.022,0.025,0.022,0.022,0.019,0.023
,,513,N/A,N/A,N/A,0.023,0.026,0.023,0.023,0.020,0.023
,,514,N/A,N/A,N/A,0.024,0.027,0.023,0.024,0.021,0.024
,,515,N/A,N/A,N/A,0.024,0.028,0.024,0.025,0.021,0.025
,,516,N/A,N/A,N/A,0.025,0.029,0.025,0.026,0.022,0.026
,,517,N/A,N/A,N/A,0.026,0.030,0.026,0.027,0.023,0.027
,,518,N/A,N/A,N/A,0.027,0.031,0.027,0.028,0.024,0.028
,,519,N/A,N/A,N/A,0.028,0.032,0.028,0.029,0.024,0.029
,,520,N/A,N/A,N/A,0.028,0.033,0.029,0.030,0.025,0.030
,,521,N/A,N/A,N/A,0.029,0.034,0.030,0.031,0.026,0.031
,,522,N/A,N/A,N/A,0.030,0.034,0.030,0.031,0.027,0.031
,,523,N/A,N/A,N/A,0.030,0.035,0.031,0.032,0.027,0.032
,,524,N/A,N/A,N/A,0.031,0.036,0.032,0.033,0.028,0.033
,,525,N/A,N/A,N/A,0.031,0.037,0.032,0.034,0.029,0.034
,,526,N/A,N/A,N/A,0.032,0.037,0.033,0.034,0.029,0.035
,,527,N/A,N/A,N/A,0.032,0.038,0.033,0.035,0.029,0.035
,,528,N/A,N/A,N/A,0.033,0.038,0.034,0.035,0.030,0.036
,,529,N/A,N/A,N/A,0.033,0.039,0.034,0.036,0.030,0.036
,,530,N/A,N/A,N/A,0.033,0.039,0.035,0.036,0.030,0.037
,,531,N/A,N/A,N/A,0.034,0.040,0.035,0.037,0.031,0.037
,,532,N/A,N/A,N/A,0.034,0.041,0.035,0.037,0.031,0.038
,,533,N/A,N/A,N/A,0.035,0.041,0.036,0.038,0.032,0.038
,,534,N/A,N/A,N/A,0.035,0.042,0.036,0.039,0.032,0.039
,,535,N/A,N/A,N/A,0.036,0.043,0.037,0.039,0.032,0.039
,,536,N/A,N/A,N/A,0.037,0.044,0.037,0.040,0.033,0.040
,,537,N/A,N/A,N/A,0.037,0.044,0.038,0.040,0.033,0.041
,,538,N/A,N/A,N/A,0.038,0.045,0.039,0.041,0.034,0.041
,,539,N/A,N/A,N/A,0.038,0.046,0.039,0.042,0.034,0.042
,,540,N/A,N/A,N/A,0.039,0.047,0.040,0.042,0.035,0.043
,,541,N/A,N/A,N/A,0.040,0.048,0.040,0.043,0.035,0.043
,,542,N/A,N/A,N/A,0.040,0.048,0.041,0.044,0.036,0.044
,,543,N/A,N/A,N/A,0.041,0.049,0.041,0.045,0.036,0.045
,,544,N/A,N/A,N/A,0.041,0.050,0.042,0.045,0.037,0.045
,,545,N/A,N/A,N/A,0.042,0.050,0.042,0.046,0.037,0.046
,,546,N/A,N/A,N/A,0.042,0.051,0.043,0.046,0.038,0.047
,,547,N/A,N/A,N/A,0.042,0.051,0.043,0.047,0.038,0.047
,,548,N/A,N/A,N/A,0.043,0.052,0.044,0.047,0.038,0.048
,,549,N/A,N/A,N/A,0.043,0.052,0.044,0.048,0.039,0.048
,,550,N/A,N/A,N/A,0.043,0.053,0.044,0.048,0.039,0.048
,,551,N/A,N/A,N/A,0.043,0.053,0.044,0.049,0.039,0.049
,,552,N/A,N/A,N/A,0.043,0.053,0.045,0.049,0.039,0.049
,,553,N/A,N/A,N/A,0.044,0.054,0.045,0.049,0.039,0.049
,,554,N/A,N/A,N/A,0.044,0.054,0.045,0.050,0.040,0.050
,,555,N/A,N/A,N/A,0.044,0.054,0.045,0.050,0.040,0.050
,,556,N/A,N/A,N/A,0.044,0.054,0.046,0.051,0.040,0.050
,,557,N/A,N/A,N/A,0.044,0.055,0.046,0.051,0.040,0.051
,,558,N/A,N/A,N/A,0.044,0.055,0.046,0.051,0.040,0.051
,,559,N/A,N/A,N/A,0.045,0.055,0.046,0.051,0.040,0.051
,,560,N/A,N/A,N/A,0.045,0.056,0.046,0.052,0.041,0.051
,,561,N/A,N/A,N/A,0.045,0.056,0.047,0.052,0.041,0.052
,,562,N/A,N/A,N/A,0.045,0.057,0.047,0.052,0.041,0.052
,,563,N/A,N/A,N/A,0.045,0.057,0.047,0.053,0.041,0.052
,,564,N/A,N/A,N/A,0.046,0.057,0.047,0.053,0.041,0.053
,,565,N/A,N/A,N/A,0.046,0.058,0.047,0.053,0.041,0.053
,,566,N/A,N/A,N/A,0.046,0.058,0.047,0.053,0.041,0.053
,,567,N/A,N/A,N/A,0.046,0.058,0.047,0.053,0.042,0.053
,,568,N/A,N/A,N/A,0.046,0.059,0.047,0.053,0.042,0.054
,,569,N/A,N/A,N/A,0.047,0.059,0.047,0.054,0.042,0.054
,,570,N/A,N/A,N/A,0.047,0.059,0.047,0.054,0.042,0.054
,,571,N/A,N/A,N/A,0.047,0.059,0.047,0.054,0.042,0.054
,,572,N/A,N/A,N/A,0.047,0.059,0.047,0.054,0.042,0.054
,,573,N/A,N/A,N/A,0.046,0.059,0.047,0.054,0.042,0.054
,,574,N/A,N/A,N/A,0.046,0.059,0.047,0.054,0.042,0.054
,,575,N/A,N/A,N/A,0.046,0.059,0.048,0.054,0.042,0.055
,,576,N/A,N/A,N/A,0.046,0.059,0.048,0.054,0.042,0.055
,,577,N/A,N/A,N/A,0.046,0.059,0.048,0.054,0.042,0.055
,,578,N/A,N/A,N/A,0.046,0.060,0.048,0.055,0.042,0.055
,,579,N/A,N/A,N/A,0.047,0.060,0.048,0.055,0.042,0.055
,,580,N/A,N/A,N/A,0.047,0.060,0.048,0.055,0.042,0.055
,,581,N/A,N/A,N/A,0.047,0.060,0.048,0.055,0.042,0.055
,,582,N/A,N/A,N/A,0.047,0.061,0.048,0.056,0.042,0.055
,,583,N/A,N/A,N/A,0.047,0.061,0.048,0.056,0.042,0.056
,,584,N/A,N/A,N/A,0.047,0.062,0.049,0.056,0.042,0.056
,,585,N/A,N/A,N/A,0.048,0.062,0.049,0.057,0.042,0.056
,,586,N/A,N/A,N/A,0.048,0.063,0.049,0.057,0.043,0.057
,,587,N/A,N/A,N/A,0.048,0.063,0.049,0.057,0.043,0.057
,,588,N/A,N/A,N/A,0.049,0.063,0.050,0.058,0.044,0.058
,,589,N/A,N/A,N/A,0.049,0.064,0.050,0.058,0.044,0.059
,,590,N/A,N/A,N/A,0.049,0.064,0.050,0.059,0.044,0.059
,,591,N/A,N/A,N/A,0.049,0.065,0.050,0.059,0.045,0.060
,,592,N/A,N/A,N/A,0.049,0.065,0.051,0.060,0.045,0.061
,,593,N/A,N/A,N/A,0.050,0.065,0.051,0.060,0.045,0.061
,,594,N/A,N/A,N/A,0.050,0.066,0.051,0.060,0.045,0.061
,,595,N/A,N/A,N/A,0.050,0.066,0.051,0.060,0.045,0.061
,,596,N/A,N/A,N/A,0.050,0.066,0.051,0.060,0.046,0.062
,,597,N/A,N/A,N/A,0.050,0.067,0.051,0.060,0.046,0.062
,,598,N/A,N/A,N/A,0.050,0.067,0.051,0.061,0.046,0.062
,,599,N/A,N/A,N/A,0.050,0.067,0.051,0.061,0.046,0.062
,,600,N/A,N/A,N/A,0.050,0.067,0.051,0.061,0.046,0.062
,,601,N/A,N/A,N/A,0.050,0.067,0.051,0.061,0.046,0.062
,,602,N/A,N/A,N/A,0.051,0.068,0.051,0.061,0.046,0.063
,,603,N/A,N/A,N/A,0.051,0.068,0.052,0.062,0.046,0.064
,,604,N/A,N/A,N/A,0.052,0.069,0.052,0.063,0.047,0.064
,,605,N/A,N/A,N/A,0.052,0.070,0.053,0.063,0.047,0.065
,,606,N/A,N/A,N/A,0.053,0.071,0.053,0.064,0.048,0.066
,,607,N/A,N/A,N/A,0.054,0.073,0.054,0.065,0.049,0.068
,,608,N/A,N/A,N/A,0.055,0.074,0.055,0.067,0.050,0.069
,,609,N/A,N/A,N/A,0.056,0.076,0.057,0.068,0.052,0.071
,,610,N/A,N/A,N/A,0.058,0.079,0.058,0.070,0.053,0.074
,,611,N/A,N/A,N/A,0.060,0.081,0.060,0.072,0.055,0.076
,,612,N/A,N/A,N/A,0.062,0.084,0.061,0.075,0.057,0.079
,,613,N/A,N/A,N/A,0.063,0.087,0.064,0.077,0.059,0.082
,,614,N/A,N/A,N/A,0.066,0.090,0.066,0.080,0.061,0.085
,,615,N/A,N/A,N/A,0.068,0.093,0.068,0.084,0.064,0.089
,,616,N/A,N/A,N/A,0.071,0.097,0.071,0.087,0.066,0.093
,,617,N/A,N/A,N/A,0.073,0.101,0.074,0.091,0.069,0.097
,,618,N/A,N/A,N/A,0.076,0.105,0.077,0.095,0.072,0.101
,,619,N/A,N/A,N/A,0.079,0.109,0.080,0.099,0.075,0.105
,,620,N/A,N/A,N/A,0.082,0.113,0.083,0.102,0.078,0.109
,,621,N/A,N/A,N/A,0.085,0.118,0.086,0.107,0.081,0.114
,,622,N/A,N/A,N/A,0.089,0.123,0.090,0.111,0.084,0.119
,,623,N/A,N/A,N/A,0.092,0.128,0.094,0.116,0.088,0.124
,,624,N/A,N/A,N/A,0.096,0.133,0.097,0.121,0.091,0.129
,,625,N/A,N/A,N/A,0.100,0.139,0.101,0.126,0.095,0.135
,,626,N/A,N/A,N/A,0.105,0.146,0.106,0.131,0.099,0.141
,,627,N/A,N/A,N/A,0.109,0.152,0.110,0.137,0.104,0.148
,,628,N/A,N/A,N/A,0.114,0.159,0.115,0.144,0.109,0.155
,,629,N/A,N/A,N/A,0.119,0.167,0.120,0.150,0.114,0.163
,,630,N/A,N/A,N/A,0.125,0.175,0.126,0.158,0.120,0.171
,,631,N/A,N/A,N/A,0.132,0.185,0.133,0.167,0.126,0.180
,,632,N/A,N/A,N/A,0.139,0.195,0.140,0.176,0.133,0.191
,,633,N/A,N/A,N/A,0.147,0.207,0.148,0.186,0.141,0.202
,,634,N/A,N/A,N/A,0.156,0.219,0.157,0.198,0.150,0.215
,,635,N/A,N/A,N/A,0.165,0.234,0.167,0.211,0.160,0.230
,,636,N/A,N/A,N/A,0.176,0.250,0.178,0.225,0.171,0.247
,,637,N/A,N/A,N/A,0.189,0.268,0.190,0.241,0.184,0.266
,,638,N/A,N/A,N/A,0.203,0.289,0.205,0.259,0.198,0.286
,,639,N/A,N/A,N/A,0.220,0.312,0.221,0.280,0.214,0.310
,,640,N/A,N/A,N/A,0.237,0.337,0.238,0.303,0.232,0.337
,,641,N/A,N/A,N/A,0.257,0.366,0.258,0.329,0.252,0.367
,,642,N/A,N/A,N/A,0.278,0.397,0.280,0.357,0.275,0.400
,,643,N/A,N/A,N/A,0.302,0.432,0.305,0.389,0.299,0.436
,,644,N/A,N/A,N/A,0.328,0.470,0.332,0.424,0.326,0.476
,,645,N/A,N/A,N/A,0.357,0.512,0.360,0.461,0.355,0.520
,,646,N/A,N/A,N/A,0.388,0.557,0.391,0.502,0.387,0.568
,,647,N/A,N/A,N/A,0.421,0.606,0.425,0.546,0.421,0.618
,,648,N/A,N/A,N/A,0.457,0.658,0.461,0.593,0.457,0.673
,,649,N/A,N/A,N/A,0.494,0.713,0.499,0.643,0.496,0.730
,,650,N/A,N/A,N/A,0.534,0.772,0.540,0.696,0.536,0.791
,,651,N/A,N/A,N/A,0.576,0.835,0.582,0.753,0.579,0.855
,,652,N/A,N/A,N/A,0.621,0.900,0.627,0.812,0.624,0.923
,,653,N/A,N/A,N/A,0.668,0.969,0.673,0.873,0.670,0.993
,,654,N/A,N/A,N/A,0.716,1.041,0.721,0.937,0.719,1.066
,,655,N/A,N/A,N/A,0.765,1.114,0.770,1.001,0.767,1.140
,,656,N/A,N/A,N/A,0.813,1.186,0.818,1.065,0.816,1.214
,,657,N/A,N/A,N/A,0.859,1.255,0.864,1.127,0.861,1.284
,,658,N/A,N/A,N/A,0.901,1.319,0.906,1.184,0.903,1.348
,,659,N/A,N/A,N/A,0.939,1.376,0.943,1.233,0.940,1.406
,,660,N/A,N/A,N/A,0.969,1.422,0.972,1.273,0.970,1.452
,,661,N/A,N/A,N/A,0.990,1.455,0.991,1.301,0.990,1.485
,,662,N/A,N/A,N/A,1.000,1.472,1.000,1.314,1.000,1.502
,,663,N/A,N/A,N/A,0.999,1.472,0.997,1.313,0.999,1.502
,,664,N/A,N/A,N/A,0.985,1.455,0.983,1.296,0.986,1.485
,,665,N/A,N/A,N/A,0.960,1.419,0.957,1.263,0.960,1.448
,,666,N/A,N/A,N/A,0.924,1.368,0.920,1.216,0.924,1.395
,,667,N/A,N/A,N/A,0.878,1.303,0.873,1.156,0.878,1.328
,,668,N/A,N/A,N/A,0.824,1.225,0.818,1.085,0.824,1.248
,,669,N/A,N/A,N/A,0.764,1.137,0.758,1.007,0.764,1.159
,,670,N/A,N/A,N/A,0.700,1.043,0.694,0.923,0.699,1.063
,,671,N/A,N/A,N/A,0.634,0.947,0.629,0.837,0.634,0.965
,,672,N/A,N/A,N/A,0.569,0.850,0.564,0.752,0.568,0.867
,,673,N/A,N/A,N/A,0.506,0.757,0.501,0.670,0.505,0.771
,,674,N/A,N/A,N/A,0.447,0.669,0.442,0.592,0.445,0.681
,,675,N/A,N/A,N/A,0.392,0.588,0.388,0.520,0.390,0.598
,,676,N/A,N/A,N/A,0.342,0.514,0.338,0.454,0.340,0.522
,,677,N/A,N/A,N/A,0.297,0.448,0.294,0.395,0.295,0.454
,,678,N/A,N/A,N/A,0.258,0.388,0.254,0.342,0.255,0.393
,,679,N/A,N/A,N/A,0.223,0.336,0.220,0.297,0.221,0.340
,,680,N/A,N/A,N/A,0.193,0.291,0.190,0.257,0.191,0.294
,,681,N/A,N/A,N/A,0.167,0.253,0.165,0.223,0.165,0.255
,,682,N/A,N/A,N/A,0.145,0.220,0.143,0.194,0.143,0.222
,,683,N/A,N/A,N/A,0.127,0.193,0.125,0.170,0.125,0.194
,,684,N/A,N/A,N/A,0.112,0.171,0.110,0.149,0.110,0.171
,,685,N/A,N/A,N/A,0.100,0.152,0.097,0.133,0.097,0.151
,,686,N/A,N/A,N/A,0.089,0.136,0.087,0.119,0.087,0.135
,,687,N/A,N/A,N/A,0.080,0.122,0.079,0.107,0.078,0.121
,,688,N/A,N/A,N/A,0.073,0.111,0.072,0.098,0.070,0.110
,,689,N/A,N/A,N/A,0.067,0.102,0.066,0.090,0.065,0.101
,,690,N/A,N/A,N/A,0.062,0.095,0.061,0.083,0.060,0.094
,,691,N/A,N/A,N/A,0.057,0.088,0.056,0.077,0.056,0.087
,,692,N/A,N/A,N/A,0.054,0.082,0.053,0.073,0.052,0.082
,,693,N/A,N/A,N/A,0.050,0.077,0.050,0.068,0.049,0.077
,,694,N/A,N/A,N/A,0.047,0.073,0.047,0.065,0.046,0.073
,,695,N/A,N/A,N/A,0.045,0.069,0.044,0.061,0.044,0.069
,,696,N/A,N/A,N/A,0.042,0.065,0.042,0.058,0.042,0.066
,,697,N/A,N/A,N/A,0.040,0.062,0.040,0.055,0.039,0.062
,,698,N/A,N/A,N/A,0.038,0.059,0.038,0.053,0.038,0.060
,,699,N/A,N/A,N/A,0.036,0.057,0.036,0.050,0.036,0.057
,,700,N/A,N/A,N/A,0.035,0.054,0.034,0.048,0.034,0.054
,,701,N/A,N/A,N/A,0.033,0.052,0.033,0.045,0.032,0.051
,,702,N/A,N/A,N/A,0.032,0.049,0.031,0.043,0.030,0.049
,,703,N/A,N/A,N/A,0.030,0.047,0.029,0.041,0.029,0.046
,,704,N/A,N/A,N/A,0.029,0.045,0.028,0.039,0.027,0.044
,,705,N/A,N/A,N/A,0.027,0.043,0.026,0.037,0.026,0.041
,,706,N/A,N/A,N/A,0.026,0.041,0.025,0.035,0.024,0.039
,,707,N/A,N/A,N/A,0.025,0.039,0.024,0.033,0.023,0.037
,,708,N/A,N/A,N/A,0.024,0.037,0.023,0.032,0.022,0.035
,,709,N/A,N/A,N/A,0.023,0.035,0.022,0.031,0.021,0.033
,,710,N/A,N/A,N/A,0.021,0.034,0.021,0.029,0.019,0.031
,,711,N/A,N/A,N/A,0.020,0.032,0.020,0.028,0.018,0.030
,,712,N/A,N/A,N/A,0.019,0.030,0.019,0.027,0.017,0.028
,,713,N/A,N/A,N/A,0.018,0.029,0.018,0.026,0.016,0.027
,,714,N/A,N/A,N/A,0.017,0.028,0.017,0.025,0.016,0.026
,,715,N/A,N/A,N/A,0.017,0.026,0.017,0.024,0.015,0.025
,,716,N/A,N/A,N/A,0.016,0.025,0.016,0.023,0.015,0.024
,,717,N/A,N/A,N/A,0.015,0.024,0.016,0.022,0.014,0.023
,,718,N/A,N/A,N/A,0.015,0.023,0.015,0.022,0.014,0.023
,,719,N/A,N/A,N/A,0.014,0.023,0.015,0.021,0.014,0.022
,,720,N/A,N/A,N/A,0.014,0.022,0.014,0.021,0.013,0.022
,,721,N/A,N/A,N/A,0.014,0.022,0.014,0.020,0.013,0.021
,,722,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.021
